;FFMETADATA1
title=Machine Gun Clippy
artist=Leo Laporte, Alex Lindsay, Rene Ritchie, Andy Ihnatko
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2022-01-18
track=801
language=English
genre=Podcast
comment=Safari bug, Netherlands App Store ruling, Apple Watch ads
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:02.480]   [MUSIC PLAYING]
[01:46:51.020 --> 01:46:56.620]   So again, every, every, I don't know if four test kits is going to be as useful as possible
[01:46:56.620 --> 01:47:02.420]   for a household with like two like my hover email, unfortunately, because it's a dot email
[01:47:02.420 --> 01:47:03.420]   address.
[01:47:03.420 --> 01:47:06.180]   But other than that, thank you, US government.
[01:47:06.180 --> 01:47:08.860]   Get the US digital services on that one.
[01:47:08.860 --> 01:47:09.860]   Yeah.
[01:47:09.860 --> 01:47:10.860]   But thank you.
[01:47:10.860 --> 01:47:11.860]   Wow.
[01:47:11.860 --> 01:47:12.860]   Excellent.
[01:47:12.860 --> 01:47:13.860]   Yep.
[01:47:13.860 --> 01:47:18.180]   I'm sure you want the COVID test kit like there when you need it like again, when you want
[01:47:18.180 --> 01:47:20.180]   to go to store to get one.
[01:47:20.180 --> 01:47:21.180]   Yeah.
[01:47:21.180 --> 01:47:25.540]   I mean, it's like I mentioned this before, like a few months ago, I lost one of my elderly
[01:47:25.540 --> 01:47:28.980]   aunts and it was a real struggle to decide that is it?
[01:47:28.980 --> 01:47:29.980]   Oh, is it?
[01:47:29.980 --> 01:47:30.980]   Yeah.
[01:47:30.980 --> 01:47:31.980]   I mean, she was she was wonderful.
[01:47:31.980 --> 01:47:32.980]   I really did.
[01:47:32.980 --> 01:47:36.260]   I really did want to attend the wake, but it was like all of her friends are also going to
[01:47:36.260 --> 01:47:39.180]   be in their like 70s, 80s, 90s.
[01:47:39.180 --> 01:47:42.500]   Should I should I go even with a mask on?
[01:47:42.500 --> 01:47:48.260]   And will I introduce if I am asymptomatic had I had this was before like these at home
[01:47:48.260 --> 01:47:53.060]   test kits were available, I might have taken the risk with some other mitigations if I
[01:47:53.060 --> 01:47:57.900]   been able to take a rapid test like three or four hours before considering leaving and
[01:47:57.900 --> 01:48:01.260]   if that turned out negative, I think I wouldn't have I would have also done other medications,
[01:48:01.260 --> 01:48:05.460]   but this is these reasons why it's good to have this just standing by for that moment
[01:48:05.460 --> 01:48:09.820]   when before you go to a party before you go to an event, we think it's okay, but maybe
[01:48:09.820 --> 01:48:11.140]   I should just test anyway.
[01:48:11.140 --> 01:48:15.140]   But again, as you said, it's people most of the message traffic about this online is
[01:48:15.140 --> 01:48:17.740]   like, Oh my God, the site is actually working on it.
[01:48:17.740 --> 01:48:18.740]   It gave me confirmation.
[01:48:18.740 --> 01:48:19.740]   It was very easy.
[01:48:19.740 --> 01:48:21.860]   I didn't have to ask me to authentic value.
[01:48:21.860 --> 01:48:22.860]   It was great.
[01:48:22.860 --> 01:48:24.860]   It was instant.
[01:48:24.860 --> 01:48:25.860]   Very nice.
[01:48:25.860 --> 01:48:26.860]   Yeah.
[01:48:26.860 --> 01:48:28.700]   But that's one free thing.
[01:48:28.700 --> 01:48:34.780]   The other one is also free, although I did a buy a coffee thing for the developer.
[01:48:34.780 --> 01:48:41.540]   It's a plugin for every popular browser except for Safari that adds multi select functions
[01:48:41.540 --> 01:48:43.220]   to the YouTube interface.
[01:48:43.220 --> 01:48:47.660]   So my problem was that I've been a YouTube user since like, you know, shortly after it
[01:48:47.660 --> 01:48:51.660]   launched and you know how it happens where you have the watch later button where you're
[01:48:51.660 --> 01:48:53.700]   scrolling, you're on Reddit or whatever you see.
[01:48:53.700 --> 01:48:56.140]   Oh, I think I'd like to see that later, but not right now.
[01:48:56.140 --> 01:49:02.220]   So easy peasy is click on the watch later button and after like 10, 15 years of this,
[01:49:02.220 --> 01:49:07.580]   you always add stuff faster than you watch it and you watch stuff faster than you delete
[01:49:07.580 --> 01:49:09.060]   stuff from watch later.
[01:49:09.060 --> 01:49:15.100]   So I quickly hit my 5000 video limit and was like for like the past like eight, nine months,
[01:49:15.100 --> 01:49:18.860]   I couldn't add more stuff until I go on my phone or something and just like manually
[01:49:18.860 --> 01:49:24.420]   delete like a hundred, a hundred videos from watch later because it doesn't, the interface
[01:49:24.420 --> 01:49:27.420]   doesn't have a select all or multi select.
[01:49:27.420 --> 01:49:31.980]   This one just installed the plugin and suddenly just anytime you access YouTube, now there's
[01:49:31.980 --> 01:49:36.940]   a checkbox and another little like three dot menu, like next to each item and just click
[01:49:36.940 --> 01:49:37.940]   on this.
[01:49:37.940 --> 01:49:41.820]   So yes, please select all the select all will affect all of the videos that are inside
[01:49:41.820 --> 01:49:43.980]   the window at this time.
[01:49:43.980 --> 01:49:47.940]   So if you have a scrolling list, like the user interface will have like preloaded like
[01:49:47.940 --> 01:49:52.420]   a hundred videos, so it'll only select a hundred, but that meant that I could get from 5000,
[01:49:52.420 --> 01:49:58.020]   5000 videos copied into a backup playlist and like five or 10 minutes and suddenly after
[01:49:58.020 --> 01:50:00.260]   a year or so this big problem have been solved.
[01:50:00.260 --> 01:50:04.860]   I don't know why YouTube does not support multiple selection or even a select all.
[01:50:04.860 --> 01:50:08.060]   Oh, well, but this is it's it's really updated.
[01:50:08.060 --> 01:50:09.500]   It has a lot of a lot of reviews.
[01:50:09.500 --> 01:50:12.340]   So it's not just stealing your data, but not just stealing your data.
[01:50:12.340 --> 01:50:15.540]   Well, maybe if it's stealing your data, it's also doing something valuable.
[01:50:15.540 --> 01:50:19.900]   But I quickly as soon as I solve this problem, like, Oh my God, I yes, sir, I will buy you
[01:50:19.900 --> 01:50:20.900]   a coffee.
[01:50:20.900 --> 01:50:21.900]   I will buy you multiple coffees.
[01:50:21.900 --> 01:50:23.820]   Thank you for solving this problem for me.
[01:50:23.820 --> 01:50:26.340]   I just went to thanks to scooter X to analytics.
[01:50:26.340 --> 01:50:31.420]   USA got gov that shows the traffic to US government websites.
[01:50:31.420 --> 01:50:35.140]   There are 1.6 million people on government websites now.
[01:50:35.140 --> 01:50:39.380]   1.3 million of them are on the free COVID home test.
[01:50:39.380 --> 01:50:44.140]   So well, well, well, well, well, well, well, well, well, well done.
[01:50:44.140 --> 01:50:50.140]   I know Matt cuts isn't at the USDS anymore, but boy, that's a hell of a hell of a job.
[01:50:50.140 --> 01:50:54.540]   You compare that to the Obamacare site when it launched a few years ago.
[01:50:54.540 --> 01:50:57.620]   By the way, that's why US digital services exists.
[01:50:57.620 --> 01:51:01.900]   USDS exists because they wanted to help with the ACA website.
[01:51:01.900 --> 01:51:03.220]   And now they've done such a great job.
[01:51:03.220 --> 01:51:06.420]   And I have to think they might have a little bit to do with this.
[01:51:06.420 --> 01:51:11.980]   Postal services like the top four websites out of this.
[01:51:11.980 --> 01:51:13.820]   And it's like six out of the top 10.
[01:51:13.820 --> 01:51:14.820]   It's really big.
[01:51:14.820 --> 01:51:19.420]   Yeah, I actually kind of liked how integrated it was.
[01:51:19.420 --> 01:51:23.140]   You place your order that gives you a nice, nice postal service confirmation.
[01:51:23.140 --> 01:51:26.980]   It wasn't as though they have to, oh, well, here's something that if you want to plug this
[01:51:26.980 --> 01:51:31.100]   into another site, it's almost as though the postal service and this website were being
[01:51:31.100 --> 01:51:33.020]   operated by the same bureaucracy.
[01:51:33.020 --> 01:51:34.020]   Incredible.
[01:51:34.020 --> 01:51:35.820]   This is actually a great page, too.
[01:51:35.820 --> 01:51:38.460]   Thank you for this page.
[01:51:38.460 --> 01:51:43.700]   Almost half of the browsers are Chrome, but 35% Safari.
[01:51:43.700 --> 01:51:46.140]   It's analytics.usa.gov.
[01:51:46.140 --> 01:51:47.140]   And it's real time.
[01:51:47.140 --> 01:51:49.460]   It gets updated.
[01:51:49.460 --> 01:51:51.260]   It's amazing.
[01:51:51.260 --> 01:51:57.020]   Firefox is a small and Samsung internet, but Safari is 35% of the visitors.
[01:51:57.020 --> 01:51:59.780]   More than half on mobile.
[01:51:59.780 --> 01:52:05.380]   iOS, 34% of all visits are iOS, 31% Windows.
[01:52:05.380 --> 01:52:06.380]   Yeah.
[01:52:06.380 --> 01:52:11.020]   Well, also, you know what this is giving us another insight that what is that what kind
[01:52:11.020 --> 01:52:15.580]   of computers and operating systems and devices are used by people who actually believe that
[01:52:15.580 --> 01:52:20.140]   COVID is a thing and that self testing would be a useful thing for their lives and other
[01:52:20.140 --> 01:52:21.140]   people's lives.
[01:52:21.140 --> 01:52:27.180]   It's possible this is not just a look at the disparity between different operating systems.
[01:52:27.180 --> 01:52:35.100]   What percentage of the internet that accesses is like espn.com?
[01:52:35.100 --> 01:52:39.100]   Does this reflect the same thing or is this data going to give us insights into what kind
[01:52:39.100 --> 01:52:41.820]   of devices are owned by people who deny COVID?
[01:52:41.820 --> 01:52:42.820]   Yeah.
[01:52:42.820 --> 01:52:44.980]   It's pretty impressive.
[01:52:44.980 --> 01:52:47.540]   That's a lot of business.
[01:52:47.540 --> 01:52:48.940]   It's really well designed.
[01:52:48.940 --> 01:52:49.940]   Is this a good site?
[01:52:49.940 --> 01:52:50.940]   Yeah.
[01:52:50.940 --> 01:52:53.540]   I bet you USDS on this one as well.
[01:52:53.540 --> 01:52:54.540]   Wow.
[01:52:54.540 --> 01:52:57.220]   No, it's the GSA.
[01:52:57.220 --> 01:53:01.940]   Analytics.usa.gov is a product of the GSA's digital analytics program.
[01:53:01.940 --> 01:53:04.380]   It's hosted on cloud.gov.
[01:53:04.380 --> 01:53:05.380]   Wow.
[01:53:05.380 --> 01:53:06.380]   Yeah.
[01:53:06.380 --> 01:53:12.180]   This was a big and this is a expression of a big initiative during I think the digital.gov
[01:53:12.180 --> 01:53:13.180]   initiative.
[01:53:13.180 --> 01:53:14.180]   Yeah.
[01:53:14.180 --> 01:53:15.180]   Yeah.
[01:53:15.180 --> 01:53:18.860]   Meaning specifically, we want to make government data and government resources more available
[01:53:18.860 --> 01:53:23.940]   and it wasn't just, oh, well, we'll have a place we can download tax forms more easily.
[01:53:23.940 --> 01:53:28.300]   It was no, it's also useful to create an analytics page like this so people can have
[01:53:28.300 --> 01:53:30.500]   access to the same data the government has seen.
[01:53:30.500 --> 01:53:34.060]   Well, and this is a really good example of why you need something like this, this COVID
[01:53:34.060 --> 01:53:35.060]   home tests.
[01:53:35.060 --> 01:53:36.060]   Yeah.
[01:53:36.060 --> 01:53:39.500]   I mean, talk, I mean, right away, really good, very nice.
[01:53:39.500 --> 01:53:42.740]   Thank you for that tip of the week I've ordered for.
[01:53:42.740 --> 01:53:45.540]   Hoping I never have to use them.
[01:53:45.540 --> 01:53:47.620]   I don't, John wants to know what the expiration date is.
[01:53:47.620 --> 01:53:48.620]   I don't know.
[01:53:48.620 --> 01:53:49.700]   We'll find out when we get them, I guess.
[01:53:49.700 --> 01:53:52.980]   I got well, I actually I did a having electrician come over tomorrow.
[01:53:52.980 --> 01:53:54.660]   So I actually took a rapid test today.
[01:53:54.660 --> 01:53:58.060]   I probably should have done it like three hours beforehand, but whatever.
[01:53:58.060 --> 01:54:01.420]   And they're good for about till the end of the year, I think.
[01:54:01.420 --> 01:54:06.140]   I think the fresh, the freshness date on the kit that I opened was like at the very end
[01:54:06.140 --> 01:54:07.140]   of 2020.
[01:54:07.140 --> 01:54:08.140]   Okay.
[01:54:08.140 --> 01:54:09.140]   Okay.
[01:54:09.140 --> 01:54:10.700]   By then we won't need them anymore.
[01:54:10.700 --> 01:54:11.700]   Of course.
[01:54:11.700 --> 01:54:12.700]   Yeah.
[01:54:12.700 --> 01:54:13.700]   Thank you, Annie.
[01:54:13.700 --> 01:54:17.220]   What are you going to be on GBH next?
[01:54:17.220 --> 01:54:20.060]   The usual time, 12, 13, the afternoon on Friday.
[01:54:20.060 --> 01:54:24.620]   Just go to WGBHNews.org to listen to it, stream it live or later.
[01:54:24.620 --> 01:54:25.620]   Thank you.
[01:54:25.620 --> 01:54:27.260]   Always a pleasure.
[01:54:27.260 --> 01:54:29.820]   Rum's legs master Alex Lindsey.
[01:54:29.820 --> 01:54:30.820]   We got a bike.
[01:54:30.820 --> 01:54:32.500]   We saw that you have a rum's leg cam.
[01:54:32.500 --> 01:54:33.500]   That's pretty impressive.
[01:54:33.500 --> 01:54:34.500]   I do.
[01:54:34.500 --> 01:54:35.500]   Yeah.
[01:54:35.500 --> 01:54:36.500]   I do, yeah.
[01:54:36.500 --> 01:54:37.500]   Almost hours.
[01:54:37.500 --> 01:54:38.500]   Doc Global.
[01:54:38.500 --> 01:54:39.740]   What is the mic you're using?
[01:54:39.740 --> 01:54:42.340]   This is a Neumann TLM 102.
[01:54:42.340 --> 01:54:43.340]   Do you like it?
[01:54:43.340 --> 01:54:44.340]   Because it works.
[01:54:44.340 --> 01:54:45.340]   Really?
[01:54:45.340 --> 01:54:46.340]   Yeah, it sounds great.
[01:54:46.340 --> 01:54:49.260]   But it's really, really, really expensive.
[01:54:49.260 --> 01:54:50.780]   It's not, I mean, it's expensive.
[01:54:50.780 --> 01:54:51.780]   It's not really, really expensive.
[01:54:51.780 --> 01:54:54.820]   I mean, in the mic world, it's not really, really expensive.
[01:54:54.820 --> 01:54:59.620]   The 103 is really, anything over a thousand dollars ago, that's really expensive.
[01:54:59.620 --> 01:55:01.380]   This is about $600 I think.
[01:55:01.380 --> 01:55:02.380]   So that's not awful.
[01:55:02.380 --> 01:55:03.380]   650.
[01:55:03.380 --> 01:55:04.380]   Yeah, it's not awful.
[01:55:04.380 --> 01:55:07.180]   It's a, and I think it's not a USB mic.
[01:55:07.180 --> 01:55:08.780]   I mean, obviously you have a mixer.
[01:55:08.780 --> 01:55:10.340]   No, no, this is going through, yeah.
[01:55:10.340 --> 01:55:14.180]   This is going through sound devices and then it's got noise assist because otherwise you
[01:55:14.180 --> 01:55:16.700]   would hear all the fans and everything.
[01:55:16.700 --> 01:55:20.200]   Because it's, the problem really with it is that I've had to rebuild everything around
[01:55:20.200 --> 01:55:24.740]   me to use it because it, it's off at, you know, the off axis rejection on the PR 40 is
[01:55:24.740 --> 01:55:25.740]   great.
[01:55:25.740 --> 01:55:27.180]   You know, this is sounds better.
[01:55:27.180 --> 01:55:29.940]   I feel like I got more high end, but it is.
[01:55:29.940 --> 01:55:30.940]   Yeah, it's a condenser.
[01:55:30.940 --> 01:55:33.900]   So it's got, you know, but it picks up, yeah, it picks up many things.
[01:55:33.900 --> 01:55:34.900]   That's the problem.
[01:55:34.900 --> 01:55:39.700]   So it, so you, so I'm constantly, I had to get a mute and then I have a lot of time to
[01:55:39.700 --> 01:55:42.580]   move away from the mouse and use my a trackpad.
[01:55:42.580 --> 01:55:45.940]   And then I just have to be conscious of what I'm, you know, what's making noise.
