;FFMETADATA1
title=It's Not a Clown, Bill
artist=Leo Laporte, Alex Lindsay, Rene Ritchie, Andy Ihnatko
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2021-08-17
track=779
language=English
genre=Podcast
comment=Apple CSAM updates, Safari updates, Apple TV's value
encoded_by=Uniblab 5.3
date=2021
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:05.200]   It's time for Mac break weekly Andy Renee Alex. They're all here lots to talk about
[02:21:59.060 --> 02:22:06.100]   Yeah, and uh, yeah, Lisa say well, he said so Lisa got in. This is by invite only it's called glass
[02:22:06.100 --> 02:22:10.500]   I found out about it from ome mallek who wrote about it and interviewed the founders
[02:22:10.500 --> 02:22:17.780]   Through the looking glass and it's in response kind of to adam maseri at instagram saying we're no longer a photo sharing app
[02:22:17.780 --> 02:22:21.140]   Which is pretty clear. I mean it's become something completely different
[02:22:21.140 --> 02:22:23.940]   So the founders of glass
[02:22:23.940 --> 02:22:26.660]   uh tom watson and staphan borge said
[02:22:27.220 --> 02:22:32.420]   Maybe we could make a kind of a replacement for instagram that's really focused on photographs
[02:22:32.420 --> 02:22:39.060]   Um, no ads because it's not free. It's $30 a month if you sign up, uh in the air pre-release
[02:22:39.060 --> 02:22:45.140]   I uh, yeah, yeah, did I say a month? I'm sorry. Yeah, $30. Yeah, that was like wow. That's a lot
[02:22:45.140 --> 02:22:48.980]   I don't i don't need i don't need it
[02:22:48.980 --> 02:22:51.940]   It's kind of like 500 px a little bit in the sense that
[02:22:51.940 --> 02:22:55.460]   Uh, people aren't using it for social media. They're using it to share
[02:22:55.940 --> 02:22:58.500]   Uh, what they consider to be their their best photos
[02:22:58.500 --> 02:23:04.740]   I this i've been looking for this because I the ads on instagram are overwhelming and it's all about influencers now and all that
[02:23:04.740 --> 02:23:10.740]   So but it's not a social site. It's not a place where you say hey, we just went to uh, you know, have lunch and here's my sandwich
[02:23:10.740 --> 02:23:15.380]   It's really i don't ask for your contacts when you upload when you yeah, there's some beautiful images
[02:23:15.380 --> 02:23:19.780]   One thing they did which was smart is they put the um x if information from the photo
[02:23:19.780 --> 02:23:24.020]   In the post so you can really see what the photographers up to
[02:23:25.060 --> 02:23:31.060]   I'm really liking it a lot. Uh, I I needed a better photo sharing site. So this is I think a very good
[02:23:31.060 --> 02:23:37.540]   Choice worth looking at this is a total lake of flex for you. We know yeah, I like it. Uh, boy is beautiful
[02:23:37.540 --> 02:23:45.140]   Yeah, but also if they if they just treat photos with respect instead of saying but we recompressed this and the color is kind of screwed up now
[02:23:45.140 --> 02:23:49.380]   Uh, and you can't really see the details because we're not going to let you really scroll scroll in
[02:23:49.380 --> 02:23:53.220]   That that was one of the things that kept flicker to be such a good photo
[02:23:53.300 --> 02:23:58.260]   Right photo site because it did such a good job it respects that people are looking here to
[02:23:58.260 --> 02:24:02.420]   Enjoy and celebrate photography not just see oh well
[02:24:02.420 --> 02:24:08.740]   It looks it looks like Andy has a new makeup palette for sale on his store. Okay. It's invite only right now
[02:24:08.740 --> 02:24:12.420]   Um, but I love the exit information. I think that's great
[02:24:12.420 --> 02:24:18.180]   But uh, I you know, I think it's going to go public eventually ios only right now, but
[02:24:18.180 --> 02:24:23.220]   Uh, I gathered that they might consider doing an android version. Yeah, just a
[02:24:23.220 --> 02:24:24.180]   easier
[02:24:24.180 --> 02:24:30.660]   Um, it's really beautiful and as I mentioned no nudity because it's too complicated to to make to put nudity and something like this
[02:24:30.660 --> 02:24:35.940]   Uh, so if you're a nude's photographer, you want there's a lot of astrophotography some beautiful stuff
[02:24:35.940 --> 02:24:41.540]   This is Reese Jones picture from New Zealand. Oh and you can leave comments too and because it's you know
[02:24:41.540 --> 02:24:44.900]   It's photographers and people have paid the money to be here
[02:24:44.900 --> 02:24:51.060]   Um, it the comments are very valuable as much it is kind of like the early flicker frankly in the early days
[02:24:51.060 --> 02:24:56.500]   Getting hit on for every photo. Yeah. Yeah, I'm really I'm really enjoying it. Oh, there's somebody I know what
[02:24:56.500 --> 02:24:59.220]   What?
[02:24:59.220 --> 02:25:02.180]   That's mine. Yeah, it's called you talking to me
[02:25:02.180 --> 02:25:06.100]   I'm the only one here
[02:25:06.100 --> 02:25:11.540]   So I just uh, I wanted to give it a plug. It is invite only, um right now so
[02:25:11.540 --> 02:25:17.940]   Uh, you've just got to download it for your ios device and uh, there's no ipad version
[02:25:17.940 --> 02:25:22.660]   But you could put it on an ipad and uh ask for an invite but I noticed it moves fairly quickly
[02:25:22.660 --> 02:25:25.380]   Lisa got hers just a few days later glass
[02:25:25.380 --> 02:25:31.460]   Is the name of it the website if you want to at least kind of delve into it as glass dot
[02:25:31.460 --> 02:25:37.940]   Photo and I'm I'm kind of wishing him the best. It's not I know not for everybody
[02:25:37.940 --> 02:25:41.940]   I paid for the year immediately me too 30 by you by the way, that's an early
[02:25:41.940 --> 02:25:44.580]   uh, adopter price 30 bucks
[02:25:44.580 --> 02:25:47.380]   Um looks like they're gonna have a web
[02:25:48.340 --> 02:25:51.700]   I'm not sure is there a web version because that looks like a web version doesn't it?
[02:25:51.700 --> 02:25:55.220]   So, um, maybe that will come too
[02:25:55.220 --> 02:26:00.420]   At some point I would like I would like that because these photos deserve to be seen on a big screen
[02:26:00.420 --> 02:26:01.620]   There's some beautiful
[02:26:01.620 --> 02:26:04.980]   Look at the photographers you like on instagram and then go find them like I like
[02:26:04.980 --> 02:26:09.140]   Sebastian do it from halide is like you just as long as you know their name you can find them on there
[02:26:09.140 --> 02:26:11.220]   Oh, that's smart. Yeah, because right now
[02:26:11.220 --> 02:26:14.500]   You just scroll through a whole bunch of people which I did
[02:26:15.060 --> 02:26:19.220]   Finding people uh you get you can get notifications if somebody follows you or comments
[02:26:19.220 --> 02:26:20.900]   So it's like but no ads
[02:26:20.900 --> 02:26:26.820]   It's like there are some spectacular photographers on instagram like apples photo team their camera team is on instagram
[02:26:26.820 --> 02:26:28.580]   john macormic who runs it
[02:26:28.580 --> 02:26:32.740]   Unbelievable, but you can't find them because all the algorithm wants to show you is the latest booty dance
[02:26:32.740 --> 02:26:38.260]   And it's just like where you have to make like search list and it's and this is just the photos. Yeah, it's so yeah
[02:26:38.260 --> 02:26:44.900]   I really I'm enjoying it. Anyway, just a plug. I want them to do well. I think it's a really uh great idea
[02:26:45.060 --> 02:26:47.060]   Tom Watson stephen borsha
[02:26:47.060 --> 02:26:49.140]   glass dot photo
[02:26:49.140 --> 02:26:51.540]   All right, my my spot in line is
[02:26:51.540 --> 02:26:57.060]   3,413 oh, i'll send you an invite don't worry and andy do you want to invite now remember it's ios only
[02:26:57.060 --> 02:27:03.220]   That's okay. I I actually if you saw me earlier on in the show, that's when I noticed glass
[02:27:03.220 --> 02:27:10.180]   And I first mentioned it then like oh well, I'll take my ipad and try to get in line for this. Oh, yeah, you could do it an ipad sure
[02:27:10.180 --> 02:27:14.180]   Yeah, yeah, um, I will I will send both Alex and andy
[02:27:14.180 --> 02:27:19.140]   Invites I have a couple left don't ask me hi come on don't ask me folks. I'm done. That's it
[02:27:19.140 --> 02:27:21.300]   They all went to Alex and andy
[02:27:21.300 --> 02:27:29.140]   Yeah, well, that's the thing lisa and I worked out who we were gonna invite so that we because we had six total I used one
[02:27:29.140 --> 02:27:34.340]   um lisa actually asked aunt and aunt says I don't have an ios device so
[02:27:34.340 --> 02:27:37.220]   Uh, yeah, I would love to see ants photos on here, but
[02:27:37.220 --> 02:27:40.180]   Anyway, so I will invite
[02:27:40.420 --> 02:27:46.900]   Alex actually once we get off the air i'll ask you which address you want me to use is it the one you use most of the time or
[02:27:46.900 --> 02:27:50.500]   Um, I could text it when I text it to you
[02:27:50.500 --> 02:27:56.340]   Because I think I have your phone. Yeah, I do. Yep texting it to you right now
[02:27:56.340 --> 02:28:01.860]   Excellent our show today brought to you by those fine people
[02:28:01.860 --> 02:28:09.220]   We call club twit members. Thank you club twit members twit.tv/club twit you're very much appreciated
[02:28:09.700 --> 02:28:10.900]   Um
[02:28:10.900 --> 02:28:14.980]   If you want to watch us do it live it still costs nothing to participate in any way
[02:28:14.980 --> 02:28:20.660]   All you have to do is go to twit.tv/live of a tuesday morning around 11am pacific 2pm eastern
[02:28:20.660 --> 02:28:27.860]   Uh 1800 utc we stream live audio and video at twit.tv/live you can chat at irc.twit.tv
[02:28:27.860 --> 02:28:31.300]   Uh, if you're watching live, it's a good way to do that and of course
[02:28:31.300 --> 02:28:38.260]   The discord is also available for club twit members after the fact the website twit.tv/mbw
[02:28:38.980 --> 02:28:45.220]   Uh, you can also get the youtube channel there and links to all the podcast big podcast apps
[02:28:45.220 --> 02:28:50.980]   But of course an rss feed as well as available if you are using a podcast app that supports refuse, please leave us one
[02:28:50.980 --> 02:28:54.900]   Will you a five star review would be much appreciated by all of our team
[02:28:54.900 --> 02:28:58.500]   Also, there's a forums twit.community. There's a
[02:28:58.500 --> 02:29:03.460]   Mastinon instance twit.social for the twit twitter types
[02:29:03.460 --> 02:29:07.540]   Um, and all of that's free and you're encouraged to participate
[02:29:07.780 --> 02:29:11.940]   Renee richy is at youtube.com/Renee richy what you working on Renee
[02:29:11.940 --> 02:29:18.740]   I did my follow-up video to all the apple image scanning stuff where I tried to propose some I thought more privacy
[02:29:18.740 --> 02:29:21.140]   Centric solutions
[02:29:21.140 --> 02:29:25.780]   And now i'm just going over iphone 13 and apple watch seven and all the exciting stuff mega leaks
[02:29:25.780 --> 02:29:32.820]   We'll do that next week. We'll do the mega leaks. What do you what is your what is your what is the what do the odds makers say?
[02:29:32.980 --> 02:29:39.620]   Will it be uh the wednesday at the 8th after labor day or will it be the 14th the tuesday after that?
[02:29:39.620 --> 02:29:44.500]   I think currently people are saying the 14th, but you I've also heard some people say it's going to be a little bit later
[02:29:44.500 --> 02:29:49.620]   Just because it's still it was last year right last year was uh a month late october
[02:29:49.620 --> 02:29:54.500]   Yeah, I think it'll be september it just did a middle middleish of the month and not like right idlina
[02:29:54.500 --> 02:29:57.060]   I'm rooting for the 14th
[02:29:57.060 --> 02:29:58.660]   Yeah
[02:29:58.660 --> 02:30:01.620]   And of course whenever it happens we will we will cover it don't worry
[02:30:02.100 --> 02:30:05.300]   Thank you rene andi and naco when are you going to be on gbh next
[02:30:05.300 --> 02:30:11.140]   uh friday at one p.m just go to w gbh news dot org to stream it live or stream it later
