;FFMETADATA1
title=TWiT 48: Apple's 30th Anniversary
comment=http://twit.tv/48
album=TWiT April 2006
TYER=2006-04-02
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100
;FFMETADATA1
title=TWiT 48: Apple's 30th Anniversary
comment=http://twit.tv/48
album=TWiT April 2006
TYER=2006-04-02
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.000]   This is Twit, this weekend tech, episode 48 for April 2nd, 2006.
[01:21:01.600 --> 01:21:07.120]   sobbing because, you know, Steve had yelled at her or she just didn't feel up doing the
[01:21:07.120 --> 01:21:08.920]   work she was expected to.
[01:21:08.920 --> 01:21:15.160]   And so, you know, there's a human cost to all the pressure and stuff and, you know, definitely
[01:21:15.160 --> 01:21:17.760]   everyone's personality's weren't perfect.
[01:21:17.760 --> 01:21:23.520]   And it took a certain confidence to successfully work on the Mac team because of the mix of
[01:21:23.520 --> 01:21:24.520]   personalities.
[01:21:24.520 --> 01:21:28.400]   Yeah, if you had to hold up to Steve, you had to have to be pretty strong yourself because
[01:21:28.400 --> 01:21:32.360]   otherwise he would smell blood and just go for it.
[01:21:32.360 --> 01:21:34.800]   Was he always like that or did it get worse or?
[01:21:34.800 --> 01:21:41.440]   I think it got worse as by the time the Mac was around, he was pretty determined to show
[01:21:41.440 --> 01:21:46.840]   that he should be the next CEO that, you know, he had all the leadership abilities that he
[01:21:46.840 --> 01:21:49.840]   actually wouldn't develop for another, you know, 10 years.
[01:21:49.840 --> 01:21:53.000]   Yeah, I know, Woz, you're not a fan of politics.
[01:21:53.000 --> 01:21:54.840]   How did you stay above the fray?
[01:21:54.840 --> 01:21:56.560]   Well, I'm sort of out of it.
[01:21:56.560 --> 01:21:59.680]   I had their plane crash and so I could go back to college instead.
[01:21:59.680 --> 01:22:01.040]   So by then you were gone.
[01:22:01.040 --> 01:22:02.040]   Yes.
[01:22:02.040 --> 01:22:03.040]   Yeah.
[01:22:03.040 --> 01:22:06.480]   You want to talk a little bit about the plane crash?
[01:22:06.480 --> 01:22:07.480]   What was that?
[01:22:07.480 --> 01:22:08.480]   When was that?
[01:22:08.480 --> 01:22:09.480]   The crash taking off.
[01:22:09.480 --> 01:22:10.480]   I have no idea what happened.
[01:22:10.480 --> 01:22:13.400]   I have no memory for the next five weeks.
[01:22:13.400 --> 01:22:16.880]   I am kind of thankful for it.
[01:22:16.880 --> 01:22:19.920]   Because at that point you said I don't want to do this anymore.
[01:22:19.920 --> 01:22:25.320]   No, it's really after being out for five weeks, not even realizing I was out away from
[01:22:25.320 --> 01:22:28.440]   work, missing my dogs, had a lost tooth.
[01:22:28.440 --> 01:22:31.960]   I suddenly realized, well, my gosh, this is the last chance of my life.
[01:22:31.960 --> 01:22:36.200]   I could really manage to go back to college for one year to get my degree.
[01:22:36.200 --> 01:22:37.720]   And thankful for that.
[01:22:37.720 --> 01:22:38.720]   Do you miss it?
[01:22:38.720 --> 01:22:39.720]   Did you miss it?
[01:22:39.720 --> 01:22:40.720]   Oh, missed it a bit.
[01:22:40.720 --> 01:22:45.360]   Although I wasn't worried about the company critically needing me as a real critical element.
[01:22:45.360 --> 01:22:48.840]   There were enough engineers of high quality there and enough projects going on.
[01:22:48.840 --> 01:22:51.520]   It was well enough managed that the company was okay.
[01:22:51.520 --> 01:22:52.840]   That was the important thing.
[01:22:52.840 --> 01:22:58.520]   Bill and Andy and Randy, if you want to speak to this, how important was Woz?
[01:22:58.520 --> 01:23:02.240]   What was the role that he played even after he left?
[01:23:02.240 --> 01:23:04.320]   Was he a role model for you guys?
[01:23:04.320 --> 01:23:06.520]   What exactly role did he play?
[01:23:06.520 --> 01:23:08.280]   A spiritual leader.
[01:23:08.280 --> 01:23:12.680]   Woz was an incredible inspiration to the Mac he missed.
[01:23:12.680 --> 01:23:19.600]   I know especially to Burl, Burl learned electronics, not electronics, but he really learned to
[01:23:19.600 --> 01:23:23.720]   design computers by just looking at the Apple II design and he worshiped Woz.
[01:23:23.720 --> 01:23:28.720]   I did too.
[01:23:28.720 --> 01:23:36.240]   I worked with Woz before I even met him just based on that monitor.
[01:23:36.240 --> 01:23:38.720]   I think Woz set the standard.
[01:23:38.720 --> 01:23:44.520]   Everybody wanted to do far above average in whatever it was technically.
[01:23:44.520 --> 01:23:46.400]   You wanted your designs to be elegant.
[01:23:46.400 --> 01:23:48.280]   You wanted your things to be useful.
[01:23:48.280 --> 01:23:49.720]   You wanted everything to be wonderful.
[01:23:49.720 --> 01:23:55.040]   You wanted it to be something that people would appreciate and would make hearts, glad.
[01:23:55.040 --> 01:23:56.520]   All of those things.
[01:23:56.520 --> 01:24:00.480]   Even Steve Jobs always said great things about Woz's ability.
[01:24:00.480 --> 01:24:06.840]   We need more people like Woz, not people like the Lisa team where they're 100 engineers.
[01:24:06.840 --> 01:24:11.680]   I was going to say he used to use Woz as a threat even when Woz wasn't in a set Apple.
[01:24:11.680 --> 01:24:14.720]   If he didn't like your design enough, he goes, "I'll just call Woz.
[01:24:14.720 --> 01:24:19.040]   He'll do it in half."
[01:24:19.040 --> 01:24:24.440]   Did they ever try to pull you back into Apple, Steve?
[01:24:24.440 --> 01:24:25.920]   Did they respect your decision?
[01:24:25.920 --> 01:24:29.320]   No, I just went back in one day and worked for a while.
[01:24:29.320 --> 01:24:33.520]   I walked in after the US festivals and worked in the Apple II division where I felt like
[01:24:33.520 --> 01:24:35.440]   I'd been at the biggest contribution.
[01:24:35.440 --> 01:24:41.040]   That was around the time John Sculley joined and we were getting rid of the Apple III finally.
[01:24:41.040 --> 01:24:44.560]   There was nobody working on the Apple II in engineering since then.
[01:24:44.560 --> 01:24:48.120]   Was that around the time of the LC or?
[01:24:48.120 --> 01:24:49.120]   The Apple II GS.
[01:24:49.120 --> 01:24:50.120]   Yes, I mean.
[01:24:50.120 --> 01:24:53.120]   Yes, it was before that.
[01:24:53.120 --> 01:24:58.040]   And then of course there was the famous Apple II forever and the conference and everybody
[01:24:58.040 --> 01:25:03.120]   surrounded the Apple II and what a great design it was and then promptly moved on to Macintosh.
[01:25:03.120 --> 01:25:08.480]   Was that a sad day when the Mac replaced the Apple II?
[01:25:08.480 --> 01:25:09.480]   Not at all.
[01:25:09.480 --> 01:25:11.280]   It was actually a very gradual thing.
[01:25:11.280 --> 01:25:15.720]   It was a couple of years while the Apple II was still our bread and butter product.
[01:25:15.720 --> 01:25:20.840]   It wasn't really like, I mean I felt very awkward about these sayings like Apple II forever.
[01:25:20.840 --> 01:25:23.640]   I mean, good God, because we're moving on to other things.
[01:25:23.640 --> 01:25:24.640]   That's what you do.
[01:25:24.640 --> 01:25:25.640]   That's what you do.
[01:25:25.640 --> 01:25:26.640]   Yeah.
[01:25:26.640 --> 01:25:30.440]   Actually, one of the mistakes Apple made early on was not supporting the Apple II the way
[01:25:30.440 --> 01:25:31.440]   they should have.
[01:25:31.440 --> 01:25:37.000]   I mean, the fact is that if they had put money into the Apple II earlier, it would have lasted
[01:25:37.000 --> 01:25:38.000]   much longer.
[01:25:38.000 --> 01:25:41.440]   The time that you know, Woz and I were working on it, we thought it would only last like
[01:25:41.440 --> 01:25:42.440]   two years, three years.
[01:25:42.440 --> 01:25:45.480]   You know, I mean, that was sort of the lifespan of calculator back then.
[01:25:45.480 --> 01:25:46.480]   Right.
[01:25:46.480 --> 01:25:50.480]   Who would think that 10 years later, you know, anybody would have any interest in it other
[01:25:50.480 --> 01:25:51.480]   than historical?
[01:25:51.480 --> 01:25:56.000]   Well, six years ago I walked into my kid's kindergarten class and there were eight Apple
[01:25:56.000 --> 01:25:57.680]   IIs sitting on the desk there.
[01:25:57.680 --> 01:25:58.680]   Exactly.
[01:25:58.680 --> 01:25:59.680]   And that amazing.
[01:25:59.680 --> 01:26:05.320]   And there's still the fun thing is not only do they still work, but they, I don't think
[01:26:05.320 --> 01:26:07.880]   there was ever a bug in the hardware, the software that was found.
[01:26:07.880 --> 01:26:08.880]   Really?
[01:26:08.880 --> 01:26:09.880]   That's pretty remarkable.
[01:26:09.880 --> 01:26:10.880]   I don't think so.
[01:26:10.880 --> 01:26:13.720]   It's a different style of design and coding back then.
[01:26:13.720 --> 01:26:14.720]   Why?
[01:26:14.720 --> 01:26:15.720]   How was it different?
[01:26:15.720 --> 01:26:16.720]   Well, it did.
[01:26:16.720 --> 01:26:21.000]   You had to be, it was so intense that it was all in me, but had to be so aware of every
[01:26:21.000 --> 01:26:24.800]   little detail in my head walking around, not when I'm just looking at it on paper.
[01:26:24.800 --> 01:26:28.360]   And it wasn't everything just had to be perfect.
[01:26:28.360 --> 01:26:29.360]   You had to work perfect.
[01:26:29.360 --> 01:26:30.360]   It was like hardware.
[01:26:30.360 --> 01:26:33.240]   If hardware doesn't work, you can't go out and update it.
[01:26:33.240 --> 01:26:35.520]   These days everything can be updated.
[01:26:35.520 --> 01:26:38.320]   So that's a reason to certain flaws are allowed to slip through.
[01:26:38.320 --> 01:26:42.560]   You don't have to test thoroughly and you never have enough time to test everything
[01:26:42.560 --> 01:26:43.560]   these days.
[01:26:43.560 --> 01:26:45.360]   Well, it's much more complex than it was, of course.
[01:26:45.360 --> 01:26:47.720]   Yeah, in every possible environment.
[01:26:47.720 --> 01:26:48.720]   Yeah.
[01:26:48.720 --> 01:26:53.120]   But in a way it's still so genetically identical to the original.
[01:26:53.120 --> 01:26:56.800]   I mean, computers do pretty much the same thing they've always done.
[01:26:56.800 --> 01:26:57.800]   Yes, or no?
[01:26:57.800 --> 01:27:00.040]   Well, they do a lot more.
[01:27:00.040 --> 01:27:06.360]   I mean, I think I use my computer now for so much of my entertainment that I never did
[01:27:06.360 --> 01:27:08.960]   back in the days when the Mac first came out.
[01:27:08.960 --> 01:27:13.000]   And the networking really added such a strong dimension.
[01:27:13.000 --> 01:27:14.000]   Oh, God.
[01:27:14.000 --> 01:27:17.840]   I mean, I can't even mention on the Apple II doing a phone call on the Apple II.
[01:27:17.840 --> 01:27:21.960]   You know, the closest we ever got was having, you know, Draper make an automatic dialer
[01:27:21.960 --> 01:27:24.080]   out of it, generating all the calls.
[01:27:24.080 --> 01:27:25.080]   Yeah.
[01:27:25.080 --> 01:27:28.280]   Actually, actually by now, actually by now, computers would have gone this way.
[01:27:28.280 --> 01:27:31.640]   But what it points out is that when we came out with the Apple II and thought we were
[01:27:31.640 --> 01:27:35.760]   going to take over the world, we couldn't really see what those applications were going
[01:27:35.760 --> 01:27:37.360]   to be in the long term.
[01:27:37.360 --> 01:27:38.360]   Right.
[01:27:38.360 --> 01:27:40.440]   But that's the beauty of a general purpose device you don't need to.
[01:27:40.440 --> 01:27:41.440]   Exactly.
[01:27:41.440 --> 01:27:42.440]   That's right.
[01:27:42.440 --> 01:27:43.440]   Exactly right.
[01:27:43.440 --> 01:27:45.800]   If it can have a programming language, there's a million things you can do every day of your
[01:27:45.800 --> 01:27:46.800]   life forever.
[01:27:46.800 --> 01:27:48.240]   Well, I don't want to keep you guys forever.
[01:27:48.240 --> 01:27:51.560]   I could do this for a long time, but you've been very generous of your time.
[01:27:51.560 --> 01:27:54.360]   We've been talking for a couple of hours.
[01:27:54.360 --> 01:28:00.600]   I guess I'll give you a chance to put a coda on this build.
[01:28:00.600 --> 01:28:04.720]   You want to anything you'd like to add or say that we haven't said?
[01:28:04.720 --> 01:28:08.000]   No, I think we're code complete.
[01:28:08.000 --> 01:28:09.000]   Randy Wiggington.
[01:28:09.000 --> 01:28:10.760]   In fee complete.
[01:28:10.760 --> 01:28:13.800]   No, it's just it's been so much fun.
[01:28:13.800 --> 01:28:17.200]   I can't believe it's been 30 years.
[01:28:17.200 --> 01:28:21.440]   It was so much fun and so exciting and still some of my best memories, you know, working
[01:28:21.440 --> 01:28:23.560]   on the Mac, working with Woz.
[01:28:23.560 --> 01:28:28.760]   Woz, I told earlier the story about the disk drive at CES when we go on Gamble for an hour
[01:28:28.760 --> 01:28:30.760]   than work for an hour.
[01:28:30.760 --> 01:28:31.760]   Thank you.
[01:28:31.760 --> 01:28:36.360]   You know, I mean, he said, by the way, was that he was 17 and you taught him to gamble.
[01:28:36.360 --> 01:28:38.160]   That's true, but he won money.
[01:28:38.160 --> 01:28:39.160]   I think he won 35-fucking.
[01:28:39.160 --> 01:28:44.160]   But I don't know if I told you that at the very end of this all-nighter, finally had
[01:28:44.160 --> 01:28:48.400]   everything working, I decided to copy one track, read this tracks, put in the other floppy
[01:28:48.400 --> 01:28:52.840]   write it, read, put in the first floppy, read it, the second floppy write it, all 36 tracks
[01:28:52.840 --> 01:28:54.720]   to 34 tracks I read and wrote.
[01:28:54.720 --> 01:28:58.920]   And when I was done, I was so tired I looked at them and I think I copied the bad one
[01:28:58.920 --> 01:29:01.040]   onto the good, which is the case.
[01:29:01.040 --> 01:29:02.040]   Oh.
[01:29:02.040 --> 01:29:03.040]   Yes.
[01:29:03.040 --> 01:29:04.960]   Well, it's good to know that even you can do something like that.
