;FFMETADATA1
title=St Jeff's Memorial Hospital
artist=Megan Morrone, Roberto Baldwin, Ashley Esqueda, Jason Howell
album_artist=TWiT
publisher=TWiT
album=This Week in Tech
TRDA=2022-07-24
track=885
language=English
genre=Podcast
comment=Amazon Buys One Medical, Google Glass AR, Netflix Ad-Supported		
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:01.520]   It's time for Twit.
[02:21:22.520 --> 02:21:23.760]   Yeah, finally.
[02:21:23.760 --> 02:21:24.760]   Yeah.
[02:21:24.760 --> 02:21:25.760]   Yeah.
[02:21:25.760 --> 02:21:28.360]   But this kind of stuff should just be done across all consoles.
[02:21:28.360 --> 02:21:34.080]   You should just be able to plug into your Discord, plug into, we used to have back in
[02:21:34.080 --> 02:21:37.640]   the day when I was rating and wrath of the Lich King, we should have team speak as just
[02:21:37.640 --> 02:21:39.400]   now new stuff.
[02:21:39.400 --> 02:21:42.960]   But you should be able to plug into all these voice chat apps and just be able to talk to
[02:21:42.960 --> 02:21:46.040]   people and it's just easy, shouldn't make it difficult.
[02:21:46.040 --> 02:21:51.920]   The whole point of gaming in so many aspects at this point are, you know, even when you're
[02:21:51.920 --> 02:21:55.280]   playing a single player game, you can be in voice chat talking to your friends like you're
[02:21:55.280 --> 02:21:56.280]   hanging out with them.
[02:21:56.280 --> 02:21:57.280]   It's very social experience.
[02:21:57.280 --> 02:22:00.080]   So to make it difficult doesn't make sense now.
[02:22:00.080 --> 02:22:03.680]   So maybe if they streamline this process, that would be great.
[02:22:03.680 --> 02:22:06.160]   But for now it's still a good thing.
[02:22:06.160 --> 02:22:07.160]   Yeah.
[02:22:07.160 --> 02:22:09.000]   Yeah, that was kind of part of the reason why I put it in there.
[02:22:09.000 --> 02:22:11.040]   I was just really surprised that it hadn't happened before.
[02:22:11.040 --> 02:22:12.040]   So that's good.
[02:22:12.040 --> 02:22:19.840]   And then finally about to wrap things up, but finally, Meta, that's Meta, the installation
[02:22:19.840 --> 02:22:26.440]   art company that you can find at Meta.is is apparently suing Meta, the Facebook company
[02:22:26.440 --> 02:22:28.440]   for trademark violation.
[02:22:28.440 --> 02:22:31.200]   Meta.is has been around for about 12 years.
[02:22:31.200 --> 02:22:33.680]   They hold a valid trademark for the name.
[02:22:33.680 --> 02:22:37.120]   And actually their business has to do with Malta.
[02:22:37.120 --> 02:22:41.640]   And this is from their site, multi-sensory live experiences that ignite the human spirit
[02:22:41.640 --> 02:22:44.800]   with technology, design, music, and storytelling.
[02:22:44.800 --> 02:22:49.600]   So I don't know if that's a perfect overlay over the top of the metaverse ambitions that
[02:22:49.600 --> 02:22:54.560]   Facebook has, but they've been trying to negotiate with Meta for about eight months now saying,
[02:22:54.560 --> 02:23:00.800]   hey, you guys are embroiled in all of these privacy scandals and now our name is tarnished.
[02:23:00.800 --> 02:23:03.520]   And it's impossible to share the name of the company.
[02:23:03.520 --> 02:23:05.120]   So they're suing Meta.
[02:23:05.120 --> 02:23:06.120]   Probably.
[02:23:06.120 --> 02:23:09.080]   I can't imagine it's going to amount to very much.
[02:23:09.080 --> 02:23:15.280]   But I feel bad for them because that's quite a, you know, they have all that background.
[02:23:15.280 --> 02:23:19.640]   The 12 years of building up their own name and reputation only to have Facebook come
[02:23:19.640 --> 02:23:21.480]   along and buy the name and.
[02:23:21.480 --> 02:23:22.840]   Arne-ish it.
[02:23:22.840 --> 02:23:23.840]   Yay.
[02:23:23.840 --> 02:23:24.840]   Tarnish it.
[02:23:24.840 --> 02:23:26.600]   You have tarnished our good name.
[02:23:26.600 --> 02:23:27.600]   Yeah.
[02:23:27.600 --> 02:23:28.600]   Harnessed.
[02:23:28.600 --> 02:23:30.360]   It's like the Mark Zuckerberg Journal Hospital.
[02:23:30.360 --> 02:23:34.040]   People were concerned about going to the Mark Zuckerberg Hospital because they were afraid
[02:23:34.040 --> 02:23:35.600]   in San Francisco.
[02:23:35.600 --> 02:23:38.920]   They were afraid that their data would be sold to Facebook.
[02:23:38.920 --> 02:23:40.800]   That's not tarnished.
[02:23:40.800 --> 02:23:42.320]   That's not tarnished.
[02:23:42.320 --> 02:23:47.560]   When your name, when your name is, is that tarnished?
[02:23:47.560 --> 02:23:49.960]   Maybe you shouldn't put it on things, especially with healthcare.
[02:23:49.960 --> 02:23:50.960]   Yeah.
[02:23:50.960 --> 02:23:53.320]   Amazon's not going to call it the Jeff Bezos Hospital.
[02:23:53.320 --> 02:23:54.320]   Exactly.
[02:23:54.320 --> 02:23:55.320]   No, that's true.
[02:23:55.320 --> 02:23:57.040]   Not that we know anyways.
[02:23:57.040 --> 02:23:58.040]   Probably not.
[02:23:58.040 --> 02:23:59.040]   I mean, yeah, so far.
[02:23:59.040 --> 02:24:00.040]   Yeah.
[02:24:00.040 --> 02:24:01.280]   He's probably got his own hospital.
[02:24:01.280 --> 02:24:03.280]   It's just for him.
[02:24:03.280 --> 02:24:04.480]   Forty rooms.
[02:24:04.480 --> 02:24:05.480]   Yeah.
[02:24:05.480 --> 02:24:07.800]   It's like Barbara Streisand has a mall.
[02:24:07.800 --> 02:24:11.400]   You know Barbara Streisand has a mall under her house.
[02:24:11.400 --> 02:24:12.400]   It's like a mall.
[02:24:12.400 --> 02:24:13.400]   Wow.
[02:24:13.400 --> 02:24:14.400]   Wow.
[02:24:14.400 --> 02:24:16.360]   Does it have a Wetzel's pretzels?
[02:24:16.360 --> 02:24:17.840]   You know what?
[02:24:17.840 --> 02:24:18.840]   That wouldn't surprise me.
[02:24:18.840 --> 02:24:20.840]   If it doesn't, what's the point?
[02:24:20.840 --> 02:24:21.840]   Yeah, it's true.
[02:24:21.840 --> 02:24:26.880]   But also, interestingly enough, I think about that when I think about even more rich people.
[02:24:26.880 --> 02:24:28.840]   Yeah, he probably does have his own hospital.
[02:24:28.840 --> 02:24:33.080]   He probably just has a doctor on call all the time.
[02:24:33.080 --> 02:24:34.080]   Oh, yeah.
[02:24:34.080 --> 02:24:36.080]   You know, just on retainer.
[02:24:36.080 --> 02:24:41.640]   Just pays him just a column and be like, "Hey, I got this weird like, Bunyan.
[02:24:41.640 --> 02:24:43.520]   I needed, can you just look at it?"
[02:24:43.520 --> 02:24:44.520]   Just like text him.
[02:24:44.520 --> 02:24:46.720]   He's like, "Hey, I was lifting weights the other day.
[02:24:46.720 --> 02:24:50.000]   I think I strained my bicep help."
[02:24:50.000 --> 02:24:54.160]   It's just, you know, he's just got some doctor on call all the time.
[02:24:54.160 --> 02:24:55.640]   He has multiple hospitals.
[02:24:55.640 --> 02:24:57.600]   One is on his yacht.
[02:24:57.600 --> 02:24:59.160]   It's a traveling hospital that follows.
[02:24:59.160 --> 02:25:00.160]   Oh, yeah.
[02:25:00.160 --> 02:25:01.720]   Floating hospital, totally.
[02:25:01.720 --> 02:25:02.720]   Yeah.
[02:25:02.720 --> 02:25:03.720]   More than one yacht.
[02:25:03.720 --> 02:25:05.720]   Which he has a hospital on an yacht.
[02:25:05.720 --> 02:25:09.760]   And therefore, which therefore, yes, he has more than one hospital.
[02:25:09.760 --> 02:25:10.760]   Yeah.
[02:25:10.760 --> 02:25:13.760]   We can just extrapolate the data.
[02:25:13.760 --> 02:25:21.520]   The Bezos healthcare system is far more than advanced than one medical.
[02:25:21.520 --> 02:25:23.320]   Yeah, well, maybe that's it.
[02:25:23.320 --> 02:25:24.320]   We have to look forward to it.
[02:25:24.320 --> 02:25:26.800]   100% he has called it St. Jeff's.
[02:25:26.800 --> 02:25:27.800]   Like it's St. Jeff's.
[02:25:27.800 --> 02:25:28.800]   Oh, yeah.
[02:25:28.800 --> 02:25:29.800]   Oh, my.
[02:25:29.800 --> 02:25:30.800]   Oh, my.
[02:25:30.800 --> 02:25:31.800]   Just memorial.
[02:25:31.800 --> 02:25:36.560]   Oh, that's got to be the name he's like, annoying today with the St. Jeff's memorial hospital.
[02:25:36.560 --> 02:25:37.560]   St. Jeff's.
[02:25:37.560 --> 02:25:39.120]   We're trying to make that happen.
[02:25:39.120 --> 02:25:40.120]   Bezos.
[02:25:40.120 --> 02:25:41.520]   We're trying to make that happen.
[02:25:41.520 --> 02:25:45.960]   I just want you to know, Jeff Bezos, if you are in fact going to name your weird, like,
[02:25:45.960 --> 02:25:49.200]   one medical stuff, St. Jeff's, you owe me so much money.
[02:25:49.200 --> 02:25:54.440]   You have to cut me a massive check.
[02:25:54.440 --> 02:26:00.760]   Oh, and all he has to do to get in touch with you is go to ashleyascheth.com.
[02:26:00.760 --> 02:26:01.760]   Because why?
[02:26:01.760 --> 02:26:02.920]   Because you are awesome, Ashley.
[02:26:02.920 --> 02:26:06.760]   Thank you so much for hopping on this episode of this week in tech this week.
[02:26:06.760 --> 02:26:08.080]   It's been a lot of fun.
[02:26:08.080 --> 02:26:09.440]   It has been a lot of fun.
[02:26:09.440 --> 02:26:10.840]   Can I plug my book?
[02:26:10.840 --> 02:26:11.840]   Absolutely.
[02:26:11.840 --> 02:26:12.840]   Please do.
[02:26:12.840 --> 02:26:13.840]   This is your opportunity.
[02:26:13.840 --> 02:26:14.840]   What you got?
[02:26:14.840 --> 02:26:17.040]   It's like the one thing that I've, it's the one thing I'm doing right now.
[02:26:17.040 --> 02:26:24.320]   So I am, I'm excited to tell people I'm writing the art of psychonauts to with I am 8 bit.
[02:26:24.320 --> 02:26:30.600]   So if you go to I am 8 bit.com, there is, well, first of all, they have a ton of really
[02:26:30.600 --> 02:26:33.920]   awesome psychonauts to, they have a collection.
[02:26:33.920 --> 02:26:38.840]   So they have a physical collectors edition that they're going to release later this year.
[02:26:38.840 --> 02:26:45.640]   And yeah, it's going to be this gorgeous, like well laid out art book.
[02:26:45.640 --> 02:26:50.120]   You can see there's the, that's our, that's our, it's not final, but this mock cover that
[02:26:50.120 --> 02:26:52.280]   we have is absolutely beautiful.
[02:26:52.280 --> 02:26:58.120]   We are working with lost in cult who makes a prestigious, very high quality gaming journal.
[02:26:58.120 --> 02:26:59.400]   It's not even really a magazine.
[02:26:59.400 --> 02:27:00.680]   It's sort of a collector's item.
[02:27:00.680 --> 02:27:03.480]   They're going to be doing the book design.
[02:27:03.480 --> 02:27:09.400]   And I have been drowning in beautiful concept art and interviewing a lot of the developers
[02:27:09.400 --> 02:27:12.280]   at Double Fine about their work on psychonauts to.
[02:27:12.280 --> 02:27:17.480]   And, and so if you are a fan of the game, you can pre-order it and it will be out as soon
[02:27:17.480 --> 02:27:19.480]   as I'm done writing it, which who knows when that will be.
[02:27:19.480 --> 02:27:21.680]   No, it's supposed to be out of quarter one of next year.
[02:27:21.680 --> 02:27:26.440]   So please make me look good and pre-order, pre-order this book that I'm writing that
[02:27:26.440 --> 02:27:28.840]   I am so excited to be involved with.
[02:27:28.840 --> 02:27:31.240]   I'm really so, so, so excited about it.
[02:27:31.240 --> 02:27:33.640]   Yeah, that looks really cool.
[02:27:33.640 --> 02:27:36.760]   That's some pretty catching artwork there as well.
[02:27:36.760 --> 02:27:38.200]   Yeah, gorgeous, gorgeous stuff.
[02:27:38.200 --> 02:27:39.560]   Yeah, beautiful.
[02:27:39.560 --> 02:27:40.040]   Right on.
[02:27:40.040 --> 02:27:41.000]   Congratulations.
[02:27:41.000 --> 02:27:42.840]   That's a accomplishment.
[02:27:42.840 --> 02:27:46.040]   I was very excited when they asked me if I wanted to be the person to write it.
[02:27:46.040 --> 02:27:48.040]   That's amazing.
[02:27:48.040 --> 02:27:53.000]   Well, Ashley, we will be following and we will definitely you will, you will be hearing from me
[02:27:53.000 --> 02:27:57.160]   as the person who books this show since the end of the future to bring you back.
[02:27:57.160 --> 02:28:00.120]   And then of course, as you get closer to the release of that,
[02:28:00.120 --> 02:28:04.680]   get in touch, we would love to bring you back and give you the chance to, to plug it.
[02:28:04.680 --> 02:28:06.120]   So, Ashley.
[02:28:06.120 --> 02:28:06.680]   Show it off.
[02:28:06.680 --> 02:28:07.240]   Show it off.
[02:28:07.240 --> 02:28:07.720]   That's right.
[02:28:07.720 --> 02:28:08.680]   Thanks for having me.
[02:28:08.680 --> 02:28:09.160]   Yeah.
[02:28:09.160 --> 02:28:14.440]   And Roberto Baldwin, thank you so much, man, for hopping on today and, and bringing the man
[02:28:14.440 --> 02:28:16.680]   about town to this panel today.
[02:28:16.680 --> 02:28:17.720]   What do you want to leave people with?
[02:28:17.720 --> 02:28:18.760]   Man about town.
[02:28:18.760 --> 02:28:20.280]   I don't know.
[02:28:21.880 --> 02:28:23.560]   I write a bunch of stuff for a bunch of people.
[02:28:23.560 --> 02:28:25.080]   Oh, wait, you know what?
[02:28:25.080 --> 02:28:29.160]   I have a, if you're in the Bay Area and if you like the talking heads and Divo,
[02:28:29.160 --> 02:28:34.840]   this hasn't even been announced yet, but at September 10th, two bands, two of my band,
[02:28:34.840 --> 02:28:35.560]   I have so many.
[02:28:35.560 --> 02:28:38.280]   Anyway, we're doing a Divo and a talking head show.
[02:28:38.280 --> 02:28:41.160]   It's September 10th at Rickshaw Stop at San Francisco.
[02:28:41.160 --> 02:28:41.480]   Nice.
[02:28:41.480 --> 02:28:44.440]   And I don't think there's anything else.
[02:28:44.440 --> 02:28:45.640]   I, I don't know.
[02:28:45.640 --> 02:28:47.800]   Be nice to be your friends.
[02:28:47.800 --> 02:28:49.480]   I guess that's my big plug for the day.
[02:28:49.480 --> 02:28:50.760]   There you go.
[02:28:51.320 --> 02:28:53.400]   And, and to your pets as well.
[02:28:53.400 --> 02:28:55.960]   And to your pet, especially, I mean, who is it nice to their pets?
[02:28:55.960 --> 02:28:56.440]   Come on.
[02:28:56.440 --> 02:29:00.360]   Some people need a reminder probably.
[02:29:00.360 --> 02:29:01.400]   Some people have a problem.
[02:29:01.400 --> 02:29:04.840]   The dogs are circling me like sharks because they want to go outside.
[02:29:04.840 --> 02:29:10.840]   They can feel the show coming to an end.
[02:29:10.840 --> 02:29:11.960]   Yes, they can feel it.
[02:29:11.960 --> 02:29:12.600]   It's in the air.
[02:29:12.600 --> 02:29:13.880]   Yeah, it's a pleasure.
[02:29:13.880 --> 02:29:15.560]   It's a lot of fun hanging out with you today.
[02:29:15.560 --> 02:29:21.160]   And of course, Megan Moroni, I have missed podcasting with you.
[02:29:21.160 --> 02:29:23.320]   It's so good to have you on the show today, Megan.
[02:29:23.320 --> 02:29:24.200]   Thank you for hopping on.
[02:29:24.200 --> 02:29:26.040]   It's good to be here.
[02:29:26.040 --> 02:29:29.160]   We should go to celebrate your birthday to Robbie's show,
[02:29:29.160 --> 02:29:30.680]   which is the day before your birthday.
[02:29:30.680 --> 02:29:32.280]   Good memory.
[02:29:32.280 --> 02:29:34.040]   There you go.
[02:29:34.040 --> 02:29:35.000]   Wow.
[02:29:35.000 --> 02:29:37.240]   Thank you for remembering that.
[02:29:37.240 --> 02:29:38.760]   But you're welcome.
[02:29:38.760 --> 02:29:40.600]   You know my birthday.
[02:29:40.600 --> 02:29:43.000]   What were you on the spot?
[02:29:43.000 --> 02:29:44.520]   Yeah, I'll tell you off.
[02:29:44.520 --> 02:29:45.720]   I'll tell you in a second.
[02:29:45.720 --> 02:29:47.320]   Tell us what you're working on, Megan.
[02:29:47.320 --> 02:29:48.760]   Okay.
[02:29:50.120 --> 02:29:51.400]   I am.
[02:29:51.400 --> 02:29:55.160]   So I cover the workplace at Protocol.
[02:29:55.160 --> 02:30:01.960]   Protocol is a part of Politico and we cover power and politics and tech.
[02:30:01.960 --> 02:30:08.600]   So just how technology works as a force of power right now.
[02:30:08.600 --> 02:30:10.920]   And so covering the workplace,
[02:30:10.920 --> 02:30:13.640]   I'm talking about back to work, remote work, hybrid work,
[02:30:14.600 --> 02:30:20.840]   labor, organizing, DEI, everything that involves working.
[02:30:20.840 --> 02:30:24.120]   So you can check that out at protocol.com.
