;FFMETADATA1
title=Live from Lake Tinky Winky
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=400
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100
;FFMETADATA1
title=Live from Lake Tinky Winky
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=400
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:04.940]   It's time for Treadt this week in Tech Plate Morris is here along with Scott Johnson
[02:07:29.020 --> 02:07:33.100]   Avon I cloud is on amazon prime like I don't remember my mom's phone number anymore
[02:07:33.100 --> 02:07:35.900]   But I do remember where I got that content from yeah
[02:07:35.900 --> 02:07:38.060]   Yeah, don't look now
[02:07:38.060 --> 02:07:45.580]   But uh mark zuckerberg's home page when he was 15 years old is apparently still on angel fire and man it's beautiful
[02:07:45.580 --> 02:07:48.540]   uh
[02:07:48.540 --> 02:07:52.940]   Internet explorer has blocked this site from installing an active x control. I won't do that
[02:07:52.940 --> 02:07:57.660]   So some of this functionality. Oh, let's allow the pop-ups from angel fire calm
[02:07:57.660 --> 02:08:02.700]   Some of this function it needs java some of this functionality will not work
[02:08:02.700 --> 02:08:05.900]   but uh, it's mark's home page and actually um
[02:08:05.900 --> 02:08:09.900]   It it might actually be this came us it showed up on um
[02:08:09.900 --> 02:08:11.740]   uh
[02:08:11.740 --> 02:08:15.500]   Hacker news and motherboarded a little research and in fact the email address
[02:08:16.060 --> 02:08:19.500]   on this original page points back to a
[02:08:19.500 --> 02:08:24.380]   Uh email address that was owned by marx father edward zuckerberg
[02:08:24.380 --> 02:08:30.780]   in fact, uh, the magnetic poetry page still works the java drawing tools still works
[02:08:30.780 --> 02:08:34.620]   It it's mark zuckerberg's except I have to have java running which I have
[02:08:34.620 --> 02:08:40.860]   cleverly really cool it'd be really cool if the if it was running on like the vinkle bosses server
[02:08:40.860 --> 02:08:43.900]   The vinkle by are keeping it alive
[02:08:44.940 --> 02:08:49.500]   He says hello and welcome on page the only site where a yellow eye blinks at you
[02:08:49.500 --> 02:08:53.260]   He does have an interesting some interesting stuff on here including
[02:08:53.260 --> 02:08:54.700]   um
[02:08:54.700 --> 02:09:00.540]   A thing where he's linked together a lot of people's names in a social graph
[02:09:00.540 --> 02:09:03.740]   um
[02:09:03.740 --> 02:09:07.660]   So, you know, maybe he was already thinking a little bit about the future
[02:09:07.660 --> 02:09:13.660]   He also has a list of the best way to stay in shape the growing machine the best way to stay out of shape eating school lunch
[02:09:14.220 --> 02:09:17.740]   The best food quesadilla is the best fader vader fader by marx
[02:09:17.740 --> 02:09:21.180]   So wow
[02:09:21.180 --> 02:09:23.500]   The web lives on my friends
[02:09:23.500 --> 02:09:26.060]   Your page
[02:09:26.060 --> 02:09:28.060]   ladsense ads he's still making money off
[02:09:28.060 --> 02:09:31.740]   Wow
[02:09:31.740 --> 02:09:33.900]   A check for
[02:09:33.900 --> 02:09:39.660]   He's gonna make a lot of money now mark zuckerberg's home page. That's awesome. Isn't that great
[02:09:40.300 --> 02:09:45.100]   Yeah, it does seem like this is genuine. Yeah, do you guys remember the first web page you ever made?
[02:09:45.100 --> 02:09:50.300]   Yeah, it's still on the way back machine, but I was an adult remember. I'm an old man again
[02:09:50.300 --> 02:09:55.820]   So I my comic strip, which just my webcomers just hit just hit 12 years old or will hit in june
[02:09:55.820 --> 02:10:01.260]   Um, I remember the first one I made it was all hacked together using I want to say I use front page
[02:10:01.260 --> 02:10:03.900]   And I know that's embarrassing, but I think I use front page in a one
[02:10:03.900 --> 02:10:07.180]   2000 or something everybody did that back then that was
[02:10:07.900 --> 02:10:12.780]   I'm a back now in college university. That's like 100 years ago. I made a Bruce Lee page
[02:10:12.780 --> 02:10:18.460]   Like it was like three pages deep. Well, let's look for it on the on the way back machine. Do you remember the URL?
[02:10:18.460 --> 02:10:24.540]   Oh my god. No, I mean it would have been under my name claiton Morris. I think at university of pittsburgh like
[02:10:24.540 --> 02:10:26.700]   1995
[02:10:26.700 --> 02:10:30.140]   Oh, I don't know that you'll be able to find that thing. I can find
[02:10:30.140 --> 02:10:33.180]   Here's this is from december 21st
[02:10:33.180 --> 02:10:37.180]   1996 I have earlier pages on this, but this was my
[02:10:38.060 --> 02:10:40.060]   earliest
[02:10:40.060 --> 02:10:45.900]   From the way back for the way back machine, but I was doing I think it was doing a radio show
[02:10:45.900 --> 02:10:50.700]   This was before technical design. I like it. Yeah. Yeah, how you like that, huh?
[02:10:50.700 --> 02:10:55.020]   Full circle. It's all coming back to that now. Yeah. Yeah
[02:10:55.020 --> 02:10:58.380]   I got sound effects
[02:10:58.380 --> 02:11:05.260]   You have spinning gifts like oh look at see the little speakers dancing. Yeah. Yeah, let me see if the email has a oh
[02:11:06.380 --> 02:11:08.380]   Some tables and tv s yeah
[02:11:08.380 --> 02:11:14.300]   Yeah, tables and frames definitely. I wonder if it had a little email icon with a mailbox that opens up
[02:11:14.300 --> 02:11:16.700]   different web ring
[02:11:16.700 --> 02:11:21.420]   Oh, I definitely have a web ring of course. Yeah. Yeah, the machine. Let's see. Let's see what else is here
[02:11:21.420 --> 02:11:25.660]   So that's that's the way back machine the internet archive. There's still saving all this stuff
[02:11:25.660 --> 02:11:29.420]   This is a smoke-free website. I don't even know what that is. That's a mistake
[02:11:29.420 --> 02:11:35.180]   Pretty strange stuff
[02:11:36.140 --> 02:11:38.460]   That's 1997, but I know there's earlier ones than this
[02:11:38.460 --> 02:11:45.100]   Clayton Morris is at Fox and Friends and uh you I am told want to do a little a little mitzvah
[02:11:45.100 --> 02:11:48.380]   For our viewers today. Oh fine may
[02:11:48.380 --> 02:11:53.980]   Yes, please. Yeah, just a few hours ago. It takes a few hours to propagate, but it's now live. I said, you know what? Hey, I'm doing twit tonight
[02:11:53.980 --> 02:11:57.580]   I'll make it uh, you know built an iPad app called read quick
[02:11:57.580 --> 02:12:01.900]   It's been in the top 10 of news apps now for three and a half months going strong
[02:12:01.900 --> 02:12:06.460]   It kind of goes out to 13 then it drops down to eight then it's back in 10. So thank you to everyone who
[02:12:06.460 --> 02:12:12.060]   Uh has purchased it, but tonight only or for a few days actually when you listen to this on twit
[02:12:12.060 --> 02:12:19.820]   Uh big discount from 399 down to 99 cents to anyone who wants to uh download it for twit listeners only
[02:12:19.820 --> 02:12:23.900]   So how do we do that? How do we just got to go to a special
[02:12:23.900 --> 02:12:27.340]   Or no, no, it should be just do it. No, I just
[02:12:27.340 --> 02:12:31.180]   Yeah, yeah, it's 99. I switched it over for you
[02:12:31.980 --> 02:12:34.700]   Uh, so it went from 399 down to 99 cents read quick
[02:12:34.700 --> 02:12:38.220]   It's the fastest way to read your insta paper your pocket archive
[02:12:38.220 --> 02:12:39.660]   We just teamed up with tech meme
[02:12:39.660 --> 02:12:45.740]   So now you just tap on the featured partners list there and you'll see tech memes you can read all your tech meme news giga home
[02:12:45.740 --> 02:12:52.060]   Um the feature long reads in fact that a non tech article you were talking about earlier on the htc one. Yeah
[02:12:52.060 --> 02:12:59.420]   Even at 600 words per minute. That's what I said it on the train today. It still took me 37 minutes to read a non tech
[02:13:00.620 --> 02:13:03.580]   And here's the thing clinton read it one word at a time
[02:13:03.580 --> 02:13:05.580]   Yeah
[02:13:05.580 --> 02:13:07.820]   One word at a time your comprehension goes up
[02:13:07.820 --> 02:13:11.020]   Um and uh and you can read your
[02:13:11.020 --> 02:13:16.300]   Full archive we're working on an iphone version. Oh good phone version is coming very soon
[02:13:16.300 --> 02:13:21.500]   That's the number one requested feature and we're also working on books. Welcome people to beg to get booked
[02:13:21.500 --> 02:13:26.940]   This is good. This is for books clinton morris. He doesn't make enough money as an anchor at fox and friends
[02:13:26.940 --> 02:13:29.020]   No, he also has to make millions
[02:13:29.180 --> 02:13:30.620]   Within an app
[02:13:30.620 --> 02:13:33.580]   Millions or with millions of dollars with an app here you go ready
[02:13:33.580 --> 02:13:36.540]   See how fast that goes, but you can read it
[02:13:36.540 --> 02:13:39.340]   And now am I and i'm learning speed reading right?
[02:13:39.340 --> 02:13:41.100]   Martin all right clinton
[02:13:41.100 --> 02:13:46.460]   Yeah, in fact your most human beings read it about 230 words per minute right now very slowly
[02:13:46.460 --> 02:13:53.660]   And then you know, I've had like all my beta testers over the year. It's been fantastic. They're like 500 600 words per minute
[02:13:54.220 --> 02:14:00.940]   Who'll be blown away? Dude. Now does that carry over to reading just normal paragraphs or is it only in that app that you can read that fast?
[02:14:00.940 --> 02:14:06.140]   Yeah, because you know what you're doing you're training your your brain to get out of the way of verbalizing everything you read
[02:14:06.140 --> 02:14:07.980]   You know when you tip back in your
[02:14:07.980 --> 02:14:09.980]   You verbal not supposed to do that
[02:14:09.980 --> 02:14:13.900]   Is to get beyond the point verbalizing just absorbing their information
[02:14:13.900 --> 02:14:19.900]   You absorb the information your comprehension will go up. We've had professors writing us telling us that they have their entire class
[02:14:19.980 --> 02:14:24.540]   Downloading it and they're reading Jane Eyre and i'm like, how are you doing that? We don't have books available yet
[02:14:24.540 --> 02:14:30.220]   They're literally importing it chapter by chapter and they're blazing through these like 500 page books as a result of it
[02:14:30.220 --> 02:14:36.620]   I'm I'm just like blown away and flattered by it. So tonight only 99 cents for twit listeners over the next few days
[02:14:36.620 --> 02:14:39.180]   When is the android app coming out?
[02:14:39.180 --> 02:14:43.100]   We are working on that also people and asking for android app as well. And so
[02:14:43.100 --> 02:14:47.980]   Yeah, it's it's just started as a little hobby for me to like read through all the news
[02:14:48.060 --> 02:14:51.660]   I have to read for for work and people have been asking more for it
[02:14:51.660 --> 02:14:54.780]   So I said all right keep it going and make it as good as we can
[02:14:54.780 --> 02:14:58.060]   Ignab it. I'm gonna have to do it
[02:14:58.060 --> 02:15:04.220]   You convinced me I was a skeptic I was because it just seemed like it was going too fast, but I think I'm gonna try it
[02:15:04.220 --> 02:15:07.340]   Yeah, I trust me once you start
[02:15:07.340 --> 02:15:13.180]   When you touch on tech meme and you start you're literally done with your entire tech meme queue within like a few minutes
[02:15:13.180 --> 02:15:16.460]   You're like, oh my god. I know every story in tech news today and i'm done
[02:15:17.020 --> 02:15:19.900]   That's so good. That's so good. I gotta do that
[02:15:19.900 --> 02:15:26.620]   Quick read quick and then you find it on the app store. Just search for read quick two words, right read space quick
[02:15:26.620 --> 02:15:33.180]   Yeah, yeah, yeah read quick read quick anything else you want to plug you've got podcast too
[02:15:33.180 --> 02:15:36.700]   Oh, no, yeah, we're just yeah
[02:15:36.700 --> 02:15:41.420]   I do a little nerd podcast with my best friend. We talk we you know scott would probably love, you know
[02:15:41.420 --> 02:15:43.420]   We talk comic books. We talk nerd stuff
[02:15:44.460 --> 02:15:49.820]   So you can check check out any of that stuff that I do as well, but yeah, you know, I'm covering there's gonna be a
[02:15:49.820 --> 02:15:55.100]   I'm sure we're heading into a heavy season for technology on fox here very very soon with all these announcements
