;FFMETADATA1
title=Like a Fine Cheese
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=472
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2014
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:02.340]   It's time for "Twit!"
[01:55:19.760 --> 01:55:20.760]   Seven miles an hour over him.
[01:55:20.760 --> 01:55:22.760]   Do you set the cruise controller?
[01:55:22.760 --> 01:55:23.760]   You just kind of have a.
[01:55:23.760 --> 01:55:24.760]   Yeah.
[01:55:24.760 --> 01:55:30.760]   In Virginia, twenty over is a misdemeanor and I won't tell you how I know this.
[01:55:30.760 --> 01:55:34.760]   Burke, you say 10.
[01:55:34.760 --> 01:55:35.760]   How do you know 10?
[01:55:35.760 --> 01:55:40.760]   Burke says 10 miles over the speed limit with this certain tube that makes me feel like
[01:55:40.760 --> 01:55:41.760]   you know a CHP officer.
[01:55:41.760 --> 01:55:46.760]   And always like slower than five mountain hours in a faster cars.
[01:55:46.760 --> 01:55:47.760]   If you're.
[01:55:47.760 --> 01:55:48.760]   Yeah.
[01:55:48.760 --> 01:55:51.760]   If there's cars going five miles an hour faster than you, you're never going to get dinged
[01:55:51.760 --> 01:55:56.760]   because unless the trooper can't keep up with those faster cars, then he'll just get you.
[01:55:56.760 --> 01:55:59.760]   You're the you're the fish in the back of the pack that the shark eats.
[01:55:59.760 --> 01:56:01.760]   You don't want to be that person.
[01:56:01.760 --> 01:56:04.760]   Seventy two is how fast he goes.
[01:56:04.760 --> 01:56:07.760]   You can get a ticket for going too slow in the left lane.
[01:56:07.760 --> 01:56:08.760]   That's right.
[01:56:08.760 --> 01:56:11.760]   My daughter got a ticket.
[01:56:11.760 --> 01:56:13.760]   I shouldn't tell anybody this, but I'm going to.
[01:56:13.760 --> 01:56:18.760]   My daughter got a ticket because she didn't go when the light turned green because she was
[01:56:18.760 --> 01:56:19.760]   texting.
[01:56:19.760 --> 01:56:23.760]   So she got a ticket for texting and for obstructing traffic.
[01:56:23.760 --> 01:56:24.760]   Ouch.
[01:56:24.760 --> 01:56:25.760]   Ouch.
[01:56:25.760 --> 01:56:26.760]   That hurts.
[01:56:26.760 --> 01:56:28.760]   That's going to be a question.
[01:56:28.760 --> 01:56:32.760]   Will the Google self driving car have a camera looking backwards to look for flashing blue
[01:56:32.760 --> 01:56:34.760]   and then once you fold over.
[01:56:34.760 --> 01:56:39.760]   And if so, will it hand the license and registration over automatically or will you have to do
[01:56:39.760 --> 01:56:40.760]   that yourself?
[01:56:40.760 --> 01:56:47.760]   It actually does look behind you and it does look for lights that are flashing in a certain
[01:56:47.760 --> 01:56:48.760]   pattern.
[01:56:48.760 --> 01:56:49.760]   Does it?
[01:56:49.760 --> 01:56:50.760]   Yeah.
[01:56:50.760 --> 01:56:52.760]   Will it pull over?
[01:56:52.760 --> 01:56:54.760]   That depends on the programming.
[01:56:54.760 --> 01:57:00.760]   Shouldn't the police just have like a tractor beam or something for these cars and just
[01:57:00.760 --> 01:57:03.760]   can they flip a switch and the car goes oh give up.
[01:57:03.760 --> 01:57:05.760]   You got me.
[01:57:05.760 --> 01:57:07.760]   It should just like it should be up.
[01:57:07.760 --> 01:57:12.760]   They'll just follow you like they followed OJ Simpson until you stop and then they'll
[01:57:12.760 --> 01:57:13.760]   go hey.
[01:57:13.760 --> 01:57:17.760]   Somebody who sounds like they know in the chat room says there's a four to five mile an hour
[01:57:17.760 --> 01:57:20.760]   leeway due to differences in speedometer calibration.
[01:57:20.760 --> 01:57:24.760]   However, six to ten is entirely up to the officer and dependent upon road conditions,
[01:57:24.760 --> 01:57:25.760]   etc.
[01:57:25.760 --> 01:57:27.760]   That sounds right.
[01:57:27.760 --> 01:57:28.760]   That sounds right.
[01:57:28.760 --> 01:57:32.760]   Our show today speaking of all of this brought to you by LegalZoom.com.
[01:57:32.760 --> 01:57:34.760]   Needle lawyer?
[01:57:34.760 --> 01:57:37.760]   No, they're not a law firm actually.
[01:57:37.760 --> 01:57:40.760]   They give you self help services at your specific direction.
[01:57:40.760 --> 01:57:43.760]   You wouldn't go to them to get out of a speeding ticket.
[01:57:43.760 --> 01:57:45.760]   However, do you have a will?
[01:57:45.760 --> 01:57:50.760]   This is a National Make a Wheel Month the month of August.
[01:57:50.760 --> 01:57:55.760]   I'll tell you, if you've got property, if you've got kids you don't want the courts to
[01:57:55.760 --> 01:57:57.760]   say what happens.
[01:57:57.760 --> 01:57:59.760]   Don't procrastinate.
[01:57:59.760 --> 01:58:02.760]   People think maybe I can't afford to do a will to expensive.
[01:58:02.760 --> 01:58:03.760]   It's going to take too much time.
[01:58:03.760 --> 01:58:06.760]   It takes about 20 minutes at LegalZoom.com.
[01:58:06.760 --> 01:58:07.760]   Cost very little.
[01:58:07.760 --> 01:58:09.760]   What is the cost for a will?
[01:58:09.760 --> 01:58:11.760]   I think it starts at $69.
[01:58:11.760 --> 01:58:14.760]   We're going to get you 10 bucks off of that if you use our offer code to the police.
[01:58:14.760 --> 01:58:19.760]   We're going to get you a good, good, good, good, good, good, good, good.
[01:58:19.760 --> 01:58:20.760]   Yeah, I mean this is great.
[01:58:20.760 --> 01:58:25.760]   They also have things like the living wills, medical directives.
[01:58:25.760 --> 01:58:31.760]   They have a health care power of attorney, but they also have a pet protection agreement.
[01:58:31.760 --> 01:58:34.760]   You know, all of this stuff, you ought to do this.
[01:58:34.760 --> 01:58:37.760]   It's 39 bucks to make sure that Fido goes to a good home.
[01:58:37.760 --> 01:58:38.760]   Right, Aussie?
[01:58:38.760 --> 01:58:39.760]   Here comes my dog.
[01:58:39.760 --> 01:58:42.760]   He says, have you done your pet protection agreement?
[01:58:42.760 --> 01:59:12.760]   It's a good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good,
[01:59:12.760 --> 01:59:13.760]   Plan attorneys for guidance.
[01:59:13.760 --> 01:59:14.760]   LegalZoom.
[01:59:14.760 --> 01:59:16.760]   And here's the legal disclaimer.
[01:59:16.760 --> 01:59:21.760]   LegalZoom was developed by top attorneys to provide self-help services at your specific
[01:59:21.760 --> 01:59:23.760]   direction, but they're not a law firm.
[01:59:23.760 --> 01:59:26.760]   Legal help is furnished through vetted independent attorneys.
[01:59:26.760 --> 01:59:28.760]   We thank LegalZoom so much for their support.
[01:59:28.760 --> 01:59:30.760]   And don't forget to use that offer code.
[01:59:30.760 --> 01:59:31.760]   Quit me safe, 10 bucks.
[01:59:31.760 --> 01:59:32.760]   Do you have a will, Clayton?
[01:59:32.760 --> 01:59:33.760]   Of course you do.
[01:59:33.760 --> 01:59:34.760]   Oh yeah.
[01:59:34.760 --> 01:59:35.760]   Wow.
[01:59:35.760 --> 01:59:38.760]   I just turned the lights out of Tinky Wink.
[01:59:38.760 --> 01:59:39.760]   It was...
[01:59:39.760 --> 01:59:41.760]   Yeah, it just got dark real fast here.
[01:59:41.760 --> 01:59:42.760]   Really fast.
[01:59:42.760 --> 01:59:43.760]   Yeah.
[01:59:43.760 --> 01:59:47.760]   Yeah, with all the bears around here, I'd better have a will.
[01:59:47.760 --> 01:59:48.760]   [laughter]
[01:59:48.760 --> 01:59:49.760]   But I provide.
[01:59:49.760 --> 01:59:50.760]   Hey, boo-boo.
[01:59:50.760 --> 01:59:51.760]   I see your broadcaster.
[01:59:51.760 --> 01:59:52.760]   It was a giant Yeti.
[01:59:52.760 --> 01:59:53.760]   It's a Tinky-Nink broadcaster.
[01:59:53.760 --> 01:59:56.760]   Yeah, we hit it.
[01:59:56.760 --> 02:00:04.760]   Let's see.
[02:00:04.760 --> 02:00:07.760]   YouTube subscription service music.
[02:00:07.760 --> 02:00:10.760]   Somebody might know more about this than I...
[02:00:10.760 --> 02:00:11.760]   I don't understand.
[02:00:11.760 --> 02:00:19.760]   I do understand that most kids these days, there's no music on MTV.
[02:00:19.760 --> 02:00:23.760]   They're watching Big Brother if they're watching MTV, but if they want to watch music or listen
[02:00:23.760 --> 02:00:24.760]   to music, I see my son do this.
[02:00:24.760 --> 02:00:26.760]   They'll queue up YouTube videos.
[02:00:26.760 --> 02:00:27.760]   And that's how you get music.
[02:00:27.760 --> 02:00:30.760]   If you're under 25, that's where music comes from is YouTube.
[02:00:30.760 --> 02:00:34.760]   Right, but the big problem is you can't take that offline, of course.
[02:00:34.760 --> 02:00:38.760]   Yeah, and that's part of the solution that's going to be offered by this music-y service,
[02:00:38.760 --> 02:00:39.760]   supposedly at least.
[02:00:39.760 --> 02:00:44.360]   I said you'll be able to queue up those things and take them offline with you, including
[02:00:44.360 --> 02:00:46.760]   supposedly concert footage and things like that too.
[02:00:46.760 --> 02:00:47.760]   Ooh.
[02:00:47.760 --> 02:00:52.160]   And there's been a lot of discussions and leaks about YouTube's offline video service for
[02:00:52.160 --> 02:00:55.760]   a long time now, and I've been pretty eager to see if YouTube could offer that.
[02:00:55.760 --> 02:00:59.160]   So I'm curious to see if that'll get rolled into this as well, or if it'll just be YouTube
[02:00:59.160 --> 02:01:01.360]   offline for music-based stuff.
[02:01:01.360 --> 02:01:04.000]   But I think it'd be great if you could, you know, if you've got a flight coming up, you
[02:01:04.000 --> 02:01:08.120]   could go to make a big playlist of, you know, subscriptions on YouTube and funny videos
[02:01:08.120 --> 02:01:10.120]   and download them all and take it on the plane with you.
[02:01:10.120 --> 02:01:11.320]   I think that'd be great.
[02:01:11.320 --> 02:01:15.640]   And $10 a month, if you could do pay that and have, you know, ad-free videos forever
[02:01:15.640 --> 02:01:17.240]   on YouTube, that'd be pretty great too.
[02:01:17.240 --> 02:01:23.720]   But right now, at least the leak is just pointing to music service, offline-able YouTube video
[02:01:23.720 --> 02:01:27.480]   stuff, and it will also tie into the Play Music service too.
[02:01:27.480 --> 02:01:28.840]   So you'll get both for $10 a month.
[02:01:28.840 --> 02:01:30.920]   André, please have this exclusive earlier this week.
[02:01:30.920 --> 02:01:35.080]   I do like one of the features is no ads.
[02:01:35.080 --> 02:01:36.480]   So that's the big drawback.
[02:01:36.480 --> 02:01:39.760]   If you're watching, if you're like, made a playlist of YouTube videos of songs you like,
[02:01:39.760 --> 02:01:43.120]   you got to have a, you know, there's going to be an ad in between them.
[02:01:43.120 --> 02:01:47.560]   So you can, if you pay $10, it will eliminate the ads offline.
[02:01:47.560 --> 02:01:51.920]   I think that's less desirable just because those are big files, right?
[02:01:51.920 --> 02:01:53.240]   And then background audio.
[02:01:53.240 --> 02:01:58.640]   So it will continue to play on your Android device after you exit out of it, which I
[02:01:58.640 --> 02:02:00.640]   don't think YouTube does right now, right?
[02:02:00.640 --> 02:02:01.640]   No.
[02:02:01.640 --> 02:02:05.000]   Well, if you have one of the Galaxy devices, you can do the picture and picture stuff and
[02:02:05.000 --> 02:02:08.520]   some other Android devices have customizations like that.
[02:02:08.520 --> 02:02:12.880]   But I'm curious if this is built into the Android YouTube app or if they'll have a new
[02:02:12.880 --> 02:02:16.080]   app, because right now, you know, you can search for artists and that kind of thing,
[02:02:16.080 --> 02:02:20.560]   but you can't browse down through an artist's discography like you can through Spotify,
[02:02:20.560 --> 02:02:21.760]   for example.
[02:02:21.760 --> 02:02:24.840]   So I would think that it needs to do some pretty significant enhancements to the YouTube
[02:02:24.840 --> 02:02:26.560]   app to make it work.
[02:02:26.560 --> 02:02:30.080]   Like this, which kind of feels like, you know, it's showing a square peg in around holes.
[02:02:30.080 --> 02:02:34.160]   So I'm curious to see how they handle that, how they make the YouTube app better for music
[02:02:34.160 --> 02:02:38.880]   playback than it is now, or if they really rely on the play music services, then it kind
[02:02:38.880 --> 02:02:41.800]   of just ties out to the video when needed.
[02:02:41.800 --> 02:02:43.320]   This looks like it's the YouTube app.
[02:02:43.320 --> 02:02:45.800]   It's got the YouTube app logo on that.
[02:02:45.800 --> 02:02:48.680]   This is the Android police screenshots.
[02:02:48.680 --> 02:02:51.800]   Audio only mode, turn off your screen or listen in the background while using other apps,
[02:02:51.800 --> 02:02:54.480]   add free music and offline playback.
[02:02:54.480 --> 02:02:59.280]   You know, if it comes with Google Play music, that makes Google Play music all the more enticing.
[02:02:59.280 --> 02:03:00.280]   Yeah, absolutely.
[02:03:00.280 --> 02:03:04.040]   That's what I use for my music because I love it because you've got 20 million albums.
[02:03:04.040 --> 02:03:06.200]   It's got all of my albums.
[02:03:06.200 --> 02:03:11.280]   So I can list it, you know, it'll store all my stuff from my computer.
[02:03:11.280 --> 02:03:12.520]   What do you, okay, I'm curious.
[02:03:12.520 --> 02:03:14.360]   So Robert, what do you use for music?
[02:03:14.360 --> 02:03:15.920]   What do you do for Spotify?
[02:03:15.920 --> 02:03:18.760]   Spotify, because you like social stuff.
[02:03:18.760 --> 02:03:25.560]   No, well, no, it has every music my people can come up with.
[02:03:25.560 --> 02:03:27.320]   Don't they all have the same?
[02:03:27.320 --> 02:03:29.160]   Roughly the same?
[02:03:29.160 --> 02:03:30.160]   Yeah.
[02:03:30.160 --> 02:03:31.720]   I know that that was only an iTunes.
[02:03:31.720 --> 02:03:34.520]   There are a few bands that you can't, but mostly.
[02:03:34.520 --> 02:03:35.520]   Yeah.
[02:03:35.520 --> 02:03:39.920]   I just, I got into Spotify and I love it.
[02:03:39.920 --> 02:03:41.480]   It's a lot of my favorite.
[02:03:41.480 --> 02:03:42.640]   I love, I love, I tried the beats.
[02:03:42.640 --> 02:03:47.560]   I tried the Google one and it's just, I like the UI better and I like the quickness of
[02:03:47.560 --> 02:03:48.560]   it.
[02:03:48.560 --> 02:03:49.560]   The search is really awesome.
[02:03:49.560 --> 02:03:52.800]   I love Spotify and I love the ability to make a playlist, share the playlist and know
[02:03:52.800 --> 02:03:55.520]   that every song on that playlist, everybody will have.
[02:03:55.520 --> 02:03:56.520]   Yeah.
[02:03:56.520 --> 02:03:58.080]   What do you use, Tim?
