;FFMETADATA1
title=All the President's Phones
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=690
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2018
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:02.400]   It's time for Twit.
[01:56:37.960 --> 01:56:40.560]   And then like 24 hours later, they just sweep it all up.
[01:56:40.560 --> 01:56:41.560]   - Yeah, they just, they.
[01:56:41.560 --> 01:56:42.880]   - After they have hours and hours.
[01:56:42.880 --> 01:56:46.440]   - And to remind you of the impermanence of life.
[01:56:46.440 --> 01:56:47.280]   - Of this world.
[01:56:47.280 --> 01:56:50.280]   - Here's an example, it's a beautiful sand mandala.
[01:56:50.280 --> 01:56:51.840]   They've made it and they're all happy.
[01:56:51.840 --> 01:56:53.240]   Is that the Dalai Lama?
[01:56:53.240 --> 01:56:54.080]   I don't know.
[01:56:54.080 --> 01:56:54.920]   - Yeah, that is.
[01:56:54.920 --> 01:56:57.760]   - All monks look the same to me and then boom.
[01:56:57.760 --> 01:56:59.360]   It's just scoop it all up.
[01:56:59.360 --> 01:57:00.800]   - Scoop it up, we need to get that sand.
[01:57:00.800 --> 01:57:01.880]   - Clear the llama and not a felon.
[01:57:01.880 --> 01:57:02.720]   - Detachment.
[01:57:02.720 --> 01:57:04.800]   - Yeah, that's detachment all right.
[01:57:04.800 --> 01:57:08.280]   I spent, I spent your life making this.
[01:57:08.280 --> 01:57:09.920]   And now I'm just gonna suffer.
[01:57:09.920 --> 01:57:11.080]   - Life is suffering.
[01:57:11.080 --> 01:57:12.400]   - Yeah, wow.
[01:57:12.400 --> 01:57:14.280]   - There is no mirror, where will it find dust?
[01:57:14.280 --> 01:57:15.120]   - Wow.
[01:57:15.120 --> 01:57:19.400]   - Elon Musk speaking of crazy.
[01:57:20.400 --> 01:57:22.680]   - You know, you can just pick any story,
[01:57:22.680 --> 01:57:23.720]   but this one's interesting.
[01:57:23.720 --> 01:57:26.880]   The first tunnel under LA will open on December 10th.
[01:57:26.880 --> 01:57:32.480]   The boring company is offering free rise to the public.
[01:57:32.480 --> 01:57:37.080]   According to, I don't know, it's Elon's tweet, Twitter.
[01:57:37.080 --> 01:57:38.240]   I don't know.
[01:57:38.240 --> 01:57:39.080]   - Was it fair?
[01:57:39.080 --> 01:57:41.240]   Was it overseen?
[01:57:41.240 --> 01:57:42.080]   - Yeah.
[01:57:42.080 --> 01:57:45.000]   I don't know where it goes.
[01:57:45.000 --> 01:57:46.720]   I don't know how it works,
[01:57:46.720 --> 01:57:50.240]   but it will be open December 10th.
[01:57:50.240 --> 01:57:53.480]   It's a two mile test tunnel under the SpaceX headquarters
[01:57:53.480 --> 01:57:55.560]   in Hawthorne, California.
[01:57:55.560 --> 01:57:58.560]   Remember, he wants to make a public transportation system
[01:57:58.560 --> 01:57:59.720]   that basically,
[01:57:59.720 --> 01:58:03.480]   - This would be, this is the setup
[01:58:03.480 --> 01:58:05.960]   for a great Black Mirror episode.
[01:58:05.960 --> 01:58:07.720]   - I think it is.
[01:58:07.720 --> 01:58:10.280]   - People are getting on this thing
[01:58:10.280 --> 01:58:12.280]   and then it goes into the tunnel.
[01:58:12.280 --> 01:58:13.800]   - I mean, they know that.
[01:58:13.800 --> 01:58:15.560]   - And they come out on Mars.
[01:58:15.560 --> 01:58:19.080]   - Look, we built the colony and for earlier two.
[01:58:19.080 --> 01:58:21.920]   - Oh, you're so glad you came.
[01:58:21.920 --> 01:58:26.320]   - Deplane, deplane, the tunnel.
[01:58:26.320 --> 01:58:30.080]   - Pokemon Go will soon use Apple Health and Google Fit data
[01:58:30.080 --> 01:58:31.280]   to hatch eggs and earn candy
[01:58:31.280 --> 01:58:33.160]   just in the process of life itself.
[01:58:33.160 --> 01:58:35.320]   I know you're happy about that, Renee.
[01:58:35.320 --> 01:58:36.520]   - I am ecstatic.
[01:58:36.520 --> 01:58:38.160]   I mean, not having to leave that stupid app open
[01:58:38.160 --> 01:58:39.320]   as I go for my morning walk.
[01:58:39.320 --> 01:58:42.880]   - I believe you owe me a gift, by the way.
[01:58:42.880 --> 01:58:45.520]   I, you know, I have to apologize to every
[01:58:45.520 --> 01:58:47.360]   everybody because September and October is so crazy.
[01:58:47.360 --> 01:58:48.720]   I barely have time to play.
[01:58:48.720 --> 01:58:49.560]   - You're too busy.
[01:58:49.560 --> 01:58:51.120]   - You're too busy to play.
[01:58:51.120 --> 01:58:52.120]   - But I'll send you something, Leon.
[01:58:52.120 --> 01:58:53.240]   - You're missing the Halloween.
[01:58:53.240 --> 01:58:55.000]   You're missing the great Halloween event.
[01:58:55.000 --> 01:58:56.960]   - I got a 98% Jira Tina.
[01:58:56.960 --> 01:58:59.480]   I feel like I can just retire for the month.
[01:58:59.480 --> 01:59:00.440]   - You're so cool.
[01:59:00.440 --> 01:59:02.160]   You're so cool, much cooler than me.
[01:59:02.160 --> 01:59:04.640]   - There's a free time on my hands.
[01:59:04.640 --> 01:59:08.680]   - And this is, okay, I shouldn't end on a down note,
[01:59:08.680 --> 01:59:11.320]   but this kind of depressed me, Breaker,
[01:59:11.320 --> 01:59:15.240]   which is a Bitcoin crypto site.
[01:59:15.240 --> 01:59:20.240]   Sent emails to a bunch of other crypto sites saying,
[01:59:20.240 --> 01:59:22.360]   hey, basically posing,
[01:59:22.360 --> 01:59:25.920]   I'm representing a blockchain PR company from Moscow.
[01:59:25.920 --> 01:59:30.360]   And what I would like is for you to put coverage
[01:59:30.360 --> 01:59:33.960]   about my clients and have it not be marked sponsored,
[01:59:33.960 --> 01:59:35.200]   is that possible?
[01:59:35.200 --> 01:59:40.520]   And of the 22 outlets who replied conclusively 12 of them,
[01:59:40.520 --> 01:59:42.200]   were willing to publish paid content
[01:59:42.200 --> 01:59:43.520]   without disclosing as such,
[01:59:43.520 --> 01:59:44.800]   which by the way is illegal,
[01:59:44.800 --> 01:59:47.480]   according to the FTC, but who's gonna catch you?
[01:59:47.480 --> 01:59:48.440]   - In this country.
[01:59:48.440 --> 01:59:51.000]   - In this country, and many of these aren't probably.
[01:59:51.000 --> 01:59:55.640]   And just a word of warning, we don't do paid content.
[01:59:55.640 --> 01:59:59.120]   But I have to say, and I'm sure you do too,
[01:59:59.120 --> 02:00:02.360]   solicitations every day from people say,
[02:00:02.360 --> 02:00:04.880]   we'd like to put something in your blog.
[02:00:04.880 --> 02:00:05.960]   - Yeah.
[02:00:05.960 --> 02:00:08.000]   - My policy is like I never talked to you again.
[02:00:08.000 --> 02:00:09.920]   Once that happens, there's no way to avoid.
[02:00:09.920 --> 02:00:13.080]   I could just never talk to you again in your capacity.
[02:00:13.080 --> 02:00:16.280]   - So if you want to move this from the downer category
[02:00:16.280 --> 02:00:18.320]   to the absurd category,
[02:00:18.320 --> 02:00:23.960]   a few months ago, four or five months ago,
[02:00:23.960 --> 02:00:26.880]   I changed my Twitter bio.
[02:00:26.880 --> 02:00:31.480]   And just for grins,
[02:00:31.480 --> 02:00:34.880]   I put in something there about blockchain.
[02:00:34.880 --> 02:00:37.040]   And it was a, I mean, and it was--
[02:00:37.040 --> 02:00:39.720]   - You are a Twitter master head, I must say.
[02:00:39.720 --> 02:00:41.560]   - Just a dumb joke.
[02:00:41.560 --> 02:00:43.320]   - I put in there. - I have to you.
[02:00:43.320 --> 02:00:48.320]   - You know, I think the way it reads now is something like,
[02:00:48.320 --> 02:00:50.760]   you know, my blockchain can beat your blockchain
[02:00:50.760 --> 02:00:52.880]   or something like that.
[02:00:52.880 --> 02:00:57.640]   But within days after I changed that bio,
[02:00:57.640 --> 02:01:00.640]   I started getting, first of all followers,
[02:01:00.640 --> 02:01:05.880]   secondly, email solicitations and direct messages
[02:01:05.880 --> 02:01:09.240]   from people wanting to fly me to blockchain conferences.
[02:01:09.240 --> 02:01:10.080]   - Wow.
[02:01:10.080 --> 02:01:15.080]   - You know, offer exclusive stories
[02:01:15.080 --> 02:01:18.440]   about their blockchain product and everything.
[02:01:18.440 --> 02:01:20.800]   And so yeah, this is--
[02:01:20.800 --> 02:01:22.640]   - It's getting my bio right now.
[02:01:22.640 --> 02:01:24.440]   (laughing)
[02:01:24.440 --> 02:01:27.160]   - It's just, I mean, you want, you know,
[02:01:27.160 --> 02:01:30.840]   you know, Donald Trump was really upset this week
[02:01:30.840 --> 02:01:34.600]   because he lost 2,000 Twitter followers two days in a row.
[02:01:34.600 --> 02:01:39.600]   If he had just put blockchain in his bio,
[02:01:40.600 --> 02:01:42.600]   that problem would go away.
[02:01:42.600 --> 02:01:44.200]   - Oh, I had a similar thing this week.
[02:01:44.200 --> 02:01:45.640]   I got stuck on the YouTube homepage.
[02:01:45.640 --> 02:01:46.840]   I started getting tons of followers
[02:01:46.840 --> 02:01:49.480]   and like 75% of them follow,
[02:01:49.480 --> 02:01:51.240]   subscribe and unsubscribe immediately.
[02:01:51.240 --> 02:01:52.800]   So I saw this huge like spike
[02:01:52.800 --> 02:01:54.720]   and then this huge spike in unsubscribers.
[02:01:54.720 --> 02:01:55.960]   And it was very hard to take, Leon.
[02:01:55.960 --> 02:01:58.840]   - I feel bad, I'm missing all the fun.
[02:01:58.840 --> 02:02:00.680]   It's all happening.
[02:02:00.680 --> 02:02:02.400]   All right, I'm gonna end with some upbeat stories.
[02:02:02.400 --> 02:02:04.120]   First, the copyright office has ruled
[02:02:04.120 --> 02:02:06.800]   that you have the right to repair
[02:02:06.800 --> 02:02:08.800]   thanks to SORIC.
[02:02:08.800 --> 02:02:14.000]   Jay SORIC is of CDI iPhone jailbreaking fame.
[02:02:14.000 --> 02:02:17.000]   The electronic frontier foundation.
[02:02:17.000 --> 02:02:18.440]   I fix it.
[02:02:18.440 --> 02:02:21.320]   Kyle Wiens and his attorney, Cynthia Replogel,
[02:02:21.320 --> 02:02:23.280]   Corey Doctorow Kit Walsh and Mitch Stoltz
[02:02:23.280 --> 02:02:25.040]   from the electronic frontier foundation.
[02:02:25.040 --> 02:02:27.960]   They filed a long brief.
[02:02:27.960 --> 02:02:32.280]   They went and they testified at 342 pages
[02:02:32.280 --> 02:02:33.640]   of background information.
[02:02:33.640 --> 02:02:37.080]   The final ruling released and it's good news.
[02:02:37.080 --> 02:02:39.520]   The copyright office says you can now jailbreak
[02:02:39.520 --> 02:02:41.920]   Alexa powered hardware and other similar gadgets.
[02:02:41.920 --> 02:02:44.080]   They call them voice assistant devices.
[02:02:44.080 --> 02:02:47.840]   You can unlock new phones, not just used ones.
[02:02:47.840 --> 02:02:49.720]   There's an exemption for repair of,
[02:02:49.720 --> 02:02:53.120]   this is because the DMCA says you can't reverse engineer
[02:02:53.120 --> 02:02:54.000]   copy protection.
[02:02:54.000 --> 02:02:55.600]   They need all these exemptions.
[02:02:55.600 --> 02:02:58.000]   There's an exemption for repair of smartphones,
[02:02:58.000 --> 02:03:00.120]   home appliances or home systems.
[02:03:00.120 --> 02:03:03.240]   Repair of, this is a huge one.
[02:03:03.240 --> 02:03:06.120]   Remember John Deere doesn't let you repair your tractor.
[02:03:06.120 --> 02:03:08.920]   Repair of motorized land vehicles including tractors
[02:03:08.920 --> 02:03:11.200]   by modifying the software is now legal.
[02:03:11.200 --> 02:03:14.760]   This includes access to telematic diagnostic data
[02:03:14.760 --> 02:03:17.160]   which was a major point of contention.
[02:03:17.160 --> 02:03:19.880]   And it's legal for third parties to perform repairs
[02:03:19.880 --> 02:03:22.200]   on the behalf of the owner.
[02:03:22.200 --> 02:03:24.160]   So this is a big change.
[02:03:24.160 --> 02:03:25.880]   Thank you the copyright office.
[02:03:25.880 --> 02:03:26.720]   Yay.
[02:03:26.720 --> 02:03:27.800]   Yay.
[02:03:27.800 --> 02:03:28.760]   - Yeah, that's a win.
[02:03:28.760 --> 02:03:29.880]   - It's a big win.
[02:03:29.880 --> 02:03:31.760]   They did try a little more.
[02:03:31.760 --> 02:03:34.480]   They wanted game console repairs to be legal
[02:03:34.480 --> 02:03:35.840]   on the PS4 and Xbox One.
[02:03:35.840 --> 02:03:37.940]   That is not gonna happen.
[02:03:37.940 --> 02:03:41.680]   They also said that it has to be products
[02:03:41.680 --> 02:03:43.720]   that are smartphones, home appliances or home systems
[02:03:43.720 --> 02:03:46.800]   or motorized land vehicles, boat and airplane owners.
[02:03:46.800 --> 02:03:49.400]   You still can't re-flare your boat and airplane.
[02:03:49.400 --> 02:03:53.040]   And Bunny Wong and the EFF wanted to bypass HDCP,
[02:03:53.040 --> 02:03:55.200]   the HDMI copy protection.
[02:03:55.200 --> 02:03:56.440]   And that was denied as well.
[02:03:56.440 --> 02:03:58.720]   But it's generally a win.
[02:03:58.720 --> 02:04:02.000]   And you know what, a lot of credit goes to this group
[02:04:02.000 --> 02:04:06.440]   of people from the EFF and I fix it who worked so hard.
[02:04:06.440 --> 02:04:09.880]   A team of students from Stanford's IP Law Clinic,
[02:04:09.880 --> 02:04:13.560]   they were fighting the MPAA, the RIAA, the audio alliance,
[02:04:13.560 --> 02:04:15.520]   John Deirb, so many companies.
[02:04:15.520 --> 02:04:16.360]   And they were-
[02:04:16.360 --> 02:04:17.200]   - Good work.
[02:04:17.200 --> 02:04:18.560]   - Good work.
[02:04:18.560 --> 02:04:20.440]   So you see, we ended on a happy note.
[02:04:20.440 --> 02:04:21.280]   - Yes.
[02:04:21.280 --> 02:04:23.680]   - I'm gonna try to shred my Banksy magnet.
[02:04:23.680 --> 02:04:24.840]   I don't think it'll work.
[02:04:24.840 --> 02:04:26.560]   (both laughing)
[02:04:26.560 --> 02:04:29.560]   And thank you guys for being here.
[02:04:29.560 --> 02:04:32.080]   When do you go to New York, Renee, Richie, tomorrow?
[02:04:32.080 --> 02:04:33.440]   - Yes, I certainly leave tomorrow.
[02:04:33.440 --> 02:04:34.960]   - Have a great trip.
[02:04:34.960 --> 02:04:35.800]   - Thank you so much.
[02:04:35.800 --> 02:04:36.640]   - I'll be looking for you in the audience
[02:04:36.640 --> 02:04:39.280]   at the Berkeley Academy of Music Tuesday morning bright
[02:04:39.280 --> 02:04:40.440]   and early.
[02:04:40.440 --> 02:04:42.040]   - And we'll see you back on Mac Break Weekly
[02:04:42.040 --> 02:04:43.000]   a week from Tuesday.
[02:04:43.000 --> 02:04:43.840]   Thank you Renee.
[02:04:43.840 --> 02:04:44.680]   - Awesome, I can't wait.
[02:04:44.680 --> 02:04:47.080]   - I'm more.com/vector for the Vector podcast.
[02:04:47.080 --> 02:04:49.200]   I'm more.com for everything Renee does.
[02:04:49.200 --> 02:04:51.720]   Thank you, Ed Bot.
[02:04:51.720 --> 02:04:53.960]   The Ed Bot report on ZDNet is a must read.
[02:04:53.960 --> 02:04:56.480]   And now I know I have to find a way to follow you
[02:04:56.480 --> 02:05:00.160]   on Twitter, @Ed Bot for all the fun and games.
[02:05:00.160 --> 02:05:02.760]   Have a wonderful evening Ed, thanks for being here.
[02:05:02.760 --> 02:05:04.120]   - And my pleasure.
[02:05:04.120 --> 02:05:05.120]   - Always great to have you.
[02:05:05.120 --> 02:05:07.320]   And of course, you too, Jason Liner,
[02:05:07.320 --> 02:05:10.560]   editor in chief of Tech Republic CBS Interactive.
[02:05:10.560 --> 02:05:11.600]   What do you have planned tonight?
[02:05:11.600 --> 02:05:12.880]   You're gonna watch the World Series
[02:05:12.880 --> 02:05:13.840]   or is there something going on?
[02:05:13.840 --> 02:05:14.680]   Anything going on?
[02:05:14.680 --> 02:05:15.520]   - Rob, we'll be looking.
[02:05:15.520 --> 02:05:17.320]   - You've got the talking basketball, anything.
[02:05:17.320 --> 02:05:19.000]   - No, probably a little bit of World Series
[02:05:19.000 --> 02:05:21.040]   allow Indiana University basketball,
[02:05:21.040 --> 02:05:23.920]   not Kentucky and even though I live in Louisville,
[02:05:23.920 --> 02:05:24.760]   Kentucky. - I know you.
[02:05:24.760 --> 02:05:25.600]   - That's okay.
[02:05:25.600 --> 02:05:27.320]   - You wanna put a plug in for again,
[02:05:27.320 --> 02:05:29.320]   that series that I mentioned on Tech Republic,
[02:05:29.320 --> 02:05:33.200]   our seven part series on election cybersecurity,
[02:05:33.200 --> 02:05:35.320]   the states and the stuff that they're doing.
[02:05:35.320 --> 02:05:40.320]   Great stuff from Alice in Dinesco and Macy Bairne.
[02:05:40.320 --> 02:05:42.240]   Great stuff there.
[02:05:42.240 --> 02:05:44.560]   And then for the IBM Red Hat stuff,
