
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[02:10:03.120 --> 02:10:04.360]   Boom.
[02:10:04.360 --> 02:10:05.360]   Just like that.
[02:10:05.360 --> 02:10:08.040]   The Tracker.com/twit.
[02:10:08.040 --> 02:10:12.240]   I've used that code because I'm always buying more trackers because I'm always losing more
[02:10:12.240 --> 02:10:13.240]   stuff.
[02:10:13.240 --> 02:10:17.160]   Think of things all the time to put a Tracker on.
[02:10:17.160 --> 02:10:19.360]   Thank you, Tracker, for your support of this week in Tech.
[02:10:19.360 --> 02:10:21.440]   And thank you for a great panel.
[02:10:21.440 --> 02:10:22.440]   I get you.
[02:10:22.440 --> 02:10:23.440]   We still have so many stories.
[02:10:23.440 --> 02:10:24.440]   I don't--
[02:10:24.440 --> 02:10:28.960]   It was a really surprisingly busy week for the third week, second week of January.
[02:10:28.960 --> 02:10:29.960]   Yeah.
[02:10:29.960 --> 02:10:31.880]   Normally it's to be quiet because C.S. is over.
[02:10:31.880 --> 02:10:32.880]   Interesting.
[02:10:32.880 --> 02:10:35.200]   Amazon Prime monthly price going up 20%.
[02:10:35.200 --> 02:10:37.040]   Yeah, only if you do it by month.
[02:10:37.040 --> 02:10:38.040]   But if you--
[02:10:38.040 --> 02:10:40.040]   You're still 99 bucks if you do the year.
[02:10:40.040 --> 02:10:42.480]   Yeah, and if you're a student, I think it's 49.
[02:10:42.480 --> 02:10:44.040]   Why do they do the monthly?
[02:10:44.040 --> 02:10:46.400]   I think it's to discourage people from doing the monthly.
[02:10:46.400 --> 02:10:47.400]   Oh, yeah.
[02:10:47.400 --> 02:10:50.760]   Because I think what people do is sign up for it, buy a bunch of stuff, and then dump
[02:10:50.760 --> 02:10:51.760]   it.
[02:10:51.760 --> 02:10:52.760]   Of course.
[02:10:52.760 --> 02:10:54.760]   And they want you to sign up for the recurring annual.
[02:10:54.760 --> 02:10:55.760]   Duh.
[02:10:55.760 --> 02:10:56.760]   I think that's fine.
[02:10:56.760 --> 02:10:57.760]   You're absolutely right.
[02:10:57.760 --> 02:11:01.200]   Actually, more and more when I buy stuff, I buy a year because I don't like all those
[02:11:01.200 --> 02:11:03.160]   little charges every month.
[02:11:03.160 --> 02:11:04.160]   Sure.
[02:11:04.160 --> 02:11:05.720]   It's like they always give you a break.
[02:11:05.720 --> 02:11:06.720]   Yeah.
[02:11:06.720 --> 02:11:07.720]   I figure I'm going to use this.
[02:11:07.720 --> 02:11:08.720]   And I don't.
[02:11:08.720 --> 02:11:12.000]   That's a good way to get my money, I guess.
[02:11:12.000 --> 02:11:19.600]   Amazon has narrowed its HQ search down to 20 cities, 19 in the US, and Toronto.
[02:11:19.600 --> 02:11:21.400]   That'd be interesting.
[02:11:21.400 --> 02:11:22.400]   My fingers are crossed.
[02:11:22.400 --> 02:11:26.200]   Yeah, they've not known for their international presence.
[02:11:26.200 --> 02:11:29.800]   So I think-- actually, I'm rooting for Toronto.
[02:11:29.800 --> 02:11:30.800]   That would be really great.
[02:11:30.800 --> 02:11:32.280]   Toronto could be cool.
[02:11:32.280 --> 02:11:37.520]   I was fascinated by the number of sort of-- this wasn't as interesting as I had hoped
[02:11:37.520 --> 02:11:38.520]   in New York City.
[02:11:38.520 --> 02:11:39.520]   New York City?
[02:11:39.520 --> 02:11:42.520]   Yeah, New York, Austin, Los Angeles, Dallas.
[02:11:42.520 --> 02:11:43.520]   It's the obvious.
[02:11:43.520 --> 02:11:44.520]   Yeah.
[02:11:44.520 --> 02:11:48.360]   Miami was interesting to me just because of climate change.
[02:11:48.360 --> 02:11:51.000]   Miami seems like it would be a pretty risky place to put big animals.
[02:11:51.000 --> 02:11:52.000]   That's what, yeah.
[02:11:52.000 --> 02:11:53.320]   I was thinking the same thing.
[02:11:53.320 --> 02:11:56.400]   They say Miami's going to be underwater in a few decades.
[02:11:56.400 --> 02:11:57.400]   Exactly.
[02:11:57.400 --> 02:11:59.000]   So I'm ruling out Miami right now.
[02:11:59.000 --> 02:12:00.000]   Yeah.
[02:12:00.000 --> 02:12:04.320]   I kind of was thinking of retiring to Key Biscayne, which is in Miami.
[02:12:04.320 --> 02:12:05.320]   Just stilts.
[02:12:05.320 --> 02:12:07.480]   Yeah, well, I just figured I'd build a higher house.
[02:12:07.480 --> 02:12:12.640]   Or you buy inland a little bit and becomes waterfront property down the road.
[02:12:12.640 --> 02:12:13.640]   Sure.
[02:12:13.640 --> 02:12:15.280]   Is that crazy?
[02:12:15.280 --> 02:12:18.760]   You just have to figure out how much ice is going to melt.
[02:12:18.760 --> 02:12:22.480]   YouTube has changed its policy for monetization.
[02:12:22.480 --> 02:12:27.400]   You now have to have 4,000 views a month and 1,000 subscribers.
[02:12:27.400 --> 02:12:29.400]   I guess that's OK.
[02:12:29.400 --> 02:12:32.920]   It sounds like, though, this is going to hurt a lot of new, young and up and coming.
[02:12:32.920 --> 02:12:33.920]   People aren't going to be able to monetize.
[02:12:33.920 --> 02:12:37.520]   Well, the logic, if I understood it correctly, was really weird to me.
[02:12:37.520 --> 02:12:40.000]   It was like, this is how we're going to keep hate speech off.
[02:12:40.000 --> 02:12:41.680]   Yeah, that I understand at all.
[02:12:41.680 --> 02:12:47.080]   It was sort of, I guess, the implication was that people who use YouTube for hate-related
[02:12:47.080 --> 02:12:49.360]   discourse are very popular.
[02:12:49.360 --> 02:12:52.480]   They just don't do very well.
[02:12:52.480 --> 02:12:53.480]   But how much money can you make?
[02:12:53.480 --> 02:12:54.480]   I don't think I really get it.
[02:12:54.480 --> 02:12:59.760]   If you only have 1,000 subscribers or less and you have few views, you're not making
[02:12:59.760 --> 02:13:00.760]   any money anyway.
[02:13:00.760 --> 02:13:01.760]   What is the deal?
[02:13:01.760 --> 02:13:02.760]   Yeah.
[02:13:02.760 --> 02:13:05.640]   I'm not sure it does seem like it is going to do anything.
[02:13:05.640 --> 02:13:07.480]   It seems like a very blunt, forced way to do that.
[02:13:07.480 --> 02:13:08.480]   Oh, sorry.
[02:13:08.480 --> 02:13:09.480]   Hate speech.
[02:13:09.480 --> 02:13:11.880]   We're not going to give you your $0.23 in ad revenue this month.
[02:13:11.880 --> 02:13:12.880]   Yeah, I'm not.
[02:13:12.880 --> 02:13:13.880]   I don't get it.
[02:13:13.880 --> 02:13:15.120]   I don't get it.
[02:13:15.120 --> 02:13:16.120]   You know what?
[02:13:16.120 --> 02:13:19.040]   At this point, they want to-- they need a PR win.
[02:13:19.040 --> 02:13:21.440]   It's just going to throw stuff at the wall.
[02:13:21.440 --> 02:13:23.320]   Bigger stuff going on at Facebook.
[02:13:23.320 --> 02:13:25.960]   And this probably we could have spent a long time discussing that.
[02:13:25.960 --> 02:13:27.400]   We don't need to get into it.
[02:13:27.400 --> 02:13:31.320]   But as you know, they said they're going to de-emphasize brands.
[02:13:31.320 --> 02:13:33.680]   They're going to re-emphasize friends.
[02:13:33.680 --> 02:13:41.320]   And their newest thing is they're going to let the users decide what's-- they're basically
[02:13:41.320 --> 02:13:42.880]   going to be Yelp for news.
[02:13:42.880 --> 02:13:46.480]   They're going to let the users decide what's high quality news.
[02:13:46.480 --> 02:13:49.480]   Yeah, so this is so strange to me.
[02:13:49.480 --> 02:13:52.760]   It's like to fight fake news.
[02:13:52.760 --> 02:13:56.120]   We're going to let everybody tell us what they think is.
[02:13:56.120 --> 02:13:58.960]   The people who post fake news, was that fake news?
[02:13:58.960 --> 02:13:59.960]   And then decide.
[02:13:59.960 --> 02:14:00.960]   Yeah.
[02:14:00.960 --> 02:14:01.960]   OK, now decide.
[02:14:01.960 --> 02:14:03.240]   So they basically--
[02:14:03.240 --> 02:14:08.240]   Zach basically said, we thought about policing it ourselves, but we thought that that was
[02:14:08.240 --> 02:14:09.240]   obviously problematic.
[02:14:09.240 --> 02:14:11.080]   So then we thought to go into a panel of experts.
[02:14:11.080 --> 02:14:12.080]   But that seems biased.
[02:14:12.080 --> 02:14:15.360]   So instead, we're going to you and we're letting the general public decide what is a
[02:14:15.360 --> 02:14:16.840]   trust whether a news source.
[02:14:16.840 --> 02:14:21.600]   And the thing that's so upsetting about this to me is that obviously politicians on both
[02:14:21.600 --> 02:14:26.200]   sides have an incentive to discredit press.
[02:14:26.200 --> 02:14:27.200]   Right.
[02:14:27.200 --> 02:14:30.800]   And that gives them even more of an incentive to discredit press.
[02:14:30.800 --> 02:14:35.960]   So that their constituents will then essentially downvote the press they don't like.
[02:14:35.960 --> 02:14:42.120]   Good article on BuzzFeed saying, "Crowdsourced ratings work for toasters, but not news."
[02:14:42.120 --> 02:14:44.560]   And they have the data to back it up.
[02:14:44.560 --> 02:14:50.600]   Well, and it took a very long time for Amazon to effectively deal with user reviews.
[02:14:50.600 --> 02:14:51.600]   It's still not a part of this.
[02:14:51.600 --> 02:14:52.600]   Right.
[02:14:52.600 --> 02:14:53.600]   And look at Yelp.
[02:14:53.600 --> 02:14:55.200]   I mean, it's almost impossible.
[02:14:55.200 --> 02:15:03.760]   So the authors of this Alan Dennis from BuzzFeed and Tino Kim and Tricia Moravec, apparently
[02:15:03.760 --> 02:15:09.760]   they say there's a research paper they did entitled, "Bine the Stars the Effects of News
[02:15:09.760 --> 02:15:15.440]   Source Ratings on Fake News and Social Media" deals exactly with this particular technique.
[02:15:15.440 --> 02:15:19.560]   Research shows users don't trust other users.
[02:15:19.560 --> 02:15:26.440]   So they studied 590 Facebook users in the United States and they believe that expert ratings
[02:15:26.440 --> 02:15:29.760]   would be more credible than user ratings because experts are more likely to be objective and
[02:15:29.760 --> 02:15:30.760]   check the facts.
[02:15:30.760 --> 02:15:32.760]   Of course they are.
[02:15:32.760 --> 02:15:36.120]   Anyway, user ratings easily manipulated really?
[02:15:36.120 --> 02:15:37.120]   Really?
[02:15:37.120 --> 02:15:40.000]   Is that happen ever?
[02:15:40.000 --> 02:15:42.960]   You know, Facebook's fun to watch.
[02:15:42.960 --> 02:15:44.400]   And look for your email from Twitter.
[02:15:44.400 --> 02:15:51.080]   They're going to email 677,775 people in the US who followed, retweeted or liked to tweet
[02:15:51.080 --> 02:15:58.400]   from a Russian government agency posing as something else, like the internet trolls of
[02:15:58.400 --> 02:16:00.840]   the internet research agency.
[02:16:00.840 --> 02:16:02.360]   I'm looking for- I hope I get that email.
[02:16:02.360 --> 02:16:04.360]   I kind of want it too.
[02:16:04.360 --> 02:16:05.360]   I want it.
[02:16:05.360 --> 02:16:06.360]   I just, yeah.
[02:16:06.360 --> 02:16:07.360]   If you don't get it, then you know that you were good.
[02:16:07.360 --> 02:16:09.760]   You didn't retweet, retweet, follow.
[02:16:09.760 --> 02:16:10.760]   I just want to know what that's actually for now.
[02:16:10.760 --> 02:16:11.760]   Give it to people that get this.
[02:16:11.760 --> 02:16:12.760]   Will they really care?
[02:16:12.760 --> 02:16:13.760]   No.
[02:16:13.760 --> 02:16:14.760]   Yeah, is there like, tweet shaving?
[02:16:14.760 --> 02:16:15.760]   And-
[02:16:15.760 --> 02:16:16.760]   What's the intent here?
[02:16:16.760 --> 02:16:17.760]   Yes, exactly.
[02:16:17.760 --> 02:16:18.760]   What's the intent?
[02:16:18.760 --> 02:16:19.760]   No.
[02:16:19.760 --> 02:16:20.760]   Why does it-
[02:16:20.760 --> 02:16:21.760]   I can't-
[02:16:21.760 --> 02:16:25.520]   I think that a lot of what happened with the actual fake news, the sort of Russia-based
[02:16:25.520 --> 02:16:34.360]   propaganda news, was that it was actually used to inflame people who found the news upsetting.
[02:16:34.360 --> 02:16:40.200]   So not so much like, hey, look what this person is doing in politics, don't vote for
[02:16:40.200 --> 02:16:41.200]   them.
[02:16:41.200 --> 02:16:44.800]   It's just like putting into people's feeds.
[02:16:44.800 --> 02:16:48.520]   So if you're extremely liberal, putting something inflamatory conservative in your
[02:16:48.520 --> 02:16:51.360]   feed so that you get even more upset and polarized.
[02:16:51.360 --> 02:16:52.360]   Right.
[02:16:52.360 --> 02:16:54.960]   So people may have been manipulated in ways that they didn't quite understand.
[02:16:54.960 --> 02:16:57.320]   They're pushing your buttons is what they're doing.
[02:16:57.320 --> 02:16:58.320]   Yeah.
[02:16:58.320 --> 02:16:59.320]   That's what truth is.
[02:16:59.320 --> 02:17:00.320]   Yeah.
[02:17:00.320 --> 02:17:03.140]   I think we got a rapid, I'm sorry to say, I hate to rap it because we're having so much
[02:17:03.140 --> 02:17:06.520]   fun, but you and you guys are so great and there's so much more to talk about, but you
[02:17:06.520 --> 02:17:08.440]   know, all good things must come to an end.
[02:17:08.440 --> 02:17:11.880]   I have to go home and post my face everywhere.
[02:17:11.880 --> 02:17:14.880]   Post your therapy sessions.
[02:17:14.880 --> 02:17:15.880]   Yes.
[02:17:15.880 --> 02:17:19.880]   Oh, kind of go down and get those out of the basement, got the tapes, put them all up
[02:17:19.880 --> 02:17:20.880]   online.
[02:17:20.880 --> 02:17:22.160]   And then I'm going to ask Georgia what she thinks.
[02:17:22.160 --> 02:17:23.480]   Georgia Dow always a pleasure.
[02:17:23.480 --> 02:17:24.800]   I'm so thrilled to have you.
[02:17:24.800 --> 02:17:30.840]   Senior editor, imore.com at Georgia underscore Dowanxiety-videos.com.
[02:17:30.840 --> 02:17:33.480]   We didn't manage to put anything in your blue room.
[02:17:33.480 --> 02:17:34.960]   No, no fish.
[02:17:34.960 --> 02:17:35.960]   I was disappointed.
[02:17:35.960 --> 02:17:36.960]   It's time.
[02:17:36.960 --> 02:17:38.960]   Maybe we'll do it in post.
[02:17:38.960 --> 02:17:39.960]   In post?
[02:17:39.960 --> 02:17:41.680]   I won't even notice them.
[02:17:41.680 --> 02:17:42.680]   You'll never know.
[02:17:42.680 --> 02:17:46.360]   I'll just have to do video of me grabbing stuff so that it then makes sense.
[02:17:46.360 --> 02:17:48.720]   Maybe I shouldn't because that might be inappropriate.
[02:17:48.720 --> 02:17:53.000]   Yeah, or I should have randomly just said, hey, love the place, Georgia, or hey, watch
[02:17:53.000 --> 02:17:54.560]   out for that lion and it.
[02:17:54.560 --> 02:17:55.560]   Right, right.
[02:17:55.560 --> 02:17:59.280]   And then we have to like the saw to be like, like, ducking.
[02:17:59.280 --> 02:18:00.280]   It's great to have you.
[02:18:00.280 --> 02:18:01.280]   Did you move?
[02:18:01.280 --> 02:18:02.520]   I did move.
[02:18:02.520 --> 02:18:03.520]   I did move.
[02:18:03.520 --> 02:18:04.520]   I'm now in the hat.
[02:18:04.520 --> 02:18:05.520]   Like there's boxes everywhere.
[02:18:05.520 --> 02:18:08.320]   But I moved into the place.
[02:18:08.320 --> 02:18:09.320]   Yeah, I do.
[02:18:09.320 --> 02:18:10.320]   I do.
[02:18:10.320 --> 02:18:13.400]   Is this one of two VR rooms that you will have in the new place?
[02:18:13.400 --> 02:18:15.040]   No, this one's just my office.
[02:18:15.040 --> 02:18:21.760]   I'm next door to the VR areas and the movie room is in between.
[02:18:21.760 --> 02:18:27.120]   So we have the chairs, the movie chairs that are in between that separate the two VR areas.
[02:18:27.120 --> 02:18:28.680]   So it works out pretty well.
[02:18:28.680 --> 02:18:30.160]   I want that house.
[02:18:30.160 --> 02:18:32.880]   She's got a man cave in her house.
[02:18:32.880 --> 02:18:33.880]   I...
[02:18:33.880 --> 02:18:36.080]   A woman cave, I guess.
[02:18:36.080 --> 02:18:37.080]   Person cave.
[02:18:37.080 --> 02:18:38.080]   I like it too.
[02:18:38.080 --> 02:18:39.080]   We both like it.
[02:18:39.080 --> 02:18:40.080]   It's really cool.
[02:18:40.080 --> 02:18:42.520]   My hubby does all of the setting up of that.
