
[00:00:00.000 --> 00:00:05.600]   It's time for Twit this weekend taking all in studio panel Nathan Olaveras, Giles, Rob Reed and
[02:04:36.880 --> 02:04:40.880]   Engineers that well, that's where they always said it would be impossible to figure that out
[02:04:40.880 --> 02:04:46.400]   Come on Amazon you got to realize that maybe jet I could write a program to do that basic
[02:04:46.400 --> 02:04:51.440]   They can make drones deliver to your house. Yeah, you could probably figure out everywhere
[02:04:51.440 --> 02:04:55.760]   So actually the national conference of state legislatures estimated that in 2012
[02:04:55.760 --> 02:05:03.280]   23 billion dollars in tax revenue was lost because of these online purchases. So it's a big deal for states
[02:05:03.280 --> 02:05:05.440]   It's a big deal, but you know their
[02:05:05.440 --> 02:05:12.720]   Amazon used to argue that it would negatively hurt their business too and it hasn't done that at all right. They've been fine so and incidentally in theory
[02:05:12.720 --> 02:05:18.320]   You still own sales tax you just said this the Amazon didn't have to collect it, but you still had to pay it
[02:05:18.560 --> 02:05:22.640]   So every year for the last 10 years state of california's asked on my tax
[02:05:22.640 --> 02:05:30.080]   Would you buy online and here give us your tax you owe us and I always said I never bought anything online sir
[02:05:30.080 --> 02:05:36.240]   Right online what's that crazy I go down to the store
[02:05:36.240 --> 02:05:46.960]   Model three almost almost here to tell your Tesla driver no no all right nobody cares
[02:05:47.440 --> 02:05:48.960]   I
[02:05:48.960 --> 02:05:55.360]   Do I care because this this test level will be about 35 grand and you did you put did you put a reservation in name?
[02:05:55.360 --> 02:06:01.200]   No, oh you should I kind of feel like a date doesn't even own a car, but needs gonna be buying a car soon hopefully
[02:06:01.200 --> 02:06:06.320]   It's got some driving to do so I like to get some driving to do just today
[02:06:06.320 --> 02:06:11.040]   I was saying or maybe it was yesterday. I was saying how much once you drive an electric car
[02:06:11.040 --> 02:06:13.280]   You never want to go back to an eternal combustion engine
[02:06:13.840 --> 02:06:18.720]   There's something about it knew who had a Tesla who let me drive it. I'll let you drive my Tesla
[02:06:18.720 --> 02:06:22.720]   Here's the key take it around the block take it around the block kid. Yeah, but no
[02:06:22.720 --> 02:06:24.960]   I mean, it's your favorite thing about driving an electric car
[02:06:24.960 --> 02:06:27.440]   uh, well besides the kind of the feeling that
[02:06:27.440 --> 02:06:34.560]   Species or not that you're being good to the environment. We have panels so we're generating our power so I think it's pretty good
[02:06:34.560 --> 02:06:41.280]   Uh, I'm not I'm not getting my power from a coal-fired plant. Yeah, but uh besides that it's funer
[02:06:41.520 --> 02:06:43.520]   Funner to drive is that a well
[02:06:43.520 --> 02:06:47.920]   When you it's just like all torqued right it's instant excel you just do this and also all
[02:06:47.920 --> 02:06:50.240]   Most of them have regenerative braking
[02:06:50.240 --> 02:06:54.000]   So when you don't put the brake on when you want to stop it stops on you just let off the accelerator
[02:06:54.000 --> 02:06:56.240]   It slows down you break it at the very end
[02:06:56.240 --> 02:07:02.960]   Once you get used to that you never want to drive a normal that when I drive my wife's a ice car internal combustion engine
[02:07:02.960 --> 02:07:10.320]   It's noticeable the hesitation. That's what they call it's it's kind of interesting that you mentioned on this because I am looking for a car right now
[02:07:10.320 --> 02:07:15.840]   Trying to figure out, you know what what to buy but you have a long commute that might be a problem. It's like it's about an hour
[02:07:15.840 --> 02:07:18.320]   You know
[02:07:18.320 --> 02:07:21.840]   Well, the thing is a hundred mile. You know, I'm gonna charge it in
[02:07:21.840 --> 02:07:24.720]   So I'll be doing street parking
[02:07:24.720 --> 02:07:30.640]   Rules it right that does that kind of and you'd have to wait for a really long time
[02:07:30.640 --> 02:07:34.720]   Yeah, like waiting. You know we could facilitate that let's get
[02:07:34.720 --> 02:07:37.440]   Lisa. Let's get a charger out front
[02:07:37.440 --> 02:07:39.760]   Right because then you drive here and charge here
[02:07:39.760 --> 02:07:41.760]   And then you're definitely
[02:07:41.760 --> 02:07:48.400]   No, because we make money on it's a fucking hour we make money we make money on well whenever the Tesla model 3 does come
[02:07:48.400 --> 02:07:52.480]   Hopefully it'll be affordable and attainable and there will be plentiful charging stations
[02:07:52.480 --> 02:07:56.480]   Whether or not I can afford the right those wall units on the ground. Yeah, yeah
[02:07:56.480 --> 02:08:02.800]   Or you could put some of these new fancy Tesla roof tiles on the car by the way. Those are coming they are
[02:08:02.800 --> 02:08:06.960]   But you know like they're gonna start taking orders next month a few of the things I've been looking at one
[02:08:07.200 --> 02:08:12.800]   Is this this little toyota called the GT86? It's a fairly inexpensive like naturally aspirated
[02:08:12.800 --> 02:08:17.280]   You know stick kind of noisy stiff suspension wait a minute. What's naturally aspirated?
[02:08:17.280 --> 02:08:24.720]   It breathes your turbo. No supercharger. Yeah, so sorry. That's nerdy. Uh, it's in an a vehicle. I understand
[02:08:24.720 --> 02:08:27.120]   Oh, it's it's a nice vehicle. So
[02:08:27.120 --> 02:08:30.320]   So but it's like, you know, it's like a kind of old school
[02:08:30.320 --> 02:08:33.920]   It's like a little rough you driving stick and I really enjoy driving stick
[02:08:33.920 --> 02:08:36.960]   I kind of like some of those older ideas that are gonna get thrown away
[02:08:36.960 --> 02:08:41.440]   Go with a mini. I do not have many with a stick shift. I had that in San Francisco
[02:08:41.440 --> 02:08:45.200]   It'd be great for street parking, right? It was so much fun
[02:08:45.200 --> 02:08:49.360]   That thing had so much power going up the hills and but I am excited to see the model 3
[02:08:49.360 --> 02:08:54.480]   Actually driving even if it's just a silly little gift that Elon Musk shared on twitter
[02:08:54.480 --> 02:09:00.720]   He says he won't drive one which how does that make sense? Well, he's got a model. Yes. Yeah, this is but this is a
[02:09:01.840 --> 02:09:05.200]   a near consumer ready version of your your
[02:09:05.200 --> 02:09:08.560]   Arguably most important car you've ever released the one that will be affordable to
[02:09:08.560 --> 02:09:13.920]   Many many people and you don't want to drive it. What does that tell tell me is this?
[02:09:13.920 --> 02:09:17.120]   It's a better there's a better Tesla car out there. It's really what you're saying
[02:09:17.120 --> 02:09:22.720]   You know, it's like come on. You know, I'm just I drive the car doesn't miss 80s, you know, they're uh
[02:09:22.720 --> 02:09:25.760]   The model 3
[02:09:25.760 --> 02:09:30.960]   He doesn't like the name. He says he didn't realize it would cause confusion. They wanted a name at the model e but for
[02:09:31.280 --> 02:09:33.280]   Right. So they have an s
[02:09:33.280 --> 02:09:36.160]   They have an x
[02:09:36.160 --> 02:09:43.920]   They have an e or a 3 and the 3 has looks like an e with like text message emojis and there and what's the next one going to be the y
[02:09:43.920 --> 02:09:51.520]   They're gonna the model y is coming. So this is sexy s e x and y. I need to speak
[02:09:51.520 --> 02:09:56.640]   I wonder if he was 13 years old and was like someday i'm gonna have a car company
[02:09:58.480 --> 02:10:18.800]   He's chuckling to self-
[02:10:18.800 --> 02:10:21.440]   Thanks to your husband, Anthony who's had to put up now with two twit shows
[02:10:21.440 --> 02:10:27.040]   Poor guy even got a little bit of of airtime. You don't let your kids play video games
[02:10:27.440 --> 02:10:29.280]   They they have to earn their time. They play because
[02:10:29.280 --> 02:10:34.080]   Maybe you don't know this but georgia nth they have a virtual reality room
[02:10:34.080 --> 02:10:38.080]   What and they they play in fact they have two
[02:10:38.080 --> 02:10:42.960]   She'll be downstairs and he'll be upstairs playing against each other in virtual reality
[02:10:42.960 --> 02:10:45.360]   But the kids don't get to use
[02:10:45.360 --> 02:10:47.840]   That is torture. That's mean
[02:10:47.840 --> 02:10:52.400]   They are they earn points. They earn points with a system where if they get great
[02:10:52.400 --> 02:10:57.760]   Not for you kid. That's that's true. That's true. Get your own VR. No
[02:10:57.760 --> 02:11:05.600]   Someday you'll have a job and you can afford it yourself. They earn their points and then they get to play. They play. They do
[02:11:05.600 --> 02:11:10.800]   Right, so i work hard and then i got to ln 8 and 11. Okay, so they're not yet
[02:11:10.800 --> 02:11:16.000]   Teens is yeah, wait till they get to 13 and see how that works. Wow. Right. Let's see
[02:11:16.000 --> 02:11:19.440]   They'll be brittin when i was a kid we broke into mom's liquor cabinet
[02:11:20.000 --> 02:11:23.600]   When they're when they're today, we're breaking into mom at that's VR
[02:11:23.600 --> 02:11:25.600]   We have to drag it off of us first
[02:11:25.600 --> 02:11:27.680]   So
[02:11:27.680 --> 02:11:29.280]   What game are you playing these days?
[02:11:29.280 --> 02:11:35.040]   Uh the last game that we're playing is quest we're playing right now and robo recall robo recall is so good
[02:11:35.040 --> 02:11:39.360]   It's such a good game. Have you and anthony's playing a really scary one called chair in the room
[02:11:39.360 --> 02:11:42.720]   If you do the game show you have to play that in the video it i have video of an
[02:11:42.720 --> 02:11:48.080]   Share in the room really scary. That sounds scary. It is terrifying. I started it
[02:11:48.880 --> 02:11:52.400]   Tera terrifying like absolutely the scariest thing nice
[02:11:52.400 --> 02:11:57.360]   Nice when you play like you're downstairs. He's upstairs. Do you see each other in the place?
[02:11:57.360 --> 02:12:00.400]   They we used to play in the same room and we had pillows on the floor
[02:12:00.400 --> 02:12:03.520]   And then but every once in a while one of us would clonk the other one
[02:12:03.520 --> 02:12:06.160]   We he says that was by mistake
[02:12:06.160 --> 02:12:12.640]   But i'm not really sure so we've we've now separated each other so we each get a little bit more playtime
[02:12:12.640 --> 02:12:16.880]   It's it's both ridiculously adorable that you like you play
