
[00:00:00.000 --> 00:00:01.880]   It's time for Twit.
[02:27:21.640 --> 02:27:24.680]   While you're looking that up, I have a funny story.
[02:27:24.680 --> 02:27:27.360]   When I was in high school calculus, my high school calculus teacher, and I took this as
[02:27:27.360 --> 02:27:35.240]   an insult at the time, he said, "You're the best non-math student I've had."
[02:27:35.240 --> 02:27:39.320]   Now much later, I'm like, "No, that was a compliment.
[02:27:39.320 --> 02:27:41.360]   I'm going to take that because..."
[02:27:41.360 --> 02:27:42.360]   Yeah.
[02:27:42.360 --> 02:27:43.360]   I know that.
[02:27:43.360 --> 02:27:44.360]   That's good.
[02:27:44.360 --> 02:27:45.360]   I'm going to own that.
[02:27:45.360 --> 02:27:46.360]   Yeah.
[02:27:46.360 --> 02:27:48.160]   I'm going to take that.
[02:27:48.160 --> 02:27:49.160]   This is the page.
[02:27:49.160 --> 02:27:52.240]   Bootstrapworld.org.
[02:27:52.240 --> 02:27:54.200]   I really love this idea.
[02:27:54.200 --> 02:27:56.520]   They have lesson plans.
[02:27:56.520 --> 02:28:01.160]   They have actually classes that you can take as a teacher.
[02:28:01.160 --> 02:28:04.840]   They've got ongoing support from the National Science Foundation.
[02:28:04.840 --> 02:28:12.120]   It is a way to bring math, physics, and coding into the classroom for basically for high
[02:28:12.120 --> 02:28:13.120]   schools.
[02:28:13.120 --> 02:28:17.680]   I would say smart middle schooler could benefit from this as well.
[02:28:17.680 --> 02:28:23.160]   By the way, they're one of the largest providers of formal computer science education to girls
[02:28:23.160 --> 02:28:25.200]   and underrepresented students nationwide.
[02:28:25.200 --> 02:28:28.320]   They really do a great job of getting diversity.
[02:28:28.320 --> 02:28:29.320]   I would just say...
[02:28:29.320 --> 02:28:33.320]   My high school teacher said, "You're the worst student I've ever had."
[02:28:33.320 --> 02:28:35.600]   I don't know why you're taking calculus.
[02:28:35.600 --> 02:28:37.160]   That's almost a direct quote.
[02:28:37.160 --> 02:28:38.160]   That's really insulting.
[02:28:38.160 --> 02:28:39.160]   Wow.
[02:28:39.160 --> 02:28:40.440]   That's almost a direct quote.
[02:28:40.440 --> 02:28:42.160]   So I dropped the class.
[02:28:42.160 --> 02:28:47.280]   It may not feel like a rigorous liberal arts program is going to prepare you for the job
[02:28:47.280 --> 02:28:50.840]   market over the next three to five years and it probably will not.
[02:28:50.840 --> 02:28:52.680]   I just want to clarify what I said.
[02:28:52.680 --> 02:28:56.040]   I'm talking about 20 years out.
[02:28:56.040 --> 02:28:58.520]   I've got a seven-year-old.
[02:28:58.520 --> 02:29:02.320]   By virtue of her being seven and growing up in my household, she's getting exposure
[02:29:02.320 --> 02:29:04.720]   to quite a bit of code and tech.
[02:29:04.720 --> 02:29:05.720]   Good for her.
[02:29:05.720 --> 02:29:06.720]   That's great.
[02:29:06.720 --> 02:29:11.080]   But if you think about the hybrid skill sets and all the really interesting new kinds of
[02:29:11.080 --> 02:29:16.640]   jobs that will never have existed before but will need to exist 20 years from now, humans
[02:29:16.640 --> 02:29:25.080]   who have really great abilities to think critically, understand logic, write, communicate.
[02:29:25.080 --> 02:29:26.080]   I agree 100%.
[02:29:26.080 --> 02:29:28.800]   That's going to be really important because a machine can.
[02:29:28.800 --> 02:29:30.280]   It's not going to be able to do that.
[02:29:30.280 --> 02:29:31.280]   To connect the dots.
[02:29:31.280 --> 02:29:32.280]   That reminds me of something too.
[02:29:32.280 --> 02:29:41.040]   We've been interviewing interns and we interviewed this young fella from Harvard.
[02:29:41.040 --> 02:29:44.740]   He told me something that I thought was really interesting that they don't allow you to
[02:29:44.740 --> 02:29:48.600]   declare a major now until your junior year.
[02:29:48.600 --> 02:29:50.100]   How will you?
[02:29:50.100 --> 02:29:53.680]   Which I thought is great because most kids change three times by then.
[02:29:53.680 --> 02:29:57.560]   There was a first trend going on for a while where you had to declare before you got in
[02:29:57.560 --> 02:29:58.560]   the college.
[02:29:58.560 --> 02:29:59.560]   No, terrible.
[02:29:59.560 --> 02:30:00.560]   Terrible.
[02:30:00.560 --> 02:30:05.440]   But their approach is actually similar to what Amy's saying is that they want you to
[02:30:05.440 --> 02:30:11.880]   come in and have whether you're going to major in computer science or drama or a medist pre-med
[02:30:11.880 --> 02:30:12.880]   or whatever.
[02:30:12.880 --> 02:30:18.360]   They want you to come in and get a broad based exposure to different things.
[02:30:18.360 --> 02:30:24.000]   As a matter of fact, they require that you are involved in an activity that's part of
[02:30:24.000 --> 02:30:26.080]   your credits.
[02:30:26.080 --> 02:30:30.880]   Instead of having to do it on your own time, you have that built in.
[02:30:30.880 --> 02:30:38.880]   It's cheer squad or the magazine or the newspaper, whatever it is.
[02:30:38.880 --> 02:30:44.600]   This fella that we were interviewing that was really smart, he said, "I had to pick something
[02:30:44.600 --> 02:30:51.760]   and so I picked a newspaper because I was like, 'Well, that looks easy, right?'
[02:30:51.760 --> 02:30:54.520]   Which is something to tell an editor in an interview.
[02:30:54.520 --> 02:30:57.680]   I couldn't do calculus, so I'm here."
[02:30:57.680 --> 02:30:59.400]   But he's like, "I love it."
[02:30:59.400 --> 02:31:01.160]   Did he find out, "This is a Harvard kid?
[02:31:01.160 --> 02:31:02.160]   This is a Harvard kid."
[02:31:02.160 --> 02:31:03.160]   Are you just writing for the Crimson?
[02:31:03.160 --> 02:31:04.160]   Yes.
[02:31:04.160 --> 02:31:09.160]   He found out that he loved it and he not only did the newspaper, but he did the magazine
[02:31:09.160 --> 02:31:10.160]   too.
[02:31:10.160 --> 02:31:13.560]   So very super cool.
[02:31:13.560 --> 02:31:19.800]   I thought that was a really good sign that at least one institution, and obviously where
[02:31:19.800 --> 02:31:25.360]   Harvard goes, a lot of colleges tend to follow, was embracing this idea that no matter what
[02:31:25.360 --> 02:31:33.600]   you learn, you critical thinking, analysis, having a broad learning profile is going
[02:31:33.600 --> 02:31:35.280]   to suit you really well.
[02:31:35.280 --> 02:31:36.840]   What was your major?
[02:31:36.840 --> 02:31:37.840]   My major?
[02:31:37.840 --> 02:31:42.240]   It was journalism until I had these fights with my journalism professors about that all
[02:31:42.240 --> 02:31:44.080]   the future was going to be online.
[02:31:44.080 --> 02:31:48.920]   They said, "No, they tried that in hyper-card down in Florida and people just don't want
[02:31:48.920 --> 02:31:49.920]   to read on screens."
[02:31:49.920 --> 02:31:50.920]   True.
[02:31:50.920 --> 02:31:54.880]   All people did in Florida with the interactive tests was by stamps.
[02:31:54.880 --> 02:31:57.600]   That shows you how long ago that was.
[02:31:57.600 --> 02:32:01.120]   This online thing is neat, but it's not going to ever happen.
[02:32:01.120 --> 02:32:04.240]   We tried it with prodigy.
[02:32:04.240 --> 02:32:06.320]   It's just not going to happen.
[02:32:06.320 --> 02:32:08.480]   And finally, I just can't learn anything from these people.
[02:32:08.480 --> 02:32:11.600]   In my very 18-year-old way, it was like, "I'm not going to learn anything from these
[02:32:11.600 --> 02:32:12.600]   people.
[02:32:12.600 --> 02:32:14.160]   They're complete idiots," which was your change too.
[02:32:14.160 --> 02:32:19.120]   So I went to Indiana University and they have a thing that's called create your own
[02:32:19.120 --> 02:32:22.000]   major, the College of Arts and Sciences.
[02:32:22.000 --> 02:32:27.880]   So I did a mix of history and English and Middle Eastern studies.
[02:32:27.880 --> 02:32:28.880]   That's really cool.
[02:32:28.880 --> 02:32:30.720]   That's what Amy would prescribe.
[02:32:30.720 --> 02:32:33.320]   Small world, Jason, where are you from?
[02:32:33.320 --> 02:32:38.360]   I'm from Fort Wayne, Indiana in Philadelphia, Pennsylvania.
[02:32:38.360 --> 02:32:40.280]   So I am a region rat.
[02:32:40.280 --> 02:32:43.320]   I'm from northwest Indiana.
[02:32:43.320 --> 02:32:46.760]   And I was on a full ride for the music school.
[02:32:46.760 --> 02:32:49.360]   So I went to IU, somewhat against me.
[02:32:49.360 --> 02:32:51.800]   You've got a couple of hoops, yeah.
[02:32:51.800 --> 02:32:52.800]   That's crazy.
[02:32:52.800 --> 02:32:56.360]   Yeah, my parents said I was allowed to go anywhere I wanted.
[02:32:56.360 --> 02:33:00.640]   But I had to have the same deal, which of course I wasn't going to get.
[02:33:00.640 --> 02:33:02.720]   So I went to the music school.
[02:33:02.720 --> 02:33:04.520]   I made it through my freshman year recital.
[02:33:04.520 --> 02:33:07.840]   I was a clarinet performance major.
[02:33:07.840 --> 02:33:09.360]   Dropped out, didn't tell anybody.
[02:33:09.360 --> 02:33:10.360]   Wow.
[02:33:10.360 --> 02:33:11.520]   And then points switched over.
[02:33:11.520 --> 02:33:13.400]   And I did the same kind of degree that you did.
[02:33:13.400 --> 02:33:16.360]   So mine was game theory, political science, and economics.
[02:33:16.360 --> 02:33:17.360]   Nice.
[02:33:17.360 --> 02:33:18.360]   Nice.
[02:33:18.360 --> 02:33:19.360]   Awesome.
[02:33:19.360 --> 02:33:20.360]   Yeah, so that's a crazy small world.
[02:33:20.360 --> 02:33:21.360]   Very cool, yes.
[02:33:21.360 --> 02:33:24.360]   I was a English major at Harvard at the time.
[02:33:24.360 --> 02:33:25.360]   Did you work with the Crimson?
[02:33:25.360 --> 02:33:26.360]   I did.
[02:33:26.360 --> 02:33:27.360]   I was a Crimson editor.
[02:33:27.360 --> 02:33:28.360]   In fact, I co-edited the magazine.
[02:33:28.360 --> 02:33:29.840]   You were the editor of the Crimson?
[02:33:29.840 --> 02:33:35.160]   No, I was the co-editor of 15 Minutes, which is the weekly magazine of the Harvard Crimson.
[02:33:35.160 --> 02:33:39.840]   But the point that I was getting to was that at the time, Harvard was pretty snobby about
[02:33:39.840 --> 02:33:41.000]   vocational anything.
[02:33:41.000 --> 02:33:43.920]   Like applied math was the only degree at Harvard.
[02:33:43.920 --> 02:33:45.920]   You're here to learn about the world.
[02:33:45.920 --> 02:33:46.920]   Right.
[02:33:46.920 --> 02:33:47.920]   There was a leader.
[02:33:47.920 --> 02:33:51.320]   There was very, like you could take computer science at Harvard, but it was really, really
[02:33:51.320 --> 02:33:52.320]   abstract.
[02:33:52.320 --> 02:33:55.920]   It wasn't very, it wasn't very hands on.
[02:33:55.920 --> 02:33:57.640]   But he was the interesting thing.
[02:33:57.640 --> 02:34:02.440]   Because of that, the Crimson has nothing to do with Harvard University.
[02:34:02.440 --> 02:34:05.040]   I mean, except obviously it has everything to do with Harvard University, but is not
[02:34:05.040 --> 02:34:08.040]   run by the universities completely funded by the students.
[02:34:08.040 --> 02:34:12.760]   We own our own presses, completely funded by the students, technically off campus.
[02:34:12.760 --> 02:34:16.920]   And what was interesting was that we were running a full-fledged website at the time,
[02:34:16.920 --> 02:34:19.160]   even though it was brand new, because there was nobody to tell us not to.
[02:34:19.160 --> 02:34:20.160]   Yeah.
[02:34:20.160 --> 02:34:24.720]   And the students kind of going like, "We have to have this, so we're going to start it."
[02:34:24.720 --> 02:34:25.720]   And that was cool.
[02:34:25.720 --> 02:34:30.560]   It was like, "Okay, well let's take that vocational part and move it kind of off campus."
[02:34:30.560 --> 02:34:35.120]   And I'm glad to hear that now they're kind of acknowledging that and helping people move
[02:34:35.120 --> 02:34:36.120]   into it.
[02:34:36.120 --> 02:34:39.040]   So you see kids you never know.
[02:34:39.040 --> 02:34:40.400]   Just get that education.
[02:34:40.400 --> 02:34:41.400]   Be cool.
[02:34:41.400 --> 02:34:42.400]   Stay in school.
[02:34:42.400 --> 02:34:43.400]   And someday--
[02:34:43.400 --> 02:34:44.400]   English is fine.
[02:34:44.400 --> 02:34:45.400]   Yeah, English is fine.
[02:34:45.400 --> 02:34:47.040]   It doesn't really matter.
[02:34:47.040 --> 02:34:49.720]   Learn as much as you can for as long as you can, really.
[02:34:49.720 --> 02:34:50.720]   Yes.
[02:34:50.720 --> 02:34:51.720]   What a great panel.
[02:34:51.720 --> 02:34:52.760]   Amy Webb, love having you on.
[02:34:52.760 --> 02:34:54.560]   The signals are talking.
[02:34:54.560 --> 02:34:55.560]   Why today's--
[02:34:55.560 --> 02:34:56.560]   Thanks.
[02:34:56.560 --> 02:34:57.560]   Can I--
[02:34:57.560 --> 02:34:58.560]   Oh, sorry.
[02:34:58.560 --> 02:34:59.560]   Plug.
[02:34:59.560 --> 02:35:00.560]   Can I plug?
[02:35:00.560 --> 02:35:01.560]   So our annual report just came out.
[02:35:01.560 --> 02:35:02.560]   It's almost 300 pages long.
[02:35:02.560 --> 02:35:03.560]   Where's mine?
[02:35:03.560 --> 02:35:04.560]   Free.
[02:35:04.560 --> 02:35:05.560]   Where's mine?
[02:35:05.560 --> 02:35:06.560]   I sent one.
[02:35:06.560 --> 02:35:07.560]   Oh, you did?
[02:35:07.560 --> 02:35:08.560]   Carsten.
[02:35:08.560 --> 02:35:10.360]   Are you boguarding the annual report?
[02:35:10.360 --> 02:35:11.360]   Don't go guard.
[02:35:11.360 --> 02:35:15.120]   This year-- so it's our annual report on emerging tech trends for the coming year.
[02:35:15.120 --> 02:35:20.440]   This year there's 225 across 20 industries.
[02:35:20.440 --> 02:35:21.440]   It's all free.
[02:35:21.440 --> 02:35:23.880]   So you can get it online at our website.
[02:35:23.880 --> 02:35:26.040]   And we printed like a handful of hard copies.
[02:35:26.040 --> 02:35:28.440]   But it debuted at South by Southwest.
[02:35:28.440 --> 02:35:30.240]   And now it's everywhere.
[02:35:30.240 --> 02:35:31.240]   So--
[02:35:31.240 --> 02:35:32.240]   Future.
[02:35:32.240 --> 02:35:33.240]   --for the future.
[02:35:33.240 --> 02:35:34.480]   --todayinstitute.com.
[02:35:34.480 --> 02:35:35.480]   And--
[02:35:35.480 --> 02:35:36.480]   Downloading it in.
[02:35:36.480 --> 02:35:38.640]   --tech trends report available for download.
[02:35:38.640 --> 02:35:39.640]   Yeah.
[02:35:39.640 --> 02:35:40.640]   How many months do you spend working on that?
[02:35:40.640 --> 02:35:41.640]   I probably a lot.
[02:35:41.640 --> 02:35:42.640]   That looks hard.
[02:35:42.640 --> 02:35:43.640]   No.
[02:35:43.640 --> 02:35:46.440]   This is our 11th annual-- like our 11th edition.
[02:35:46.440 --> 02:35:48.200]   So we've been doing this for 11 years.
[02:35:48.200 --> 02:35:49.560]   It takes a couple of months.
[02:35:49.560 --> 02:35:52.520]   But it's the research that we're always doing.
[02:35:52.520 --> 02:35:57.000]   Last year-- two years ago, I open sourced all of my methodology research tools and everything.
[02:35:57.000 --> 02:35:59.520]   So I want other people to use them and build on them.
[02:35:59.520 --> 02:36:00.520]   Wow.
[02:36:00.520 --> 02:36:01.520]   So we give everything away for free.
[02:36:01.520 --> 02:36:02.520]   That's--
[02:36:02.520 --> 02:36:03.520]   Wow.
[02:36:03.520 --> 02:36:04.520]   --so amazing.
[02:36:04.520 --> 02:36:05.520]   Isn't that nice?
[02:36:05.520 --> 02:36:06.520]   Look, here's your reading list.
[02:36:06.520 --> 02:36:10.760]   Oh, yeah, we put together our new ones coming out in two weeks.
[02:36:10.760 --> 02:36:15.320]   So every-- I think pretty strongly that if you want to understand the future, you also
