
[00:00:00.000 --> 00:00:02.500]   It's time for Twitch.
[02:00:01.280 --> 02:00:03.880]   Oh, you read either.
[02:00:03.880 --> 02:00:07.040]   Oddly enough, there is no privacy statement.
[02:00:07.040 --> 02:00:12.520]   The web says through Dine DNS, so they're using Dine DNS to do it.
[02:00:12.520 --> 02:00:14.720]   It's clearly like a hack, you know.
[02:00:14.720 --> 02:00:15.720]   It's a just a.
[02:00:15.720 --> 02:00:16.720]   Oh, yeah, totally.
[02:00:16.720 --> 02:00:17.720]   Yeah.
[02:00:17.720 --> 02:00:18.720]   Yeah.
[02:00:18.720 --> 02:00:21.000]   Well, if you remember back in the day with AIM, so you used to have all these like AIM add-ons.
[02:00:21.000 --> 02:00:24.200]   Like there was AIM plus and there was like all these other things that you could have.
[02:00:24.200 --> 02:00:28.000]   Like they would add additional features so that you could, you know, like do certain
[02:00:28.000 --> 02:00:32.900]   offline things and have like different away messages and people would hack the actual
[02:00:32.900 --> 02:00:35.200]   AIM program to do stuff.
[02:00:35.200 --> 02:00:40.520]   And then AOL would patch the client to not make that stuff work.
[02:00:40.520 --> 02:00:42.440]   And it was a whole cat and mouse game.
[02:00:42.440 --> 02:00:43.440]   Yeah.
[02:00:43.440 --> 02:00:45.520]   That was kind of how Trillion started, I believe.
[02:00:45.520 --> 02:00:48.360]   I was a big fan of Dead Aim, which removed ads.
[02:00:48.360 --> 02:00:49.360]   Yes, yes, yes.
[02:00:49.360 --> 02:00:50.360]   Dead Aim, yes, yes.
[02:00:50.360 --> 02:00:53.800]   Dead Aim was, do I do a teenage girl in the 90s?
[02:00:53.800 --> 02:00:55.560]   I don't, I still am.
[02:00:55.560 --> 02:00:56.560]   Okay.
[02:00:56.560 --> 02:00:57.560]   Love it.
[02:00:57.560 --> 02:00:58.560]   Love it.
[02:00:58.560 --> 02:00:59.560]   Do I have to go ahead?
[02:00:59.560 --> 02:01:00.560]   Just checking.
[02:01:00.560 --> 02:01:03.360]   No, Dead Aim was, no, because it was so much better because you could use certain stuff
[02:01:03.360 --> 02:01:05.520]   like keep logs and like it just, it was better.
[02:01:05.520 --> 02:01:06.520]   It was good.
[02:01:06.520 --> 02:01:10.840]   We actually used, we actually used Dead Aim at the, I mean, not Dead Aim, we used AIM at
[02:01:10.840 --> 02:01:13.320]   the Chronicle to communicate with each other.
[02:01:13.320 --> 02:01:14.320]   Right.
[02:01:14.320 --> 02:01:15.960]   When, um, that makes sense.
[02:01:15.960 --> 02:01:21.440]   The early, uh, these paper computer systems, which were, uh, you know, client server computer
[02:01:21.440 --> 02:01:26.280]   systems, had built in messaging and we used it a lot when we went to PC systems, they
[02:01:26.280 --> 02:01:27.280]   didn't have that.
[02:01:27.280 --> 02:01:30.440]   And so we started using AIM to communicate with each other.
[02:01:30.440 --> 02:01:36.680]   And we did, I had AIM on my computer until last year, really, when they killed it.
[02:01:36.680 --> 02:01:39.240]   You know, I had, I had, um, I had AIDEM forever.
[02:01:39.240 --> 02:01:40.240]   Oh, yeah.
[02:01:40.240 --> 02:01:41.240]   I loved AIDEM, yeah.
[02:01:41.240 --> 02:01:42.240]   Yeah.
[02:01:42.240 --> 02:01:44.520]   You know, and, and had, you know, that was so great because you could have like, you know,
[02:01:44.520 --> 02:01:48.880]   your Google Messenger and your aim and, you know, at the time, like Apple used AIMs back
[02:01:48.880 --> 02:01:54.720]   in for a, or Jabber, whatever for a, for, uh, for a mobile me messages or whatever.
[02:01:54.720 --> 02:01:58.360]   So if you had like a, the dot Mac accounts or whatever, um, you know, you could do that
[02:01:58.360 --> 02:02:02.320]   for, for that chat, but, uh, yeah.
[02:02:02.320 --> 02:02:03.320]   And that's Trillion.
[02:02:03.320 --> 02:02:05.320]   Trillion, Trillion was good.
[02:02:05.320 --> 02:02:06.320]   Trillion.
[02:02:06.320 --> 02:02:07.320]   Yeah.
[02:02:07.320 --> 02:02:12.720]   Pigeon, you know, in, in Mojave, there is still a setting where you can add an AOL account.
[02:02:12.720 --> 02:02:14.280]   They have not removed that.
[02:02:14.280 --> 02:02:15.280]   So that would work with this.
[02:02:15.280 --> 02:02:18.680]   You could, uh, you could, cause you just have to set, set up the proxy.
[02:02:18.680 --> 02:02:19.680]   Yeah.
[02:02:19.680 --> 02:02:20.680]   I have to try that.
[02:02:20.680 --> 02:02:22.680]   It'd be kind of fun.
[02:02:22.680 --> 02:02:24.520]   Uh, a sad note.
[02:02:24.520 --> 02:02:26.680]   We like to end the show on a sad note.
[02:02:26.680 --> 02:02:33.920]   Uh, yesterday, the end of stumble upon another nostalgic trip down memory lane.
[02:02:33.920 --> 02:02:37.240]   You young people don't remember, but back in the old days.
[02:02:37.240 --> 02:02:38.240]   Yeah.
[02:02:38.240 --> 02:02:42.760]   We used to get a lot of, Nashville used to get a lot of traffic from stumble upon actually.
[02:02:42.760 --> 02:02:43.760]   That must have been a space.
[02:02:43.760 --> 02:02:47.640]   There was a time when, when they, when people wouldn't, it actually would.
[02:02:47.640 --> 02:02:49.480]   We had like, some old buttons on our website.
[02:02:49.480 --> 02:02:54.480]   So, uh, but actually, but before anybody feels too bad, Garrett Camp, who, uh, found a
[02:02:54.480 --> 02:02:58.640]   stumble upon, sold it, bought it back, uh, also co-founded Uber.
[02:02:58.640 --> 02:02:59.640]   So he's fine.
[02:02:59.640 --> 02:03:01.760]   Oh, not bad.
[02:03:01.760 --> 02:03:02.760]   Not bad.
[02:03:02.760 --> 02:03:03.760]   Yeah.
[02:03:03.760 --> 02:03:08.000]   The stumble button, you'd press it and get a random website every time.
[02:03:08.000 --> 02:03:11.360]   Stumble upon FARC and, uh, slash dot.
[02:03:11.360 --> 02:03:13.360]   That was a three big traffic drivers.
[02:03:13.360 --> 02:03:15.760]   We're back to FARC still around slash dot.
[02:03:15.760 --> 02:03:16.760]   FARC is still around.
[02:03:16.760 --> 02:03:17.760]   Yep.
[02:03:17.760 --> 02:03:18.760]   Yeah.
[02:03:18.760 --> 02:03:20.880]   In fact, Drew ran for governor last year, lost.
[02:03:20.880 --> 02:03:21.880]   Thank goodness.
[02:03:21.880 --> 02:03:26.520]   But you want to be the governor of Kentucky.
[02:03:26.520 --> 02:03:30.760]   Ladies and gentlemen, this concludes this edition of this week in tech, Wesley Faulkner.
[02:03:30.760 --> 02:03:32.760]   Congratulations on the new job.
[02:03:32.760 --> 02:03:34.520]   Congratulations on the move.
[02:03:34.520 --> 02:03:35.520]   Thank you.
[02:03:35.520 --> 02:03:36.520]   Very exciting for you.
[02:03:36.520 --> 02:03:40.000]   You'll be working on developer relations at IBM.
[02:03:40.000 --> 02:03:44.200]   If you're a developer, what developer of what, like what kind of stuff?
[02:03:44.200 --> 02:03:45.200]   So IBM systems.
[02:03:45.200 --> 02:03:51.680]   So if you are in charge of a infrastructure for your company, uh, that is looking to be
[02:03:51.680 --> 02:03:58.720]   on the forefront of cutting edge technology that includes quantum computing, that includes
[02:03:58.720 --> 02:04:00.720]   a machine learning, all that stuff.
[02:04:00.720 --> 02:04:02.280]   Uh, that's what I'll be.
[02:04:02.280 --> 02:04:03.280]   Nice.
[02:04:03.280 --> 02:04:04.280]   Oh, that's exciting.
[02:04:04.280 --> 02:04:05.280]   Isn't that exciting?
[02:04:05.280 --> 02:04:06.960]   Congratulations on the new job.
[02:04:06.960 --> 02:04:07.960]   That's really great.
[02:04:07.960 --> 02:04:08.960]   Thank you.
[02:04:08.960 --> 02:04:11.200]   That's a great night before.
[02:04:11.200 --> 02:04:12.200]   Good luck.
[02:04:12.200 --> 02:04:13.560]   Yeah, I won't be sleeping tonight.
[02:04:13.560 --> 02:04:14.560]   Nope.
[02:04:14.560 --> 02:04:16.880]   First, like the first day of school.
[02:04:16.880 --> 02:04:17.880]   Yeah.
[02:04:17.880 --> 02:04:21.560]   I haven't had a new job in decades.
[02:04:21.560 --> 02:04:24.320]   And I hope to God I never have one.
[02:04:24.320 --> 02:04:26.320]   That would be bad.
[02:04:26.320 --> 02:04:28.560]   Chris, for an eight years.
[02:04:28.560 --> 02:04:29.560]   Really?
[02:04:29.560 --> 02:04:30.560]   It's been eight years.
[02:04:30.560 --> 02:04:31.560]   You're a FSC for years?
[02:04:31.560 --> 02:04:34.720]   No, I'm saying for you for me to get your money back.
[02:04:34.720 --> 02:04:38.800]   Uh, my, to get the money back for the move to the new studio.
[02:04:38.800 --> 02:04:39.800]   Oh, eight years.
[02:04:39.800 --> 02:04:43.560]   Yeah, I guess the new studio is kind of like a new job, new studio.
[02:04:43.560 --> 02:04:44.560]   Yeah.
[02:04:44.560 --> 02:04:45.560]   I can't retire.
[02:04:45.560 --> 02:04:46.560]   It's not to get my money back.
[02:04:46.560 --> 02:04:49.040]   We just have a lease for eight years, so I can't leave.
[02:04:49.040 --> 02:04:52.880]   I have to pay rent on this studio.
[02:04:52.880 --> 02:04:55.920]   And I might be, I'll just move in here.
[02:04:55.920 --> 02:04:56.920]   Just live here.
[02:04:56.920 --> 02:04:57.920]   Yeah.
[02:04:57.920 --> 02:05:00.120]   Christina Warren, it's great to have you.
[02:05:00.120 --> 02:05:02.520]   She's film girl on the Twitter film underscore girl.
[02:05:02.520 --> 02:05:04.880]   That's better than what is it?
[02:05:04.880 --> 02:05:05.880]   TV free.
[02:05:05.880 --> 02:05:06.880]   TV free for the pH.
[02:05:06.880 --> 02:05:07.880]   Yeah.
[02:05:07.880 --> 02:05:10.720]   What TV show was your big go-to show?
[02:05:10.720 --> 02:05:13.040]   Was it Gossip Girl or is that two of us?
[02:05:13.040 --> 02:05:15.200]   That was later, although I was very into Gossip Girl.
[02:05:15.200 --> 02:05:18.600]   Meryl's Place, Dawson's Creek were both big ones for me.
[02:05:18.600 --> 02:05:20.240]   90210 or is that too old?
[02:05:20.240 --> 02:05:21.240]   90210, I love 90210.
[02:05:21.240 --> 02:05:23.800]   Yeah, but Meryl's Place, I liked better than 90210.
[02:05:23.800 --> 02:05:27.280]   But that was the spinoff with Heather Locklear.
[02:05:27.280 --> 02:05:29.880]   And it was, I was, I was a little young for it.
[02:05:29.880 --> 02:05:32.800]   I'll be honest, but it was my favorite show.
[02:05:32.800 --> 02:05:37.840]   And in fact, if you find somewhere on like the all.tv.meryl's Place, like news group
[02:05:37.840 --> 02:05:43.360]   groups, there's some sort of message from like a nine year old me, which was my first
[02:05:43.360 --> 02:05:44.360]   time like on the internet.
[02:05:44.360 --> 02:05:47.200]   I found it like 10 years ago or something.
[02:05:47.200 --> 02:05:49.480]   And it was kind of horrifying.
[02:05:49.480 --> 02:05:51.000]   Where Heather Locklear was in trouble.
[02:05:51.000 --> 02:05:52.000]   Oh, yeah.
[02:05:52.000 --> 02:05:53.000]   No, I know.
[02:05:53.000 --> 02:05:54.000]   I saw that's really sad.
[02:05:54.000 --> 02:05:55.000]   That's too bad.
[02:05:55.000 --> 02:05:56.000]   Yeah.
[02:05:56.000 --> 02:05:57.760]   It happens, you know?
[02:05:57.760 --> 02:05:58.760]   Yeah.
[02:05:58.760 --> 02:06:03.040]   I know I went through a period, you know, being a child star and all.
[02:06:03.040 --> 02:06:07.040]   Dwight Silverman, he is with the Houston Cro- he's in the out.
[02:06:07.040 --> 02:06:08.040]   There we go.
[02:06:08.040 --> 02:06:09.040]   That's what I want.
[02:06:09.040 --> 02:06:10.040]   Very refreshing.
[02:06:10.040 --> 02:06:11.040]   That's what I want.
[02:06:11.040 --> 02:06:12.040]   He's right there.
[02:06:12.040 --> 02:06:15.600]   He works the Houston Chronicle branch office in Zermatt.
[02:06:15.600 --> 02:06:23.000]   He is also in charge of the tech burger and he's working on the fuel fix or whatever
[02:06:23.000 --> 02:06:24.000]   it's called.
[02:06:24.000 --> 02:06:25.000]   Yeah.
[02:06:25.000 --> 02:06:26.000]   It's great to have you.
[02:06:26.000 --> 02:06:27.200]   So, so nice to see you.
[02:06:27.200 --> 02:06:29.360]   Anything else you want to plug?
[02:06:29.360 --> 02:06:33.240]   No, no, I think that you've, you hit all the high points, Leo.
[02:06:33.240 --> 02:06:34.840]   I just love doing the show.
[02:06:34.840 --> 02:06:35.840]   Thank you.
[02:06:35.840 --> 02:06:37.240]   I've done it with Christina before.
[02:06:37.240 --> 02:06:38.240]   She's great.
[02:06:38.240 --> 02:06:41.640]   And Wesley, the next time I'm in Austin, can I look yet?
[02:06:41.640 --> 02:06:42.640]   Oh, absolutely.
[02:06:42.640 --> 02:06:43.640]   Yeah.
[02:06:43.640 --> 02:06:44.640]   I'm happy.
[02:06:44.640 --> 02:06:45.640]   Great.
[02:06:45.640 --> 02:06:46.640]   Let's go.
[02:06:46.640 --> 02:06:48.040]   You can go visit him and talk to Watson and they're going to Watson in the closet.
[02:06:48.040 --> 02:06:49.640]   It's really cool.
[02:06:49.640 --> 02:06:51.440]   Can we, can we go to Scholz Garden?
[02:06:51.440 --> 02:06:52.440]   Oh, yeah.
[02:06:52.440 --> 02:06:53.440]   Oh, now we're starting.
[02:06:53.440 --> 02:06:54.440]   Right off.
[02:06:54.440 --> 02:06:56.640]   You're off in a little K. Yeah, let's do it.
[02:06:56.640 --> 02:06:57.640]   Yeah.
[02:06:57.640 --> 02:06:59.680]   I think we should have a party at the next South's pie.
[02:06:59.680 --> 02:07:01.240]   We all get together and do a show.
[02:07:01.240 --> 02:07:02.240]   Yeah.
[02:07:02.240 --> 02:07:03.240]   That sounds good.
[02:07:03.240 --> 02:07:04.240]   Yeah.
[02:07:04.240 --> 02:07:05.240]   Doesn't that sound like fun?
[02:07:05.240 --> 02:07:07.280]   It's just a spring.
[02:07:07.280 --> 02:07:10.800]   This weekend tech comes to you every Sunday afternoon, about 3 p.m.
[02:07:10.800 --> 02:07:12.200]   Pacific, 6 p.m.
[02:07:12.200 --> 02:07:14.000]   Eastern Time, 2200 UTC.
[02:07:14.000 --> 02:07:16.400]   If you want to watch, there's a few ways you can do it.
[02:07:16.400 --> 02:07:17.400]   You can always join us in the studio.
[02:07:17.400 --> 02:07:19.160]   A wonderful studio audience.
[02:07:19.160 --> 02:07:23.400]   Well, there were really only four fans in the studio, but they brought their families.
[02:07:23.400 --> 02:07:24.400]   Awesome.
[02:07:24.400 --> 02:07:25.400]   Yeah.
[02:07:25.400 --> 02:07:27.360]   So, and you know what?
[02:07:27.360 --> 02:07:32.840]   They were a very, a very patient group from Plano, Texas.
[02:07:32.840 --> 02:07:34.360]   We had the wind family.
[02:07:34.360 --> 02:07:35.360]   Nice to have you.
[02:07:35.360 --> 02:07:36.600]   Thank you for coming.
[02:07:36.600 --> 02:07:39.360]   How did the, did you enjoy it?
[02:07:39.360 --> 02:07:40.360]   Yeah.
[02:07:40.360 --> 02:07:45.880]   Uh, dad did, uh, from, from Fort Lauderdale.
[02:07:45.880 --> 02:07:47.880]   We had the Walker family, the teenage girls.
[02:07:47.880 --> 02:07:49.440]   Did you, did you have a great fun?
[02:07:49.440 --> 02:07:51.440]   Yeah, they're just pretending.
[02:07:51.440 --> 02:07:53.160]   Yeah, they're just pretending.
[02:07:53.160 --> 02:07:55.160]   Brian Beverly from Venetian.
[02:07:55.160 --> 02:07:57.280]   It's check under your seats.
[02:07:57.280 --> 02:07:59.880]   Everybody will find a copy of AIM.
[02:07:59.880 --> 02:08:00.880]   Whoa.
[02:08:00.880 --> 02:08:05.160]   An AOL disc for you and for you and for you and you get an AOL disc.
[02:08:05.160 --> 02:08:07.520]   Can you get an AOL disc?
