
[00:00:00.000 --> 00:00:01.000]   Let's do the twit.
[01:22:32.480 --> 01:22:33.480]   Yeah, no, that's not a problem.
[01:22:33.480 --> 01:22:34.480]   We would love to have some women.
[01:22:34.480 --> 01:22:35.480]   Jessica will be back.
[01:22:35.480 --> 01:22:39.480]   That's just, you know, five weenies and whatever I said in that
[01:22:39.480 --> 01:22:40.480]   posting.
[01:22:40.480 --> 01:22:41.480]   What did you say?
[01:22:41.480 --> 01:22:43.480]   I think the show consists of five blow hearts and a weenie.
[01:22:43.480 --> 01:22:45.480]   And you're not going to identify the weenie?
[01:22:45.480 --> 01:22:46.480]   Of course not.
[01:22:46.480 --> 01:22:50.480]   So we'd like to have some female blow hearts too.
[01:22:50.480 --> 01:22:53.480]   Yeah, well, you can't have a female weenie or could you?
[01:22:53.480 --> 01:22:54.480]   I'm out of here.
[01:22:54.480 --> 01:22:55.480]   I'll edit that part out.
[01:22:55.480 --> 01:22:56.480]   Go ahead.
[01:22:56.480 --> 01:22:57.480]   Good call.
[01:22:57.480 --> 01:22:58.480]   Another question.
[01:22:58.480 --> 01:22:59.480]   Yeah, hi.
[01:22:59.480 --> 01:23:02.480]   I just wanted to ask a question about privacy issues.
[01:23:02.480 --> 01:23:06.480]   I'm into genealogy and I'm always looking up dead people and I
[01:23:06.480 --> 01:23:08.480]   happen to look up live people.
[01:23:08.480 --> 01:23:13.480]   And to my surprise, I can find online unprotected my birthday,
[01:23:13.480 --> 01:23:15.480]   my mother's maiden name and everything.
[01:23:15.480 --> 01:23:16.480]   My home address.
[01:23:16.480 --> 01:23:18.480]   Your home address, everything.
[01:23:18.480 --> 01:23:21.480]   And so this is what my bank and my credit card asked me to
[01:23:21.480 --> 01:23:22.480]   protect my account.
[01:23:22.480 --> 01:23:25.480]   So what do you suggest we do?
[01:23:25.480 --> 01:23:27.480]   I mean, I'm safe.
[01:23:27.480 --> 01:23:28.480]   I got married.
[01:23:28.480 --> 01:23:29.480]   They can't find me.
[01:23:29.480 --> 01:23:31.480]   But you guys, you know, they will find me.
[01:23:31.480 --> 01:23:33.480]   I don't have a suggestion.
[01:23:33.480 --> 01:23:35.480]   I think the problem is, is stuff is public.
[01:23:35.480 --> 01:23:36.480]   Yeah.
[01:23:36.480 --> 01:23:37.480]   I move frequently.
[01:23:37.480 --> 01:23:38.480]   Yeah.
[01:23:38.480 --> 01:23:39.480]   Changing an address.
[01:23:39.480 --> 01:23:41.480]   Three or four times in one year helps a lot.
[01:23:41.480 --> 01:23:45.480]   If you didn't buy, the problem is you're involved yourself in
[01:23:45.480 --> 01:23:46.480]   the economy.
[01:23:46.480 --> 01:23:49.480]   If you didn't buy a house, if you didn't have a credit card,
[01:23:49.480 --> 01:23:51.480]   if you had no, if you don't vote, if you don't have a data
[01:23:51.480 --> 01:23:53.480]   trail, you were invisible.
[01:23:53.480 --> 01:23:55.480]   But I mean, we all want to live in the economy.
[01:23:55.480 --> 01:23:58.480]   But this is being put out by official records from what state
[01:23:58.480 --> 01:24:00.480]   of California, by a record from the various.
[01:24:00.480 --> 01:24:04.480]   Remember that for years, county records and for good reason
[01:24:04.480 --> 01:24:07.480]   were made public, but you had to go to the county cornhouse to
[01:24:07.480 --> 01:24:08.480]   see them.
[01:24:08.480 --> 01:24:09.480]   Well, now those records are online.
[01:24:09.480 --> 01:24:11.480]   And I think that probably the best thing to do is to go to your
[01:24:11.480 --> 01:24:16.480]   state legislature and say, we -- and this happened with Teresa
[01:24:16.480 --> 01:24:20.480]   Saldana case where she's an actress who was salted by a
[01:24:20.480 --> 01:24:23.480]   stalker who found her home information in DMV records that
[01:24:23.480 --> 01:24:24.480]   were online.
[01:24:24.480 --> 01:24:27.480]   At that time, the state of California yanked those DMV
[01:24:27.480 --> 01:24:28.480]   records.
[01:24:28.480 --> 01:24:31.480]   And so they need to do the same for other local records.
[01:24:31.480 --> 01:24:33.480]   But right now, that's who has to do something about it.
[01:24:33.480 --> 01:24:37.480]   You cannot protect yourself because those things are public
[01:24:37.480 --> 01:24:38.480]   records.
[01:24:38.480 --> 01:24:39.480]   You know what?
[01:24:39.480 --> 01:24:41.480]   We just bought a house and I get in the mail every day
[01:24:41.480 --> 01:24:44.480]   solicitations to refinance my house with the exact amount I
[01:24:44.480 --> 01:24:45.480]   paid for the house.
[01:24:45.480 --> 01:24:47.480]   You have a bull's on your forehead as soon as you buy a
[01:24:47.480 --> 01:24:48.480]   house nowadays.
[01:24:48.480 --> 01:24:51.480]   Have a baby and you start every year now that my child has a
[01:24:51.480 --> 01:24:54.480]   birthday, a male, a good junk male from people that the
[01:24:54.480 --> 01:24:57.480]   hospital sold my information to.
[01:24:57.480 --> 01:24:59.480]   So it's very hard to protect yourself.
[01:24:59.480 --> 01:25:01.480]   And I think that really that's the only people that can do
[01:25:01.480 --> 01:25:02.480]   anything about it.
[01:25:02.480 --> 01:25:05.480]   >> There's a long tradition of people walking into the DMV
[01:25:05.480 --> 01:25:08.480]   office with a $100 bill and a plate number going through
[01:25:08.480 --> 01:25:09.480]   former police officers.
[01:25:09.480 --> 01:25:10.480]   >> You can always get it.
[01:25:10.480 --> 01:25:12.480]   >> It doesn't cost 100 bucks anymore.
[01:25:12.480 --> 01:25:13.480]   >> Yeah, you know, online.
[01:25:13.480 --> 01:25:14.480]   >> Always get that.
[01:25:14.480 --> 01:25:16.480]   >> There's full rundown just about anybody.
[01:25:16.480 --> 01:25:17.480]   >> It's a shame.
[01:25:17.480 --> 01:25:19.480]   >> There's a nasty side to the whole information that wants to
[01:25:19.480 --> 01:25:20.480]   be free.
[01:25:20.480 --> 01:25:22.480]   And the flip side is information is a very interesting
[01:25:22.480 --> 01:25:23.480]   habit of following.
[01:25:23.480 --> 01:25:25.480]   If there's money, the information's out there.
[01:25:25.480 --> 01:25:27.480]   >> You can move, you can chase your phone number.
[01:25:27.480 --> 01:25:30.480]   Basically without dropping out of society and going to a
[01:25:30.480 --> 01:25:33.480]   barter system, moving to Baja and checking off the grid,
[01:25:33.480 --> 01:25:35.480]   your information's out there.
[01:25:35.480 --> 01:25:38.480]   >> Human rates is a really interesting point though because
[01:25:38.480 --> 01:25:41.480]   that is the flip side of the thing that we celebrate so much
[01:25:41.480 --> 01:25:43.480]   is that information wants to be free.
[01:25:43.480 --> 01:25:44.480]   Music wants to get out there.
[01:25:44.480 --> 01:25:47.480]   This stuff, the podcast, the video wants to get out there and
[01:25:47.480 --> 01:25:48.480]   spread itself.
[01:25:48.480 --> 01:25:51.480]   Information doesn't discriminate between your personal
[01:25:51.480 --> 01:25:53.480]   information and anything else.
[01:25:53.480 --> 01:25:54.480]   All of it wants to be free.
[01:25:54.480 --> 01:25:57.480]   This is the flip side of the technology.
[01:25:57.480 --> 01:25:59.480]   >> There needs to be some legislation.
[01:25:59.480 --> 01:26:00.480]   That's what needs to happen.
[01:26:00.480 --> 01:26:01.480]   >> I think it's the only way, frankly.
[01:26:01.480 --> 01:26:04.480]   You can't trust the government to do the right thing in this case.
[01:26:04.480 --> 01:26:05.480]   Can you?
[01:26:05.480 --> 01:26:07.480]   >> All these jerks that are in there and put some --
[01:26:07.480 --> 01:26:10.480]   >> Commercial interests want this information.
[01:26:10.480 --> 01:26:12.480]   >> It really needs to be an opt-in system.
[01:26:12.480 --> 01:26:13.480]   Unless you say otherwise.
[01:26:13.480 --> 01:26:15.480]   >> One final comment.
[01:26:15.480 --> 01:26:18.480]   >> Next time for your next free broadcast.
[01:26:18.480 --> 01:26:23.480]   Why don't you solicit duct tape so you can tape down all of
[01:26:23.480 --> 01:26:24.480]   the records.
[01:26:24.480 --> 01:26:26.480]   >> You should see this.
[01:26:26.480 --> 01:26:29.480]   You will if you watch the video version of it.
[01:26:29.480 --> 01:26:31.480]   It's all carefully designed.
[01:26:31.480 --> 01:26:34.480]   >> All of us at work at tech TV have tons of gaffers tape.
[01:26:34.480 --> 01:26:36.480]   >> That's where it's all handy.
[01:26:36.480 --> 01:26:41.480]   >> I have a pledge to keep this podcast down to CD length.
[01:26:41.480 --> 01:26:43.480]   We've already exceeded that.
[01:26:43.480 --> 01:26:47.480]   I'm trying to keep it down to 2 CD length for this particular
[01:26:47.480 --> 01:26:50.480]   podcast so that we can make -- what we'll do is we'll split it
[01:26:50.480 --> 01:26:55.480]   up to a half and we'll have a two hour ten minute version.
[01:26:55.480 --> 01:26:58.480]   How many of you just add a curiosity?
[01:26:58.480 --> 01:27:02.480]   How many of you listen to the podcast on your computer?
[01:27:02.480 --> 01:27:03.480]   Most of you.
[01:27:03.480 --> 01:27:06.480]   How many of you listen to it on portable devices?
[01:27:06.480 --> 01:27:07.480]   About an equal number.
[01:27:07.480 --> 01:27:10.480]   How many of you burn it to a CD?
[01:27:10.480 --> 01:27:11.480]   Just a few.
[01:27:11.480 --> 01:27:12.480]   A handful.
[01:27:12.480 --> 01:27:14.480]   Those are the ones we're doing that for.
[01:27:14.480 --> 01:27:15.480]   >> Forget it.
[01:27:15.480 --> 01:27:19.480]   Obviously it's not an existing market.
[01:27:19.480 --> 01:27:21.480]   >> Well, I think it's a nice thing to do.
[01:27:21.480 --> 01:27:22.480]   I don't know.
[01:27:22.480 --> 01:27:24.480]   How many of you listen to the mp3 version?
[01:27:24.480 --> 01:27:26.480]   Aac version.
[01:27:26.480 --> 01:27:29.480]   Aug version.
[01:27:29.480 --> 01:27:30.480]   >> Yeah.
[01:27:30.480 --> 01:27:31.480]   >> Yeah.
[01:27:31.480 --> 01:27:32.480]   >> Yeah.
[01:27:32.480 --> 01:27:33.480]   >> Yeah.
[01:27:33.480 --> 01:27:34.480]   >> Yeah.
[01:27:34.480 --> 01:27:35.480]   >> Yeah.
[01:27:35.480 --> 01:27:36.480]   >> Yeah.
[01:27:36.480 --> 01:27:37.480]   >> Yeah.
[01:27:37.480 --> 01:27:38.480]   >> Yeah.
[01:27:38.480 --> 01:27:39.480]   >> Yeah.
[01:27:39.480 --> 01:27:40.480]   >> Yeah.
[01:27:40.480 --> 01:27:41.480]   >> Yeah.
[01:27:41.480 --> 01:27:42.480]   >> Yeah.
[01:27:42.480 --> 01:27:43.480]   >> Yeah.
[01:27:43.480 --> 01:27:44.480]   >> Yeah.
[01:27:44.480 --> 01:27:45.480]   >> Yeah.
[01:27:45.480 --> 01:27:46.480]   >> Yeah.
[01:27:46.480 --> 01:27:47.480]   >> Yeah.
[01:27:47.480 --> 01:27:48.480]   >> Yeah.
[01:27:48.480 --> 01:27:53.480]   >> So how many of you listen to the 32 kilobits or the lower version or would like an even lower quality version?
[01:27:53.480 --> 01:27:54.480]   You like the high quality version?
[01:27:54.480 --> 01:27:55.480]   >> Yeah.
[01:27:55.480 --> 01:27:58.480]   >> Most people have enough bandwidth that they can download the high quality version.
[01:27:58.480 --> 01:28:06.480]   Finally, if we were to create a merchandising store at, let's say, Think Geek with t-shirts, mug sweatshirts,
[01:28:06.480 --> 01:28:10.480]   patent Norton masks, would you buy merchandise?
[01:28:10.480 --> 01:28:11.480]   All right.
[01:28:11.480 --> 01:28:13.480]   >> Put the guitar on there too.
[01:28:13.480 --> 01:28:15.480]   >> I'd like to thank Roger McQuinn for being here.
[01:28:15.480 --> 01:28:16.480]   It was so great to have him.
[01:28:16.480 --> 01:28:18.480]   >> Thank you for having me.
[01:28:18.480 --> 01:28:19.480]   >> Just a real thrill.
[01:28:19.480 --> 01:28:20.480]   >> Just a real pleasure.
[01:28:20.480 --> 01:28:22.480]   >> Patrick, you've got to give back to guitar now.
[01:28:22.480 --> 01:28:23.480]   I'm sorry.
[01:28:23.480 --> 01:28:25.480]   Patrick's been like Elvis for most of this podcast.
[01:28:25.480 --> 01:28:27.480]   He's been holding the guitar.
[01:28:27.480 --> 01:28:28.480]   Not playing it, just holding it.
[01:28:28.480 --> 01:28:30.480]   >> Yeah, running scales.
[01:28:30.480 --> 01:28:33.480]   >> Patrick is on TV again on the Internet.
[01:28:33.480 --> 01:28:35.480]   Digitallifetv.com.
[01:28:35.480 --> 01:28:36.480]   >> Dot com.
[01:28:36.480 --> 01:28:42.480]   David Prager is, of course, working for System and Revision 3, putting out more IPTV with Kevin Rose.
[01:28:42.480 --> 01:28:46.480]   The great Robert Herron is available at PC Magazine.com.
[01:28:46.480 --> 01:28:48.480]   He's their HDTV King.
[01:28:48.480 --> 01:28:50.480]   Kevin Rose, you want to tell us anything about what you're up to?
[01:28:50.480 --> 01:28:52.480]   I know you've got a lot of projects.
[01:28:52.480 --> 01:28:54.480]   >> Mostly trying to scale Dig right now.
[01:28:54.480 --> 01:28:55.480]   Dig is really taking off.
[01:28:55.480 --> 01:28:57.480]   Dig is amazing.
[01:28:57.480 --> 01:28:58.480]   D-I-G-G.com.
[01:28:58.480 --> 01:29:03.480]   We've got to work out a way that I can get you the show notes so that you have them on Dig.
[01:29:03.480 --> 01:29:05.480]   We'll figure this out.
[01:29:05.480 --> 01:29:07.480]   Right now, it goes out at the same time.
[01:29:07.480 --> 01:29:10.480]   You can always get it off the website, but you probably want it ahead of time.
[01:29:10.480 --> 01:29:11.480]   >> Yeah, we'll figure it out.
[01:29:11.480 --> 01:29:12.480]   >> Yeah.
[01:29:12.480 --> 01:29:14.480]   >> John C. Devorak at Devorak.org/blog.
[01:29:14.480 --> 01:29:18.480]   >> PC Magazine, Market Watch, here and there.
[01:29:18.480 --> 01:29:20.480]   >> It's like Devorak.org/blog.
[01:29:20.480 --> 01:29:22.480]   We'll link to those other things.
[01:29:22.480 --> 01:29:25.480]   >> And ladies and gentlemen, does John get any spam?
[01:29:25.480 --> 01:29:26.480]   >> No.
[01:29:26.480 --> 01:29:27.480]   >> No spam.
[01:29:27.480 --> 01:29:30.480]   John, I get no spam, Devorak.
[01:29:30.480 --> 01:29:33.480]   And I want to introduce somebody who we haven't talked to yet.
[01:29:33.480 --> 01:29:37.480]   Ashley, I call him Ashley Twitt, Ashley Witt, who is a composer.
[01:29:37.480 --> 01:29:40.480]   He's done music for many movies you've seen.
[01:29:40.480 --> 01:29:46.480]   He works with Richard Burton, Tim Burton, and a number of other people.
[01:29:46.480 --> 01:29:49.480]   He's the guy who did this great doing the Twitt theme.
[01:29:49.480 --> 01:29:51.480]   I just want to thank you for that, Ashley.
[01:29:51.480 --> 01:29:54.480]   It's just really a great contribution.
[01:29:54.480 --> 01:29:58.480]   How did you come up with that?
[01:29:58.480 --> 01:30:03.480]   >> Well, before you started Twitt, I don't even think you remember it, but you were in the
[01:30:03.480 --> 01:30:09.480]   KFI chat room and you actually mentioned some of the stuff that you'd like to hear in a
[01:30:09.480 --> 01:30:10.480]   video.
[01:30:10.480 --> 01:30:11.480]   >> Oh, I did.
[01:30:11.480 --> 01:30:12.480]   I don't remember that.
[01:30:12.480 --> 01:30:15.480]   >> And you wanted a little guitar, you wanted to be upbeat, a little hip-hop-ish.
[01:30:15.480 --> 01:30:19.480]   You put a few songs up for people to listen to.
[01:30:19.480 --> 01:30:25.480]   And pretty much within a few days, I had just like, what was it, like 30 seconds or something
[01:30:25.480 --> 01:30:26.480]   like that, I think.
[01:30:26.480 --> 01:30:30.480]   And I sent you an email, but I didn't hear anything, so I thought, whatever.
[01:30:30.480 --> 01:30:32.480]   I'll just let it go.
[01:30:32.480 --> 01:30:33.480]   Somebody will put some music.
[01:30:33.480 --> 01:30:37.480]   And then one of the guys in the chat room, and I think you were one of them that pushed
[01:30:37.480 --> 01:30:39.480]   me along there, William.
[01:30:39.480 --> 01:30:42.480]   But there were actually a couple that just said, you need more, you need more.
[01:30:42.480 --> 01:30:43.480]   You got to put more.
[01:30:43.480 --> 01:30:44.480]   You got to have Leo listen to this.
[01:30:44.480 --> 01:30:46.480]   And then they kept bugging in the chat room.
