
[00:00:00.000 --> 00:00:02.000]   It's time for Twit.
[01:38:47.720 --> 01:38:51.280]   I think that's great that they fired them and that's great that they're losing business.
[01:38:51.280 --> 01:38:52.440]   That's what needs to happen.
[01:38:52.440 --> 01:38:53.680]   Is that, are they losing business?
[01:38:53.680 --> 01:38:54.680]   Wow.
[01:38:54.680 --> 01:38:55.680]   I think they lost a lot of business.
[01:38:55.680 --> 01:38:56.680]   Wow.
[01:38:56.680 --> 01:38:58.920]   They're coming back and I go still go there by pay cash.
[01:38:58.920 --> 01:39:04.520]   So just a little tip to, you know, CEOs of major companies, whenever there's a security
[01:39:04.520 --> 01:39:06.320]   breach, you do not tell anyone.
[01:39:06.320 --> 01:39:08.600]   That's the old rule.
[01:39:08.600 --> 01:39:09.600]   That's old school.
[01:39:09.600 --> 01:39:10.600]   Well, look what happened.
[01:39:10.600 --> 01:39:12.720]   He told people, "Boom, he's out of work."
[01:39:12.720 --> 01:39:13.720]   Old school.
[01:39:13.720 --> 01:39:14.720]   That's what the bank's always do.
[01:39:14.720 --> 01:39:15.720]   Keep it a secret.
[01:39:15.720 --> 01:39:16.720]   Yep.
[01:39:16.720 --> 01:39:17.720]   No one needs to know.
[01:39:17.720 --> 01:39:18.720]   Nothing happened.
[01:39:18.720 --> 01:39:19.720]   Pay no attention.
[01:39:19.720 --> 01:39:21.560]   Don't know what you're talking about.
[01:39:21.560 --> 01:39:25.680]   Hey, congratulations to Brewster Cale and the Internet Archive.
[01:39:25.680 --> 01:39:31.240]   You know, the Wayback Machine, which has been indexing the Internet since 2001.
[01:39:31.240 --> 01:39:32.240]   Can you imagine?
[01:39:32.240 --> 01:39:35.000]   I thought it goes before that.
[01:39:35.000 --> 01:39:37.200]   That's when the Wayback Machine launched.
[01:39:37.200 --> 01:39:44.360]   In 2006, Archive it launched, allowing libraries to create curated collections of web content.
[01:39:44.360 --> 01:39:47.880]   In other words, enlisting libraries to help them.
[01:39:47.880 --> 01:39:53.240]   They built a new data center in 2009, a three petabyte data center.
[01:39:53.240 --> 01:39:58.680]   In 2011, the HTTP Archive became part of the Internet Archive.
[01:39:58.680 --> 01:40:01.280]   What's, I don't know what that is.
[01:40:01.280 --> 01:40:03.280]   In 2020, I'm just reading crap here.
[01:40:03.280 --> 01:40:05.280]   I don't know what that is.
[01:40:05.280 --> 01:40:06.280]   I didn't know about that.
[01:40:06.280 --> 01:40:09.520]   That means, how about this?
[01:40:09.520 --> 01:40:12.160]   This is the landmark.
[01:40:12.160 --> 01:40:16.840]   Four hundred billion indexed web pages.
[01:40:16.840 --> 01:40:21.400]   Four hundred billion, that encompasses the web as it looked anytime from the late 1996
[01:40:21.400 --> 01:40:23.080]   up to a few hours ago.
[01:40:23.080 --> 01:40:24.840]   That is a major milestone.
[01:40:24.840 --> 01:40:26.840]   Four hundred billion web pages.
[01:40:26.840 --> 01:40:28.120]   You know what I didn't know?
[01:40:28.120 --> 01:40:33.760]   I went looking for the first Twitter's first homepage because I wanted a screenshot to
[01:40:33.760 --> 01:40:34.760]   use them.
[01:40:34.760 --> 01:40:41.800]   I'm a blog post and I searched for it and the Wayback Machine said Twitter has blocked
[01:40:41.800 --> 01:40:45.440]   us from, or that website is not available.
[01:40:45.440 --> 01:40:46.440]   That's really.
[01:40:46.440 --> 01:40:50.200]   They send all the content to the Library of Congress with a huge pipe and they also sell
[01:40:50.200 --> 01:40:52.720]   the pipe to anybody who has enough money.
[01:40:52.720 --> 01:40:57.360]   You can get the pipe and get all the Twitter stuff, but they won't let the Archive.org
[01:40:57.360 --> 01:40:59.280]   just put a simple screenshot up.
[01:40:59.280 --> 01:41:00.880]   Yeah, I thought that was weird.
[01:41:00.880 --> 01:41:01.880]   Doosh bags.
[01:41:01.880 --> 01:41:02.880]   Ooh.
[01:41:02.880 --> 01:41:05.800]   Howie, howie.
[01:41:05.800 --> 01:41:14.120]   Well here is from, this is, I don't see a lot of CSS, but this is Twitter from 2006 when
[01:41:14.120 --> 01:41:16.560]   it was TWTTR.
[01:41:16.560 --> 01:41:18.680]   Use TWTTR to stay in touch with your friends all the time.
[01:41:18.680 --> 01:41:24.760]   If you have a cell phone and text messages, you'll never be bored again ever.
[01:41:24.760 --> 01:41:25.760]   I use it.
[01:41:25.760 --> 01:41:26.760]   I still get bored.
[01:41:26.760 --> 01:41:31.080]   Here's a public timeline of actual real life people doing stuff.
[01:41:31.080 --> 01:41:36.000]   Watch tweets, Mars, the red planet is about to be spectacular.
[01:41:36.000 --> 01:41:39.960]   Then he tweets and the installation is free.
[01:41:39.960 --> 01:41:45.680]   Then he apparently, Rich, the only guy using Twitter, Rich tweets, watching a special on
[01:41:45.680 --> 01:41:48.840]   Andre the Giant.
[01:41:48.840 --> 01:41:54.000]   Then Ray, ready, Ray tweets had a good conversation with my mom.
[01:41:54.000 --> 01:41:55.000]   This is Twitter as it was.
[01:41:55.000 --> 01:42:00.920]   Yeah, that's the way I said she's not much different.
[01:42:00.920 --> 01:42:04.560]   Here's where you put in your mobile number and everything.
[01:42:04.560 --> 01:42:05.920]   There is some early stuff.
[01:42:05.920 --> 01:42:12.000]   It also says the top, try out other stuff ODO makes because this Twitter thing, we don't
[01:42:12.000 --> 01:42:14.280]   know if it's going to survive.
[01:42:14.280 --> 01:42:19.480]   The Wayback Machine is at Internet Archive, I'm sorry, archive.org is the Internet Archive.
[01:42:19.480 --> 01:42:27.320]   You can enter in URLs and the earliest is August 2nd, 2006 for Twitter.
[01:42:27.320 --> 01:42:29.720]   That's kind of cool.
[01:42:29.720 --> 01:42:33.680]   There is some old stuff, Matthew, but there's no screenshots.
[01:42:33.680 --> 01:42:39.280]   Yeah, I was looking for the image that was used like the logo and stuff like that that
[01:42:39.280 --> 01:42:41.720]   was used on the page.
[01:42:41.720 --> 01:42:42.960]   Here's a good one.
[01:42:42.960 --> 01:42:45.800]   This is the first fail whale from September 2006.
[01:42:45.800 --> 01:42:50.880]   Got an HTTP 302 response at crawl time.
[01:42:50.880 --> 01:42:53.600]   Oh no, that's because it changed to Twitter.com.
[01:42:53.600 --> 01:42:55.600]   That was when it changed from the TWITT.
[01:42:55.600 --> 01:42:57.160]   That was your opportunity.
[01:42:57.160 --> 01:43:00.160]   Right there.
[01:43:00.160 --> 01:43:01.400]   To jump on the Twitter bandwagon.
[01:43:01.400 --> 01:43:02.600]   No, no, to sue them.
[01:43:02.600 --> 01:43:05.440]   Could have done that would have been fun.
[01:43:05.440 --> 01:43:07.880]   Here's another early tweet.
[01:43:07.880 --> 01:43:11.320]   This is what has come to ladies and gentlemen listening.
[01:43:11.320 --> 01:43:12.800]   Old tweets.
[01:43:12.800 --> 01:43:14.960]   Not even new tweets.
[01:43:14.960 --> 01:43:16.480]   Really old tweets.
[01:43:16.480 --> 01:43:17.480]   Old tweets.
[01:43:17.480 --> 01:43:18.960]   This is the old tweet show.
[01:43:18.960 --> 01:43:19.960]   That's an idea.
[01:43:19.960 --> 01:43:24.120]   That's another possibility for your network.
[01:43:24.120 --> 01:43:27.360]   Old tweets show with couple of old farts.
[01:43:27.360 --> 01:43:32.600]   And then, yeah, man, those six and then is tweeted already.
[01:43:32.600 --> 01:43:34.840]   I'm heading home now.
[01:43:34.840 --> 01:43:35.840]   Yeah.
[01:43:35.840 --> 01:43:37.240]   Fascinating.
[01:43:37.240 --> 01:43:41.360]   My tweeted this really is the first day of the rest of my life.
[01:43:41.360 --> 01:43:44.760]   Ah, that's just you can't get better than that.
[01:43:44.760 --> 01:43:47.160]   Make up stuff this good.
[01:43:47.160 --> 01:43:50.760]   I'm going to take a nap.
[01:43:50.760 --> 01:43:54.640]   I do think that someday the future of TWITT is me and John sitting on a porch playing
[01:43:54.640 --> 01:43:55.640]   checkers.
[01:43:55.640 --> 01:43:56.640]   Could be.
[01:43:56.640 --> 01:44:00.880]   Chinese checkers to be exact.
[01:44:00.880 --> 01:44:03.280]   Let's take a break.
[01:44:03.280 --> 01:44:08.440]   When we come back, a final word, we'll say good night to all our friends and family.
[01:44:08.440 --> 01:44:09.440]   And a happy Mother's Day.
[01:44:09.440 --> 01:44:12.200]   Anybody wants to say happy Mother's Day, their mom will give you a chance to do that
[01:44:12.200 --> 01:44:13.200]   in a second.
[01:44:13.200 --> 01:44:14.800]   First, let's ask Mike Elgin.
[01:44:14.800 --> 01:44:17.960]   What's coming up in the week ahead, Mike?
[01:44:17.960 --> 01:44:21.720]   In the week ahead, Motorola is making a big announcement in London on Tuesday, May 13th.
[01:44:21.720 --> 01:44:25.520]   We're expecting the company to launch an updated version of the Moto-Acephone plus a
[01:44:25.520 --> 01:44:28.880]   new low-cost phone called the Moto-E.
[01:44:28.880 --> 01:44:32.880]   And the Federal Communications Commission is scheduled to vote on Thursday, May 15th,
[01:44:32.880 --> 01:44:36.560]   on proposed rules that would end net neutrality in the United States.
[01:44:36.560 --> 01:44:38.800]   That's what's coming up in the week ahead.
[01:44:38.800 --> 01:44:39.880]   Back to you, Leo.
[01:44:39.880 --> 01:44:45.840]   Mike Elgin, TNT, every Monday through Friday, 10 a.m. Pacific, 1 p.m. Eastern times, 1,700
[01:44:45.840 --> 01:44:48.040]   UTC, your daily dose of tech news.
[01:44:48.040 --> 01:44:53.880]   And of course, we now have an evening show, 4 p.m. Pacific, 7 p.m. Eastern time, 2,300
[01:44:53.880 --> 01:44:57.280]   UTC, T&2 tech news tonight with Sarah Lane.
[01:44:57.280 --> 01:45:00.480]   So we got your tech news covered.
[01:45:00.480 --> 01:45:04.840]   Our show today brought to you by gazelle.com, the fastest, simple way to sell those old gadgets.
[01:45:04.840 --> 01:45:07.040]   John, I gave you my old HTC One.
[01:45:07.040 --> 01:45:09.800]   I know you would like the new HTC One M8.
[01:45:09.800 --> 01:45:11.640]   Can I sell the old one?
[01:45:11.640 --> 01:45:12.640]   Sell the old one.
[01:45:12.640 --> 01:45:13.640]   You know what?
[01:45:13.640 --> 01:45:14.640]   We should check.
[01:45:14.640 --> 01:45:15.640]   Let's see what it's worth.
[01:45:15.640 --> 01:45:18.560]   Gazelle, we've got some gadgets, new gadget announcements coming up.
[01:45:18.560 --> 01:45:19.560]   You've served Motorola.
[01:45:19.560 --> 01:45:22.520]   Maybe you want to check out whether your Moto X is worth now.
[01:45:22.520 --> 01:45:27.400]   The nice thing about gazelle.com is that, quote, you get today is good for 30 days.
[01:45:27.400 --> 01:45:35.880]   So if, for instance, Motorola comes out with a new Moto X, and of course, when it does,
[01:45:35.880 --> 01:45:38.320]   you know the price is going to go down on the old one.
[01:45:38.320 --> 01:45:39.320]   You've got that quote.
[01:45:39.320 --> 01:45:41.400]   You've got it locked in for $115.
[01:45:41.400 --> 01:45:42.960]   For the old Moto X?
[01:45:42.960 --> 01:45:44.160]   Oh, that's a good deal.
[01:45:44.160 --> 01:45:45.160]   That's a good deal.
[01:45:45.160 --> 01:45:46.160]   HTC.
[01:45:46.160 --> 01:45:47.160]   All right, let's go here.
[01:45:47.160 --> 01:45:48.160]   We have HTC One.
[01:45:48.160 --> 01:45:52.920]   You know, the iPads, iPhones, yours is unlocked, which makes it extra.
[01:45:52.920 --> 01:45:53.920]   No, it's not.
[01:45:53.920 --> 01:45:55.960]   Oh, that was the one that I gave you that was locked.
[01:45:55.960 --> 01:45:56.960]   I'm sorry.
[01:45:56.960 --> 01:45:57.960]   Never mind.
[01:45:57.960 --> 01:46:00.640]   It's good for playing Angry Birds.
[01:46:00.640 --> 01:46:01.640]   Is that what you're doing with that?
[01:46:01.640 --> 01:46:03.680]   No, I use it for miscellaneous things.
[01:46:03.680 --> 01:46:07.160]   You can still Wi-Fi with it.
[01:46:07.160 --> 01:46:09.040]   Skype with it.
[01:46:09.040 --> 01:46:10.360]   There it is.
[01:46:10.360 --> 01:46:11.360]   Here it is.
[01:46:11.360 --> 01:46:13.280]   The 132 gig.
[01:46:13.280 --> 01:46:14.280]   Good.
[01:46:14.280 --> 01:46:16.240]   Condition, $145.
[01:46:16.240 --> 01:46:17.560]   It's like I gave you cash.
[01:46:17.560 --> 01:46:18.560]   It is.
[01:46:18.560 --> 01:46:19.560]   Like I gave you actual money.
[01:46:19.560 --> 01:46:21.560]   I'm going to block this deal in.
[01:46:21.560 --> 01:46:23.800]   I've been a few of you have three comes here.
[01:46:23.800 --> 01:46:24.800]   Yeah, exactly.
[01:46:24.800 --> 01:46:27.800]   Anyway, gazelle.com, they will buy your old gadgets.
[01:46:27.800 --> 01:46:28.800]   They will give you cash.
[01:46:28.800 --> 01:46:29.800]   Actually, it's kind of nice.
[01:46:29.800 --> 01:46:33.400]   So get the 30-day quote, and you don't have to pull the trigger until that new thing comes
[01:46:33.400 --> 01:46:37.760]   out, or you have time to decide, time to buy, time to move the data over.
[01:46:37.760 --> 01:46:39.520]   Then check out, they'll send you a box.
[01:46:39.520 --> 01:46:43.880]   They'll pay for the postage on anything worth more than a buck, and yes, they buy a broken
[01:46:43.880 --> 01:46:47.200]   iPhone, broken iPads, and yes, those are worth more than a buck.
[01:46:47.200 --> 01:46:48.480]   They ship it to them.
[01:46:48.480 --> 01:46:51.680]   If you don't remove the data, they'll do that for you, and then they'll send you a
[01:46:51.680 --> 01:46:58.200]   check, a PayPal credit, or an Amazon gift card that's worth 5% more because they just
[01:46:58.200 --> 01:46:59.320]   like you so much.
[01:46:59.320 --> 01:47:04.480]   So if you are a gazelle, an Amazon user, gazelle is a great choice for you.
[01:47:04.480 --> 01:47:05.480]   Visit gazelle.com.
[01:47:05.480 --> 01:47:06.680]   Join the, what is it?
[01:47:06.680 --> 01:47:08.280]   It's how many hundreds of millions?
[01:47:08.280 --> 01:47:17.640]   I think it's 700,000 customers who've been paid more than $100 million by gazelle.com.
[01:47:17.640 --> 01:47:22.440]   Easiest way to move those old gadgets out of your life, move some cash into your pocket,
[01:47:22.440 --> 01:47:23.940]   gazelle.com.
[01:47:23.940 --> 01:47:25.440]   I really like this MA.
[01:47:25.440 --> 01:47:26.440]   Yeah, I know you do.
[01:47:26.440 --> 01:47:27.440]   I think that's the fun we got.
[01:47:27.440 --> 01:47:28.440]   You liked the other one too.
[01:47:28.440 --> 01:47:30.600]   I did, but I think this is even better.
[01:47:30.600 --> 01:47:31.600]   But I'm curious to see what the role is going to be.
[01:47:31.600 --> 01:47:33.600]   You keep going from the phone to phone to phone to phone.
[01:47:33.600 --> 01:47:34.600]   It's my job.
[01:47:34.600 --> 01:47:35.600]   I'm a little frog.
[01:47:35.600 --> 01:47:36.600]   I'll be happy to move.
[01:47:36.600 --> 01:47:37.600]   Have you not liked a phone?
[01:47:37.600 --> 01:47:38.600]   Many.
[01:47:38.600 --> 01:47:39.600]   I don't like the Samsungs anymore.
[01:47:39.600 --> 01:47:41.080]   I think Samsungs are crapped up.
[01:47:41.080 --> 01:47:42.080]   It's funny.
[01:47:42.080 --> 01:47:43.080]   A lot of people feel that way.
