
[00:00:00.000 --> 00:00:01.360]   (upbeat music)
[02:14:57.680 --> 02:15:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:15:27.680 --> 02:15:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:15:57.680 --> 02:16:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:16:27.680 --> 02:16:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:16:57.680 --> 02:17:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:17:27.680 --> 02:17:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:17:57.680 --> 02:18:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:18:27.680 --> 02:18:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:18:57.680 --> 02:19:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:19:27.680 --> 02:19:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:19:57.680 --> 02:20:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[02:20:27.680 --> 02:20:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
