;FFMETADATA1
title=Jiggery Pokery
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=229
genre=Podcast
comment=http://www.twit.tv/twig
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:01.300]   It's time for Twig.
[01:37:10.440 --> 01:37:14.000]   uh... for being a bit coin exchange that no people can use
[01:37:14.000 --> 01:37:16.480]   and so i thought i would give that a try it is basically
[01:37:16.480 --> 01:37:19.880]   instead of being like you said it like using p_g_p_ it's now like using
[01:37:19.880 --> 01:37:23.240]   e-trade so you have to still have to do lots of feeling about to configure
[01:37:23.240 --> 01:37:24.120]   things
[01:37:24.120 --> 01:37:26.680]   but then you can buy bitcoins and then they'll deliver them to you like
[01:37:26.680 --> 01:37:29.240]   several days later just like each rate does the stocks
[01:37:29.240 --> 01:37:32.600]   so that they're they're trying hard to be
[01:37:32.600 --> 01:37:34.360]   the e-trade of bitcoins
[01:37:34.360 --> 01:37:36.680]   which makes it a certain amount of sense things is people basically use
[01:37:36.680 --> 01:37:37.880]   them to speculate with
[01:37:37.880 --> 01:37:41.160]   is just that's this is nuts
[01:37:41.160 --> 01:37:42.960]   talking dog
[01:37:42.960 --> 01:37:46.040]   and i'm not going to not currency
[01:37:46.040 --> 01:37:48.480]   it was always his idea
[01:37:48.480 --> 01:37:51.880]   do you have anything you'd like to tell us about my idea i have a combination
[01:37:51.880 --> 01:37:52.920]   tip
[01:37:52.920 --> 01:37:54.200]   and pick
[01:37:54.200 --> 01:37:56.720]   and you don't recall the
[01:37:56.720 --> 01:38:00.840]   secret launch that didn't take place at google for the moto acts that which
[01:38:00.840 --> 01:38:03.680]   didn't happen and you weren't there i wasn't there you weren't there none of us
[01:38:03.680 --> 01:38:05.800]   was there and what they announced that this non-existent
[01:38:05.800 --> 01:38:09.560]   and we can get bamboo that's exactly the pick and tip
[01:38:09.560 --> 01:38:13.240]   now they told us or they did they didn't tell us they showed us
[01:38:13.240 --> 01:38:15.600]   uh... i kawasaki had a wooden back
[01:38:15.600 --> 01:38:20.280]   but but they said that they were going to have an unconditional return and
[01:38:20.280 --> 01:38:21.800]   replace policy right
[01:38:21.800 --> 01:38:24.880]   they said if you order a yellow phone and you don't like yellow
[01:38:24.880 --> 01:38:28.280]   then send it back will get sent you whatever color so can i send my moto
[01:38:28.280 --> 01:38:32.880]   expect and get them that that is a question if you have a hundred bucks
[01:38:32.880 --> 01:38:36.360]   i thought there was a two-week limit uh... i don't know what the limit is if it is
[01:38:36.360 --> 01:38:40.280]   now it is now it says within within i think fourteen days so i think that's
[01:38:40.280 --> 01:38:43.600]   they they backed down on that as the statute of limitations
[01:38:43.600 --> 01:38:46.600]   but if you've ordered one hundred bucks to get wood
[01:38:46.600 --> 01:38:51.080]   i would because look at it's beautiful but it's white on the front you can only
[01:38:51.080 --> 01:38:54.600]   get a white front and it's only bamboo they originally show that he can all
[01:38:54.600 --> 01:38:55.600]   kids and things
[01:38:55.600 --> 01:38:58.960]   but uh... it's only bamboo bamboo is probably the best wood for this year
[01:38:58.960 --> 01:39:00.480]   it's flexible it's yeah
[01:39:00.480 --> 01:39:02.600]   uh... it's also used a cutting board
[01:39:02.600 --> 01:39:05.640]   uh... it's anti-bacterial right
[01:39:05.640 --> 01:39:07.960]   uh... but i'm just curious for
[01:39:07.960 --> 01:39:10.960]   okay so there's a two-week thing for people who've ordered a moto acts for
[01:39:10.960 --> 01:39:14.280]   the last two weeks and want a bamboo and you have a hundred bucks want to spend
[01:39:14.280 --> 01:39:15.120]   on it
[01:39:15.120 --> 01:39:18.040]   send it back and tell them you want the bamboo one and see if they'll do it if
[01:39:18.040 --> 01:39:19.320]   they won't
[01:39:19.320 --> 01:39:22.320]   let us know because they told us that this is going to be an unconditional
[01:39:22.320 --> 01:39:26.400]   policy i want i would be i would pay a hundred bucks to get a bamboo on this
[01:39:26.400 --> 01:39:29.320]   although i finally gave up in order to know three cuz i want to really be
[01:39:29.320 --> 01:39:31.120]   phone
[01:39:31.120 --> 01:39:34.600]   uh... and now you can get a uh... they're back with the uh... writing on the back
[01:39:34.600 --> 01:39:36.280]   you get a signature
[01:39:36.280 --> 01:39:38.920]   yeah they use a branding iron aid
[01:39:38.920 --> 01:39:40.400]   in
[01:39:40.400 --> 01:39:42.880]   california
[01:39:42.880 --> 01:39:44.160]   designed
[01:39:44.160 --> 01:39:45.720]   ought to long
[01:39:45.720 --> 01:39:47.240]   uh...
[01:39:47.240 --> 01:39:49.120]   uh...
[01:39:49.120 --> 01:39:51.880]   you can do me in california that
[01:39:51.880 --> 01:39:53.000]   uh... very cool
[01:39:53.000 --> 01:39:56.840]   moto acts are what do you what do you use your next is five x is five
[01:39:56.840 --> 01:39:58.200]   currently is a nice yet
[01:39:58.200 --> 01:40:00.160]   this is five
[01:40:00.160 --> 01:40:03.840]   thanks is i'm surrounded by nexus fibers
[01:40:03.840 --> 01:40:06.680]   but i just i just had to buy a new nixon seven so i drop mine in the
[01:40:06.680 --> 01:40:09.800]   toilet in england which was a bit of a no
[01:40:09.800 --> 01:40:12.920]   we have a we have a return to that my take the week is don't drop in excess
[01:40:12.920 --> 01:40:14.960]   do not it gets wet
[01:40:14.960 --> 01:40:16.920]   and and i don't remember that commercial
[01:40:16.920 --> 01:40:19.240]   where every punchline is really
[01:40:19.240 --> 01:40:21.760]   the guy who's out of the earl really
[01:40:21.760 --> 01:40:22.600]   really
[01:40:22.600 --> 01:40:26.280]   try to retrieve the nexus seven i know i would you know i retrieved it but
[01:40:26.280 --> 01:40:29.320]   and i tried to try it out but
[01:40:29.320 --> 01:40:31.480]   i was not enough rice in the world yeah
[01:40:31.480 --> 01:40:35.680]   but it was um it was a polish supermarket and what i thought was what was actually
[01:40:35.680 --> 01:40:38.600]   a stir disguised as rice
[01:40:38.600 --> 01:40:41.320]   sir no it will not work with spetzle
[01:40:41.320 --> 01:40:43.480]   it will not work with pastina like
[01:40:43.480 --> 01:40:44.880]   looks more like
[01:40:44.880 --> 01:40:46.440]   i sleep
[01:40:46.440 --> 01:40:48.120]   and i was going to virus
[01:40:48.120 --> 01:40:51.080]   it's actually really sad because it rebooted itself and then it died and
[01:40:51.080 --> 01:40:52.200]   it was up again
[01:40:52.200 --> 01:40:54.480]   and then the little light at the bottom came on
[01:40:54.480 --> 01:40:57.680]   and it's like stayed on the faded out over a bit about an hour of a season
[01:40:57.680 --> 01:41:00.760]   i was trying to come back
[01:41:00.760 --> 01:41:05.200]   and he and germany says bamboo is less moist as less humidity
[01:41:05.200 --> 01:41:07.080]   so it's good for the antenna
[01:41:07.080 --> 01:41:10.000]   and of course it's easy to manufacture as tough
[01:41:10.000 --> 01:41:11.800]   think that was a sustainable
[01:41:11.800 --> 01:41:12.840]   yeah sustainable
[01:41:12.840 --> 01:41:17.040]   god knows you grow bamboo about four minutes sustainable these days
[01:41:17.040 --> 01:41:20.360]   ladies and gentlemen that concludes this week in google kevin kelly's coming up
[01:41:20.360 --> 01:41:22.600]   for triangulation we're gonna talk about as cool tools
[01:41:22.600 --> 01:41:23.200]   right
[01:41:23.200 --> 01:41:24.280]   or sandalog
[01:41:24.280 --> 01:41:28.080]   i the catalog and long i love it this book so great
[01:41:28.080 --> 01:41:30.720]   jeff javis is professor city university of new york you're going to
[01:41:30.720 --> 01:41:34.080]   uh... take the holidays off you're doing anything i'm having a round hang around
[01:41:34.080 --> 01:41:35.640]   me too
[01:41:35.640 --> 01:41:39.480]   hang around we will not be here next week will do our best of twig
[01:41:39.480 --> 01:41:42.440]   uh... lots of lots of memories of nexus seven
[01:41:42.440 --> 01:41:43.520]   on that what i see
[01:41:43.520 --> 01:41:46.280]   that'll be our christmas day episode in the new year's day we're just gonna take
[01:41:46.280 --> 01:41:47.680]   the day off
[01:41:47.680 --> 01:41:52.080]   we've decided in an executive decision because i will have stayed up late
[01:41:52.080 --> 01:41:53.600]   that night
[01:41:53.600 --> 01:41:56.200]   that i'm just not going to come in on wednesday i make sense that take the day
[01:41:56.200 --> 01:41:57.360]   off
[01:41:57.360 --> 01:41:59.560]   so here's day
[01:41:59.560 --> 01:42:02.840]   kevin marx you uh... you headed to a uh...
[01:42:02.840 --> 01:42:05.680]   uh... was a greek market in the near future or
[01:42:05.680 --> 01:42:07.480]   what do you do for the holidays
[01:42:07.480 --> 01:42:08.760]   greek market what
[01:42:08.760 --> 01:42:11.680]   uh... you drop your phone all yet polish market polish polish and put it
[01:42:11.680 --> 01:42:13.880]   pretty smart yet now uh... i'm
[01:42:13.880 --> 01:42:16.400]   well i'm back in san jose
[01:42:16.400 --> 01:42:20.600]   my son's home from rondon's a family christmas here i saw he said interviewing
[01:42:20.600 --> 01:42:23.000]   uh... is it a kambridge
[01:42:23.000 --> 01:42:26.440]   my youngest son's interview at kambridge yes i was already at university in
[01:42:26.440 --> 01:42:27.400]   london so
[01:42:27.400 --> 01:42:30.440]   that's why i was over there with them so fingers crossed for christopher so cute
[01:42:30.440 --> 01:42:33.480]   i saw the pictures of you and christopher eating across the street at the indian
[01:42:33.480 --> 01:42:34.600]   restaurant
[01:42:34.600 --> 01:42:37.440]   preparing for the big interview
[01:42:37.440 --> 01:42:39.880]   so we wish
[01:42:39.880 --> 01:42:42.200]   yeah yes you know you have to be in the in the in the in the in the in the
[01:42:42.200 --> 01:42:45.160]   indian and it's it's a good thing to must must
[01:42:45.160 --> 01:42:46.120]   thank you for the uh...
[01:42:46.120 --> 01:42:49.720]   and we're coming back as a as he said what i really miss is having been a
[01:42:49.720 --> 01:42:50.600]   means food
[01:42:50.600 --> 01:42:53.080]   you don't get that in on the uh...
[01:42:53.080 --> 01:42:55.560]   well he's just gonna have to do four years without it
[01:42:55.560 --> 01:42:57.080]   yes sorry
[01:42:57.080 --> 01:42:58.120]   free
[01:42:58.120 --> 01:42:59.400]   there you go
[01:42:59.400 --> 01:43:02.360]   thank you kevin great to see you again have a new happy new year
[01:43:02.360 --> 01:43:07.040]   mike algin is our new news director he begins his tenure uh... january in the
[01:43:07.040 --> 01:43:09.720]   january january second second
[01:43:09.720 --> 01:43:13.760]   uh... and uh... you'll be anchoring t_n_t_ and helping us develop our news
[01:43:13.760 --> 01:43:16.720]   programming and i'm really excited to have you so i'm thrilled to have you
[01:43:16.720 --> 01:43:19.680]   gonna be an exciting to see you mike isn't it nice
[01:43:19.680 --> 01:43:21.240]   is a nice thank you
[01:43:21.240 --> 01:43:24.400]   they've uh... they've got a special house up here with a pizza oven they're
[01:43:24.400 --> 01:43:25.840]   ready to go
[01:43:25.840 --> 01:43:28.640]   so i thank you for being here have a happy you're going to be going down back to
[01:43:28.640 --> 01:43:30.000]   senator barber for the holidays
[01:43:30.000 --> 01:43:32.920]   yeah we're going to a lot of family in the holidays my son is having an
[01:43:32.920 --> 01:43:37.120]   engagement party that's sweet that's right and i will be working on the first
[01:43:37.120 --> 01:43:40.360]   because i'm starting on the second so but that's okay you'll be preparing for
[01:43:40.360 --> 01:43:41.720]   the future
[01:43:41.720 --> 01:43:43.560]   so good to have you welcome aboard thank you
[01:43:43.560 --> 01:43:46.520]   thank you all for being here we do this weekend google on wednesday's one p_m_
[01:43:46.520 --> 01:43:47.760]   pacific four p_m_
[01:43:47.760 --> 01:43:49.120]   eastern time
[01:43:49.120 --> 01:43:51.920]   twenty one hundred u_t_c_ on twit dot t_v_
[01:43:51.920 --> 01:43:55.800]   we are we moving the show no the show stays here i ask this every time
[01:43:56.240 --> 01:43:58.320]   i'm just a show up on monday and
[01:43:58.320 --> 01:44:00.280]   do whatever you tell me to do basically
[01:44:00.280 --> 01:44:02.400]   that was just direct me
[01:44:02.400 --> 01:44:05.560]   uh... i'm getting set up to start mining my doughs
[01:44:05.560 --> 01:44:06.080]   i think
[01:44:06.080 --> 01:44:09.480]   so it's just like the bitcoin wall yeah yeah
[01:44:09.480 --> 01:44:10.280]   uh...
[01:44:10.280 --> 01:44:13.560]   and so over here it's not called mine is called digging so i've started the
[01:44:13.560 --> 01:44:15.160]   solo solo dig
[01:44:15.160 --> 01:44:18.360]   you can also notice that there's there's fun um...
[01:44:18.360 --> 01:44:22.640]   sort of the vent vocabulary is different so much received please send
[01:44:22.640 --> 01:44:25.000]   much for she much received
[01:44:25.000 --> 01:44:28.600]   so uh... let me ask you twenty nine dogecoin so
[01:44:28.600 --> 01:44:32.600]   wow what is a dogecoin workers here's my address if anyone was a send me some
[01:44:32.600 --> 01:44:34.040]   doge points
[01:44:34.040 --> 01:44:36.320]   all be great
[01:44:36.320 --> 01:44:37.800]   well
[01:44:37.800 --> 01:44:40.440]   such a place my intuition
[01:44:40.440 --> 01:44:43.720]   it's just one big pyramid scheme after another ladies
[01:44:43.720 --> 01:44:47.560]   but how hilarious would it be if twenty twenty dogecoin is the one that
[01:44:47.560 --> 01:44:49.160]   survives
[01:44:49.160 --> 01:44:53.480]   you know i'm just gonna sit and watch you guys all skyrocket to the moon
[01:44:53.480 --> 01:44:57.000]   while i just work for plain old american dalas
