;FFMETADATA1
title=One Nil to the Arsenal
artist=Leo Laporte, Alex Lindsay, Andy Ihnatko, Jason Snell
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2022-11-29
track=846
language=English
genre=Podcast
comment=Musk vs Apple, China, Manchester United
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:05.720]   It's time for Mac break weekly Jason Snell and Ian Oco Alex Lindsey are all here
[01:56:03.640 --> 01:56:07.560]   It's uh apparently got maybe got some malware on there. I don't know
[01:56:07.560 --> 01:56:10.200]   so um
[01:56:10.200 --> 01:56:14.600]   Maybe that's a false spurious block, but uh, anyway, maybe you shouldn't go
[01:56:14.600 --> 01:56:18.760]   Until we find out so forget I said anything
[01:56:18.760 --> 01:56:25.880]   Uh, let's wrap this show real quick. This is why I don't do freaking pics. Okay, right there in a nutshell
[01:56:25.880 --> 01:56:30.200]   That's the problem. I just thought it was interesting that there were 700 plus
[01:56:30.920 --> 01:56:35.080]   Menu bar apps and that someone has put a lot of work into curating it. So it looks like this. It looks
[01:56:35.080 --> 01:56:42.360]   Uh, and I went there this morning. It was fine. So maybe it there's two possibilities. It could be if a false positive
[01:56:42.360 --> 01:56:47.160]   Uh, we use there's a lot more security here than there is perhaps at my home
[01:56:47.160 --> 01:56:52.440]   Uh, it's also possible and it does happen from time to time that as a legit site it got hacked
[01:56:52.440 --> 01:56:58.520]   And malware is placed on it and it's being detected now by our protection. So maybe just wait
[01:56:59.480 --> 01:57:01.480]   Don't go there yet. Okay
[01:57:01.480 --> 01:57:06.680]   Maybe you don't need anything more in your menu bar. How about that? Jason snell
[01:57:06.680 --> 01:57:14.120]   There are no lifesaving menu bar apps. I misread the uh, the utc time for the world cup gamer
[01:57:14.120 --> 01:57:16.200]   I would have never scheduled
[01:57:16.200 --> 01:57:18.680]   Mac break weekly at this time, but thank you come
[01:57:18.680 --> 01:57:24.440]   You come first. Thank you and I can always just play it on an ipad beneath the uh screen
[01:57:24.440 --> 01:57:28.920]   Which is what I did. So it was all good and with no spoilers. We won't tell you how it ended, but it did end
[01:57:29.720 --> 01:57:35.640]   There's that there's that to be say and it was it was not a I can say safe to say it was not a tie
[01:57:35.640 --> 01:57:42.520]   Somebody won by now you probably all know anyway, so indeed. I don't want to spoil it in case you taped it or something
[01:57:42.520 --> 01:57:45.160]   Thank you, Jason six colors.com
[01:57:45.160 --> 01:57:50.840]   I appreciate that uh showing up. That's that's really great. I try to be here every Tuesday
[01:57:50.840 --> 01:57:56.040]   You know, they haven't stopped me yet. This was under uh duress. Oh, no, no, no, absolutely
[01:57:56.760 --> 01:58:02.360]   Well, the netherlands game maybe that will be under duress if that's also on a Tuesday. Well, we it's not it's saturday
[01:58:02.360 --> 01:58:06.760]   Okay for whoever's playing the netherlands. I don't know who that might be whoever that might be
[01:58:06.760 --> 01:58:10.360]   Not that we would want to watch necessarily
[01:58:10.360 --> 01:58:13.560]   Shoot. I blow it every time don't I?
[01:58:13.560 --> 01:58:15.480]   Um
[01:58:15.480 --> 01:58:19.000]   Thank you, Jason. Keep up keep keep up the wonderful work. We love having you on the show
[01:58:19.000 --> 01:58:24.520]   You've been a real wonderful addition to it. Andy and aqua has been here practically since the very beginning
[01:58:25.400 --> 01:58:33.480]   I h n a t k o dot com you'll hear them on gbh. They dropped the w because you know what one letter three syllables. It's too much
[01:58:33.480 --> 01:58:39.800]   Well, you know, it's it's it's a public radio station. They rely on funding from viewers
[01:58:39.800 --> 01:58:45.320]   They figure why are we wasting bandwidth that we have to pay for with an extra letter when people understand gbh
[01:58:45.320 --> 01:58:51.560]   They're east we're east we're east of the mrs. Sippy. They understand that a radio station will start with a w. That's right
[01:58:51.720 --> 01:58:58.360]   That's that's that's that's why we cultivate these these smart smart and endearing winners. When will you be on gbh next?
[01:58:58.360 --> 01:59:05.480]   Uh literally tomorrow at about quarter to one go to w gbh news.com org to stream it live or later via audio
[01:59:05.480 --> 01:59:11.720]   Go to w gbh news on youtube to stream it video live or later in a room almost exactly like this one
[01:59:11.720 --> 01:59:13.960]   I should mention that k gbh
[01:59:13.960 --> 01:59:18.920]   Is the pirate radio station of the russian mafia and grand theft auto
[01:59:19.640 --> 01:59:22.200]   So you don't want to confuse the two okay
[01:59:22.200 --> 01:59:27.560]   Well, what one of us is a little bit more communist and socials in the other
[01:59:27.560 --> 01:59:31.960]   There's it's degrees. You know, you're you're slicing the onion a little bit thick at that point
[01:59:31.960 --> 01:59:39.480]   mr. Alex lindsey office hours dot global is a modern miracle
[01:59:39.480 --> 01:59:42.600]   We have a lot of fun. It's
[01:59:42.600 --> 01:59:45.560]   Unbelievable what you do and if you're listening if you listen to show
[01:59:46.120 --> 01:59:51.880]   You gotta know that if you ever had a live production that you wanted to put on in the real world
[01:59:51.880 --> 01:59:58.520]   There would be no better place than 090. Media because that's where you could get Alex and his amazing team
[01:59:58.520 --> 02:00:02.200]   To support you and you would have the best production ever
[02:00:02.200 --> 02:00:05.400]   Why anybody uses anything else i'll never know
[02:00:05.400 --> 02:00:08.600]   Seriously, I mean
[02:00:08.600 --> 02:00:11.800]   We have a lot of fun. I just watch what you guys do. It's it's mind boggling
[02:00:12.040 --> 02:00:16.280]   You can learn all about it. Maybe become a competitor by going office hours dot global
[02:00:16.280 --> 02:00:18.840]   I'm watching those great shows every day
[02:00:18.840 --> 02:00:23.960]   You know, we we really think that I mean I really approach it as the market is about to get really big
[02:00:23.960 --> 02:00:28.600]   And I just want to keep you getting bigger, you know, like I'd rather have a small portion of a very fast-growing pie
[02:00:28.600 --> 02:00:30.440]   So we you know, so office hours
[02:00:30.440 --> 02:00:36.840]   We really lay it all out and give you every piece of information that we can about live streaming virtual production and media production
[02:00:36.840 --> 02:00:39.960]   It's a lot of fun. So we are as you know, we're gonna
[02:00:40.360 --> 02:00:43.960]   I'm I'm not gonna do the radio show for the radio company anymore
[02:00:43.960 --> 02:00:48.040]   and as additional news reports emerge you might know why but
[02:00:48.040 --> 02:00:53.400]   That ends December 18th and mike and I are going to continue to do the tech guys show
[02:00:53.400 --> 02:00:58.360]   But we're gonna do it on sundays and we're gonna take phone calls via zoom and stuff and it's frankly
[02:00:58.360 --> 02:01:05.480]   An homage to office hours because we're just gonna try to steal every trick in the book that you guys use to do that kind of
[02:01:05.640 --> 02:01:12.280]   Production well the thing that is gonna be hard is the big panels, you know, we have a panel of between 10 people every morning now
[02:01:12.280 --> 02:01:16.360]   20th, it's you need some special software that we use to do that and it's
[02:01:16.360 --> 02:01:19.560]   An incredible group of people. I mean it's that's the best part
[02:01:19.560 --> 02:01:20.600]   It's not just me up there
[02:01:20.600 --> 02:01:26.040]   There's a bunch of folks that are smarter in many different places than I am answering the questions as well as I am
[02:01:26.040 --> 02:01:33.720]   So it's yeah, it's even if you think I'm not very smart. There's a lot of smart smart people pretty impressive and thank you for your consultation
[02:01:34.200 --> 02:01:37.880]   Because we are able to do the radio show without the radio station
[02:01:37.880 --> 02:01:42.440]   Thanks to thanks to you. It's gonna be better because we're going to be able to zoom. We're gonna get calls
[02:01:42.440 --> 02:01:47.880]   Will pc people as well as hear them and that's gonna be it's gonna be great fun. Yeah, it's gonna be really cool
[02:01:47.880 --> 02:01:53.000]   We do Mac break weekly every Tuesday 11 a.m. Pacific 2 p.m. Eastern time
[02:01:53.000 --> 02:01:55.960]   1900 UTC
[02:01:55.960 --> 02:02:02.920]   If you want to watch the show you can we stream it live as we produce it as we do with months of our shows at live dot twit.tv
[02:02:03.240 --> 02:02:08.440]   If you're watching live chat live at irc.twit.tv of course if you're a member of club twit
[02:02:08.440 --> 02:02:12.600]   You get the very wonderful ability to chat in our discord
[02:02:12.600 --> 02:02:18.680]   Which is waffles not included, which is an incredible. I don't know. I guess it waffle day
[02:02:18.680 --> 02:02:23.320]   Okay, Rudy says his waffle day. So celebrate with some belgian waffles
[02:02:23.320 --> 02:02:26.840]   Okay, stop it now stop it
[02:02:26.840 --> 02:02:32.520]   They are kind of animated jiff crazy at at the discord
[02:02:32.600 --> 02:02:34.760]   You also get ad free versions of all of our shows
[02:02:34.760 --> 02:02:38.920]   For seven bucks a month you're paying us so we don't have to charge
[02:02:38.920 --> 02:02:43.800]   We don't have to make you listen to anything. We just do ad free versions you get shows you don't normally get
[02:02:43.800 --> 02:02:49.880]   Like hands-on macintosh with mica sergeant hands-on windows with ball thirat the untitled linux show the twit plus feed
[02:02:49.880 --> 02:02:53.160]   Also has bonus content pre and post show discussions
[02:02:53.160 --> 02:02:57.000]   Uh all sorts of things including by the way an inside twit
[02:02:57.720 --> 02:03:01.880]   Episode which is coming up in january january 19th lee sent I will
[02:03:01.880 --> 02:03:04.520]   Talk to the club about what's going on?
[02:03:04.520 --> 02:03:08.440]   Stacey higabotham's book club on january 12th his project hale mary
[02:03:08.440 --> 02:03:11.080]   and coming up oh it's
[02:03:11.080 --> 02:03:13.960]   Yeah, it's in a couple of weeks glen fleshman gets back from
[02:03:13.960 --> 02:03:20.120]   His jaunt through germany and will be doing a fireside chat with amp rut our community manager
[02:03:20.120 --> 02:03:22.840]   Uh, that's some of the other things that happen in club twit
[02:03:22.840 --> 02:03:25.720]   I think it's the best seven dollars you can spend you don't get a blue check
[02:03:26.120 --> 02:03:31.080]   but you don't it's a buckless uh twit.tv/club to join and
[02:03:31.080 --> 02:03:37.240]   Thank you because it makes a big difference frankly and our ability to keep doing what we do and we want to keep doing
[02:03:37.240 --> 02:03:41.800]   What we do? Thank you everybody for being here. We'll see you next time now get back to work
[02:03:41.800 --> 02:03:44.520]   Because free time is over
[02:03:44.520 --> 02:03:47.240]   bye-bye
